DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
1932.5,53.4492,77.4656,59.8668,111.0354,88.0349,52.0521
1932.75,51.7756,77.1693,58.9192,110.7947,88.0396,52.229
1933,51.9032,76.7956,58.9732,96.1457,90.1118,49.412
1933.25,54.2144,76.3955,53.9424,105.3815,88.3923,52.0978
1933.5,58.3914,75.3097,53.8745,100.2935,87.667,52.8633
1933.75,63.0768,74.0621,56.1449,97.0301,87.3155,49.5005
1934,68.1416,72.6157,61.5805,101.7678,87.3607,72.5044
1934.25,71.2776,71.1404,60.718,96.8348,90.0972,52.0204
1934.5,73.1606,71.2187,61.0156,99.1445,88.926,56.1016
1934.75,73.6022,71.401,60.9782,100.7449,87.6526,62.626
1935,73.232,73.2401,62.7838,102.6451,87.4341,67.1466
1935.25,70.8443,75.156,61.7402,102.9834,86.8723,79.6135
1935.5,67.4775,78.202,61.3831,104.3221,87.2992,74.784
1935.75,64.921,81.1492,61.3108,103.9163,87.6612,69.7876
1936.25,61.1988,85.4934,64.6925,102.4665,87.4622,65.2966
1936.5,59.9489,86.6276,65.1932,102.6983,90.9327,63.7481
1936.75,59.0318,87.4453,64.1395,102.6715,93.8005,64.0258
1937,58.212,87.3519,60.8823,107.3572,95.9082,55.9824
1937.25,59.9434,87.4569,60.6698,101.6785,96.6728,62.391
1937.5,62.2841,87.9793,59.6422,100.6355,96.5453,60.6555
1937.75,63.5351,89.2527,59.5733,103.7711,96.3675,57.9817
1938,64.5796,91.72,64.136,116.5984,98.3086,58.651
1938.25,63.9913,94.8124,62.5704,111.4656,95.2957,56.3472
1938.5,63.168,98.668,63.8215,115.5265,95.2338,58.5942
1938.75,63.2605,101.5423,64.2636,116.2043,96.6038,59.15
1939,63.4461,103.4901,68.7377,108.7384,100.179,61.5285
1939.25,64.0548,103.5242,64.5933,113.6588,99.47,56.9085
1939.5,64.6899,102.1643,66.1546,110.9545,99.4868,55.6462
1939.75,65.1843,100.0867,67.5829,109.7322,99.5071,56.8251
1940,65.6613,97.6101,75.2948,98.5647,100.0607,89.3156
1940.25,64.4673,94.7389,69.5018,108.6843,99.999,69.2015
1940.5,63.2763,91.7039,70.0185,107.4412,98.9269,77.604
1940.75,62.155,88.3106,71.7194,102.7091,97.8211,84.6783
1941,61.3017,84.8109,89.0022,79.7659,104.6865,89.6229
1941.25,63.7461,81.1254,80.0735,95.7116,101.9154,92.9128
1941.5,66.3577,77.4032,84.8896,91.3764,103.0186,95.2809
1941.75,70.3409,74.4439,88.2364,84.5319,103.4868,94.7467
1942,73.033,71.5702,93.058,90.5429,107.022,66.1623
1942.25,67.9321,71.0551,87.5744,77.756,105.2178,82.1399
1942.5,62.5978,70.6554,86.6053,79.6501,106.0991,76.1132
1942.75,56.1681,71.1287,88.695,85.6318,106.9437,71.0713
1943,51.3924,71.6817,101.2194,94.9096,112.4903,52.0407
1943.25,52.8722,72.9691,98.1637,94.5678,107.6301,60.9236
1943.5,54.7927,74.3686,102.1863,95.9491,108.2654,55.8713
1943.75,58.0889,76.3367,103.3687,95.6091,109.9679,52.8185
1944,61.5708,78.2358,76.9428,86.1804,116.1018,68.7097
1944.25,65.5398,79.9063,95.2852,94.0283,113.6541,52.2689
1944.5,69.4189,81.3918,87.7642,92.0725,114.7154,56.5277
1944.75,73.0975,82.4424,81.0726,89.7046,115.1686,63.0937
1945,76.1941,83.2151,72.7491,79.0574,129.106,77.1055
1945.25,78.1763,83.5046,75.592,82.3327,118.3447,71.3317
1945.5,79.2282,83.5714,74.9235,81.2013,119.6282,72.976
1945.75,78.74,83.3455,73.9659,80.5873,123.2563,75.2085
1946,77.2302,83.2443,71.1035,78.0691,135.1228,77.194
1946.25,74.2508,83.2682,71.4936,77.424,134.7949,78.2553
1946.5,73.0455,83.0271,70.5628,76.2087,135.7348,78.15
1946.75,74.0656,82.5825,70.3889,75.078,135.2075,77.4304
1947,76.7307,81.8704,70.9438,89.5101,133.4081,63.6597
1947.25,81.199,81.0029,71.821,81.0499,136.1319,75.326
1947.75,83.8646,79.3758,71.6164,86.7436,136.1727,65.6802
1948,82.6058,78.9938,70.3067,98.0346,137.674,65.9261
1948.25,80.0266,78.7406,70.3422,92.1616,132.5971,64.1273
1948.5,78.7364,78.2238,70.0141,94.327,134.0616,65.7233
1948.75,78.3891,77.6541,69.9345,96.3678,137.1833,65.9458
1949,81.29,75.7458,86.7584,97.6744,152.9106,60.6385
1949.25,86.2588,73.6883,71.6309,99.315,141.2583,64.8273
1949.5,89.5664,70.329,74.5352,99.7296,145.995,62.4841
1949.75,91.958,66.9566,79.5748,99.3695,150.4156,60.9112
1950,92.8318,64.511,107.7426,95.6185,149.2047,66.474
1950.25,92.9848,62.2826,93.9537,96.9383,152.0384,60.9699
1950.5,93.3344,62.0059,100.1153,97.4956,150.7869,61.0318
1950.75,93.7636,62.2649,104.764,97.0767,149.7866,62.3312
1951,93.3142,65.1975,103.8099,89.7636,156.806,71.6427
1951.25,92.5641,68.4221,109.0983,94.2397,147.5338,69.6518
1951.5,92.3996,72.604,108.5767,92.9278,148.754,69.8312
1951.75,92.4016,76.7999,106.4561,91.4129,152.3269,69.6893
1952,85.129,81.0287,97.1988,94.7087,156.1603,74.2306
1952.25,76.172,84.6094,101.328,90.7857,159.6438,72.6079
1952.5,71.4181,87.0741,99.3337,93.1834,159.3642,74.0516
1952.75,67.4324,88.4219,97.874,94.2137,157.5395,74.7541
1953,70.6107,88.3141,103.1281,106.3003,162.8076,71.5861
1953.25,74.7755,88.3117,98.4413,96.1322,156.4414,74.4648
1953.5,73.5744,88.4143,100.9747,97.8216,157.8219,74.4973
1953.75,71.8587,89.0335,103.0845,101.8329,159.1787,72.6596
1954,72.3707,90.046,87.0467,101.9936,170.2205,73.9806
1954.25,73.0099,91.9795,100.2125,106.4108,166.8831,73.3764
1954.5,74.6562,94.4433,95.0844,106.007,168.3497,73.4985
1954.75,76.3266,96.5061,90.1001,104.026,167.5014,73.3383
1955,78.2254,98.3981,87.3152,112.6078,221.1895,76.4358
1955.25,80.0584,99.8081,86.1132,102.2166,182.5144,75.2398
1955.5,80.5399,101.0727,86.5011,102.7747,201.0961,76.0465
1955.75,80.5632,102.6378,87.0845,107.7747,208.0246,76.1736
1956,75.3112,104.2622,84.3006,118.9705,252.8957,70.3439
1956.25,70.1214,104.4759,86.1116,116.3118,232.2684,75.8317
1956.5,65.4177,104.5361,84.9677,119.2973,241.8712,74.562
1956.75,61.3807,103.0179,84.2473,119.1654,250.7536,72.9146
1957,61.2155,101.3413,86.2149,121.6793,297.5632,55.1894
1957.25,61.5044,96.7431,85.2518,118.5821,262.1889,67.0335
1957.5,63.8568,92.0698,86.7478,118.7135,270.6772,63.1815
1957.75,65.4493,86.7358,86.9504,120.0321,279.9035,58.6774
1958,64.2492,81.6576,89.6892,122.7872,220.4945,56.9705
1958.25,62.8738,77.837,85.7085,123.9029,304.639,55.1743
1958.5,60.9654,74.5882,86.1046,124.9293,295.4995,56.4329
1958.75,60.1729,73.1917,87.5551,124.3132,265.4798,56.927
1959,62.2375,72.3793,97.6335,92.1201,162.761,53.9548
1959.25,65.3258,72.9121,92.1108,120.2761,200.5308,55.4979
1959.5,70.6464,73.5653,94.525,113.824,183.9171,53.5017
1959.75,75.3089,74.424,96.4566,103.9982,173.219,53.242
1960,78.7378,75.1895,98.1991,55.9936,146.8557,53.6553
1960.25,81.0595,75.8347,98.0994,78.8587,145.0583,52.8169
1960.5,81.5853,76.1434,98.2434,68.7729,143.3983,53.866
1960.75,81.6521,76.1196,98.2665,60.3527,145.4838,54.6413
1961,81.0714,74.8636,92.1428,57.0849,139.1085,53.0198
1961.25,79.9343,72.6779,97.5422,53.2569,145.7675,52.8284
1961.5,78.1128,69.9604,96.0844,53.4782,143.2436,53.1597
1961.75,76.6645,66.9395,94.0666,54.5676,141.3947,53.586
1962,75.6174,64.9812,90.7728,70.247,141.1786,63.0504
1962.25,74.8862,63.4705,90.6337,59.8911,137.5792,53.6645
1962.75,76.1089,66.3552,90.1687,66.666,138.6137,56.8329
1963,79.485,68.9753,95.3229,76.0837,147.2516,70.8203
1963.25,83.4971,71.75,91.6887,73.8199,145.2672,69.5268
1963.5,87.9654,72.264,92.7921,75.1571,149.1482,73.6499
1963.75,87.6822,72.538,94.1437,76.386,149.6295,73.9696
1964,84.4348,70.2167,97.0359,66.7921,153.7181,60.928
1964.25,79.3743,67.8127,95.8563,75.3594,145.7521,66.8006
1964.5,73.3347,65.2907,96.0898,71.6701,147.2397,63.7841
1964.75,68.1836,63.0488,96.3928,68.3667,151.8077,62.4972
1965,63.4452,63.2095,101.0709,72.6743,148.4383,64.2052
1965.25,58.5233,63.6166,98.4881,66.1775,151.409,61.2649
1965.5,53.5286,65.2164,100.527,68.607,149.3819,62.6252
1965.75,54.0905,66.8232,101.648,70.8552,148.4539,63.711
1966,56.5065,68.4527,89.7999,80.9515,150.9339,67.2319
1966.25,61.351,69.543,98.5652,74.6666,145.9597,64.4504
1966.5,66.8674,69.4042,94.5978,76.9747,145.074,64.099
1966.75,71.9422,68.4733,90.7678,79.0964,147.0048,65.2236
1967,76.918,66.2035,91.7793,76.421,153.8311,72.3608
1967.25,78.2316,63.2701,91.412,81.1079,152.8137,66.8792
1967.5,78.9003,59.4871,93.2541,79.3393,152.2094,67.0445
1967.75,78.3389,56.1003,93.5856,77.784,152.026,68.8255
1968,77.6158,53.1015,85.5119,79.4174,172.8178,81.7598
1968.25,79.3318,52.1695,88.6229,76.1757,158.346,77.0054
1968.5,81.2677,52.7834,86.3239,76.7291,161.6338,80.7334
1968.75,84.4234,56.42,85.3012,77.9,167.7051,81.5209
1969,87.6423,61.7649,90.7726,84.3687,178.6262,76.2881
1969.25,89.4358,68.1838,86.9638,82.2645,176.1577,82.2919
1969.5,91.1921,75.0506,89.2669,85.6875,178.4171,80.8832
1969.75,92.1526,80.1223,91.0199,85.5979,178.061,78.0058
1970,93.1631,84.6655,88.4929,74.8176,159.5218,79.937
1970.25,95.0959,86.8612,90.1107,79.4572,177.8912,76.6259
1970.5,96.8548,88.6075,89.6766,73.6948,173.8263,77.3125
1970.75,96.7343,88.6663,89.2888,73.8149,163.9638,78.182
1971,96.5491,88.5505,85.9885,81.4736,154.9026,83.1933
1971.25,95.8814,88.5953,87.0999,77.3531,155.2564,79.8587
1971.5,95.3221,88.5892,85.1682,80.0096,152.6704,80.8187
1971.75,95.3689,87.2458,84.6657,80.8614,154.7289,82.7356
1972,95.5451,85.6285,88.1831,71.4203,145.8872,75.1104
1972.25,96.2906,81.7158,87.9705,77.2023,154.5929,81.7474
1972.5,97.1244,77.5722,89.1478,73.2334,153.3465,79.5809
1972.75,98.2736,72.3278,88.7637,72.0305,150.7034,77.0071
1973,98.6996,67.1556,92.8257,67.8763,144.0475,75.2295
1973.25,96.9814,62.2116,88.3392,74.0218,144.4954,73.916
1973.5,96.8757,57.9214,89.248,75.3812,144.0823,72.5405
1973.75,100.802,55.1065,90.8046,72.1533,144.0022,73.519
1974,103.4089,52.9087,101.0461,45.4164,151.3776,77.8693
1974.25,103.202,51.7443,95.1058,60.7673,146.2059,75.9795
1974.5,102.0448,51.155,97.5744,54.5087,148.1712,76.3021
1974.75,99.1438,51.2957,99.6306,49.9961,149.9568,77.5018
1975,97.243,51.971,106.265,34.9352,155.1829,66.2061
1975.25,96.9323,53.165,102.407,40.7297,152.0819,77.5974
1975.5,97.7527,53.46,103.9525,37.1941,152.7434,75.9174
1975.75,100.1371,53.0886,105.2954,35.1109,153.6485,71.117
1976,101.7217,52.0364,110.1646,36.2126,160.1477,59.9805
1976.25,102.341,50.603,106.2976,36.6719,156.935,61.3889
1976.5,100.5416,49.0091,106.1303,37.1415,155.7579,57.811
1976.75,96.1908,47.349,107.1026,36.6015,157.2111,57.3783
1977,92.0777,46.8812,128.2332,33.05,163.4815,57.5655
1977.25,88.184,46.7602,115.3764,35.9187,164.6808,62.9182
1977.5,85.8897,48.5677,121.2991,35.041,170.7967,60.5382
1978,85.4586,55.743,115.2617,39.5002,161.7022,54.6995
1978.25,87.1423,61.0336,128.0863,32.3484,159.8411,58.3697
1978.5,91.6667,69.5799,125.2311,33.9381,160.0403,57.539
1978.75,97.9275,78.1426,120.0811,36.153,161.7292,55.793
1979,101.8091,85.1846,114.1595,54.0813,159.8214,57.9309
1979.25,104.4325,91.4667,113.0618,43.0586,161.7142,54.7678
1979.5,105.3873,91.5218,112.8049,46.131,161.4294,54.7537
1979.75,105.5841,90.2624,113.4704,49.1494,160.489,55.53
1980,105.9943,82.8306,111.7861,71.9426,148.7954,63.9783
1980.25,106.4871,74.7522,114.4557,59.1071,161.9554,59.5368
1980.5,105.5907,64.653,114.0878,64.7157,162.3181,60.3237
1980.75,104.2427,55.5356,112.9082,70.0566,158.5241,61.9387
1981,105.5689,48.6113,113.3724,75.8216,145.724,66.5348
1981.25,107.6141,43.3558,111.6549,73.6515,146.1002,63.6053
1981.5,108.6257,40.8698,112.7311,74.1662,144.7157,64.2188
1981.75,109.4129,39.6323,113.9435,74.7793,144.5134,66.1618
1982,108.0042,39.9658,101.2279,82.7383,166.4315,67.9711
1982.25,106.2234,40.6384,111.1988,76.9526,149.7239,65.989
1982.5,105.8601,41.6373,107.8256,78.3589,155.3333,66.1877
1982.75,105.6745,42.7536,104.0815,80.1276,162.1322,67.6378
1983,104.2726,43.9563,114.2155,91.3915,156.6824,58.3832
1983.25,102.7679,44.91,100.9397,84.8638,163.7378,64.9836
1983.5,102.1466,45.7256,107.6789,86.1198,159.9264,61.869
1983.75,101.5663,46.6625,113.5956,88.1857,158.4992,60.5193
1984,100.6949,47.6489,104.4036,82.2752,153.3883,61.5532
1984.25,99.8141,48.9152,110.9703,92.8893,153.6291,57.64
1984.5,98.6638,50.2619,107.3958,92.4816,150.6614,59.7299
1984.75,97.3866,51.777,105.4832,88.8211,150.1883,61.6817
1985,93.9714,53.3233,105.6673,72.712,146.4618,56.5827
1985.25,90.4558,55.3144,103.5456,76.6161,156.3336,59.8084
1985.5,85.9193,57.3492,103.5763,71.5805,155.0444,57.8325
1985.75,81.8846,58.6279,104.4596,70.9351,148.4321,56.5403
1986,81.4265,59.8551,109.0529,91.3055,150.6203,58.3499
1986.25,80.6267,60.3493,106.4006,78.5446,148.016,56.5426
1986.5,77.9865,60.7168,106.8003,86.1014,150.9982,56.7126
1986.75,74.8625,60.0692,107.7809,89.3825,151.9275,57.3802
1987,69.6762,59.5206,108.191,92.6377,154.505,58.0867
1987.25,65.6962,59.43,110.0627,91.601,149.2481,58.4083
1987.5,65.9072,59.7313,110.3148,91.53,148.0918,56.9646
1987.75,67.0684,61.2426,109.7798,92.0416,148.8243,56.3247
1988,70.9763,62.7933,96.5211,76.338,175.4933,56.186
1988.25,73.9074,64.4312,105.721,90.7172,164.9347,57.9037
1988.5,74.4525,65.6832,102.6664,88.6094,168.7163,56.7393
1988.75,75.211,66.3006,99.4382,82.4128,171.9769,56.0339
1989,76.4146,66.6673,97.652,70.4283,164.9971,59.8601
1989.25,79.332,66.7211,94.5259,73.8837,174.5531,56.7235
1989.5,85.3294,67.2032,93.7995,71.6127,169.6907,57.166
1989.75,90.0015,68.094,94.5368,70.9461,167.088,57.8362
1990,92.6092,69.342,111.424,74.2986,171.0489,67.368
1990.25,93.3435,70.8503,103.4809,70.6928,163.6313,62.4043
1990.5,91.5378,72.8641,110.9461,71.2836,165.3342,64.1313
1990.75,89.8422,75.1556,115.2124,73.0512,168.8526,65.3106
1991,88.277,78.6996,93.6495,70.1799,178.5613,86.194
1991.25,87.8714,82.7495,105.6857,74.1694,173.2585,72.1019
1991.5,88.6657,86.8193,100.5177,73.4575,175.5133,80.0198
1991.75,88.8489,90.8946,96.6594,71.5704,176.372,87.4939
1992,88.4792,93.2964,84.9985,66.7361,174.2469,58.7043
1992.25,88.0661,95.3932,91.4599,69.5699,177.2776,73.2692
1992.5,87.6186,95.2551,90.5602,68.9687,175.2287,65.0536
1992.75,86.6672,94.9032,88.8809,68.3783,174.075,61.3666
1993,85.3685,91.5699,55.28,56.3929,160.1269,59.2172
1993.25,83.134,88.1165,78.6809,64.0559,172.9058,57.0242
1993.5,80.3392,83.4765,70.7996,61.1278,169.056,57.0573
1993.75,78.5379,78.8627,62.643,58.0055,165.3554,58.1829
1994,77.2509,74.455,41.4399,54.4327,106.0739,62.009
1994.25,79.3035,70.493,49.2354,55.7145,146.372,62.0649
1994.5,82.8398,68.5629,44.9425,55.7539,137.2603,64.2612
1994.75,87.4099,67.2001,42.4695,56.1389,120.3828,62.6667
1995,92.3705,67.569,38.1203,56.8182,86.4669,64.5222
1995.25,96.0096,68.0208,40.8416,51.962,97.4287,62.8421
1995.5,99.23,68.6536,40.2256,51.9382,88.3741,63.7241
1995.75,99.6869,69.4298,39.259,52.5667,86.997,63.9954
1996,99.422,70.4397,38.1125,74.7041,89.7569,66.8842
1996.25,96.7781,71.2814,37.2548,61.7252,86.8604,65.9661
1996.5,93.6345,71.915,37.1591,66.1989,88.3801,65.575
1996.75,93.3519,72.6882,37.5623,70.6267,91.2664,65.5481
1997,93.5354,73.5933,42.7991,89.9817,94.4482,69.3872
1997.25,92.2148,75.1543,38.9961,78.7845,86.6604,68.9452
1997.5,90.7147,77.1887,40.491,83.7702,84.7477,70.335
1997.75,89.3334,79.7113,42.1597,88.491,86.5354,70.146
1998,87.9614,82.4994,38.0964,93.8665,109.4662,70.5881
1998.25,86.9947,84.3148,41.6923,91.3548,99.1528,70.2783
1998.5,86.0448,85.7413,39.9817,91.9616,102.7241,72.6791
1998.75,85.6357,84.5802,38.673,92.679,106.1676,72.8618
1999,85.2618,82.6945,40.053,90.991,101.393,64.4026
1999.25,86.0241,79.4781,38.2323,94.6524,111.2132,69.2512
1999.5,86.6195,76.0232,38.8018,94.218,108.7547,68.5834
1999.75,84.6388,72.9292,39.4609,93.2327,104.7194,66.8615
2000,82.8106,69.8688,41.0573,85.7413,97.7317,65.8405
2000.25,82.4454,69.7907,40.5501,88.9549,99.8567,62.9185
2000.5,82.0319,69.8217,40.9099,87.281,99.6056,62.7025
2000.75,81.2879,70.9029,41.0917,86.1413,98.1948,64.0682
2001,80.1921,71.9094,37.618,76.8878,99.9051,74.2734
2001.25,77.2666,72.3441,40.5742,84.2026,97.5676,67.4754
2001.5,74.1402,72.4961,39.6041,81.4133,97.4495,69.2016
2001.75,70.1834,71.3785,38.5313,78.9905,97.8477,71.8303
2002,66.7101,70.1794,35.9467,71.4162,100.8284,74.8967
2002.25,64.8708,68.7348,36.9773,75.4173,100.1157,75.5262
2002.5,63.2695,67.6918,36.5322,74.3843,99.631,76.298
2002.75,62.3394,67.5192,36.2746,72.9964,99.5739,77.297
2003,62.9,67.4175,37.7364,72.211,89.8958,73.7745
2003.25,67.018,67.4301,35.9515,71.786,100.5119,71.127
2003.5,71.3387,67.3387,36.3451,72.9694,99.3593,71.5293
2003.75,76.0735,67.1199,37.0046,72.8004,95.6308,73.1447
2004,79.539,66.7615,43.1376,66.8153,92.5332,69.404
2004.25,80.7701,66.2723,38.5484,69.4269,86.5027,72.9369
2004.5,81.8074,66.2657,39.6169,66.1614,87.4097,71.2324
2004.75,82.5489,66.6041,41.1496,66.2537,89.7501,69.6112
2005,83.4156,67.2786,49.8494,73.9464,101.3222,72.4853
2005.25,84.4489,68.1342,45.3717,68.0624,95.6143,71.3491
2005.5,84.2227,68.9164,47.4449,69.3575,100.1468,73.0261
2005.75,82.5345,69.6695,49.1107,71.6216,100.5457,73.6798
2006,82.0479,70.0115,47.5299,89.7969,106.6158,77.8196
2006.25,82.7812,70.2398,49.3183,77.2906,102.2667,71.0491
2006.5,85.7493,70.5052,47.9408,80.779,103.3758,71.5775
2006.75,90.7012,70.7771,46.7606,85.478,105.4202,74.4874
2007,92.5704,71.838,54.5203,92.3792,93.8178,70.8078
2007.25,92.0492,72.9704,50.417,92.1735,105.3683,78.1498
2007.5,91.4797,74.9626,53.0775,93.8438,102.9579,76.6028
2007.75,90.8776,76.9238,54.525,93.0233,99.699,73.8056
2008,89.9855,78.0383,51.2827,92.629,89.4169,56.6309
2008.25,88.9232,78.9333,53.4956,92.1928,90.893,66.5279
2008.5,89.0149,78.1785,52.4769,92.1721,89.6809,61.4981
2008.75,89.6912,77.3789,51.9224,92.4794,89.4479,57.8947
2009,89.8829,76.3818,47.5751,95.1683,83.8302,56.4865
2009.25,89.8641,75.5963,50.4351,92.5348,88.6637,55.3378
2009.5,90.0637,75.4421,49.4242,93.0951,87.658,55.743
2009.75,90.3439,75.3829,48.4108,94.4556,85.4508,56.0878
2010,97.6704,75.5272,52.9233,94.896,88.9603,57.2267
2010.25,107.171,75.8027,47.5863,95.2517,83.6528,56.9472
2010.5,120.9503,76.2881,48.6667,95.0745,83.8095,56.9646
2010.75,135.8147,76.5404,50.6145,94.6961,84.8968,56.6306
2011,145.4177,76.5095,57.3191,94.9105,106.55,68.9252
2011.25,153.9521,75.5602,54.8656,95.4478,93.1139,60.2785
2011.5,150.36,73.7573,55.8627,95.9217,96.1765,64.9175
2011.75,144.87,70.7588,56.5702,96.3587,100.9224,67.0157
2012,133.0141,66.9127,62.0031,86.054,106.6662,73.3414
2012.25,120.4365,63.1929,58.1816,92.7867,110.071,70.5859
2012.5,111.8986,59.5405,59.1829,90.8703,110.6794,71.7985
2012.75,103.6571,57.6011,60.5102,89.008,108.7705,72.4897
2013,97.9653,56.3318,59.3689,78.7068,95.6645,82.543
2013.25,92.358,56.3829,62.5409,82.9085,101.0418,75.9347
2013.5,86.425,56.7943,61.956,80.6631,97.4736,81.1054
2013.75,80.5722,58.6788,60.6581,78.5089,95.9209,83.2841
2014,77.3736,60.8184,57.5611,82.6631,92.8994,87.9569
2014.25,74.4259,63.9485,58.7575,78.9996,95.5549,82.6135
2014.5,75.0494,67.1656,58.2299,79.7393,93.9029,84.0834
2014.75,76.0343,70.5611,57.6287,80.5856,93.5407,86.1764
2015,80.3043,73.8595,64.7705,87.4897,92.7373,87.9877
2015.25,84.6539,75.3717,58.5351,84.6472,91.4224,88.9414
2015.5,89.524,76.609,60.7144,86.0426,91.5224,89.1337
2015.75,93.3967,75.8235,63.3475,87.2195,93.1919,89.0507
2016,92.2632,74.6225,56.7826,85.5689,86.1042,83.1734
2016.25,90.8125,71.609,64.5579,87.7469,90.5049,84.8952
2016.5,88.0962,68.3,62.8043,87.9651,87.7529,83.2854
2016.75,85.4848,64.1195,59.9618,87.5151,87.0405,82.9073
2017.5,83.0456,54.6323,53.825,87.3725,82.7156,85.6106
2017.75,84.7007,53.4528,52.2138,89.6897,81.6018,86.9444
2018,87.4607,52.8806,45.7683,91.9961,83.1853,82.926
2018.25,88.7078,53.0399,45.0644,93.3827,82.17,88.0561
2018.5,86.9958,52.823,41.2001,93.3385,82.1811,83.9965
2018.75,85.3591,52.2593,41.2691,92.8557,82.4156,81.545
2019,83.8491,51.3353,72.914,90.9945,82.9271,89.0301
2019.25,82.5688,50.1582,53.3335,91.1543,85.3719,85.4298
2019.5,81.623,50.2271,61.8811,90.3245,84.7609,85.8421
2019.75,79.9406,50.9549,69.1113,90.4144,83.4926,86.3959
2020,77.3271,53.3124,69.7043,93.1996,92.1842,98.1055
2020.25,74.5573,56.3007,73.4831,92.3566,84.2035,91.1744
2020.5,71.6156,58.5752,73.2036,94.0387,88.3626,94.6907
2020.75,68.1538,60.6575,72.0387,93.8966,89.1657,97.373
2021,64.1935,59.6106,56.0651,89.0696,104.8853,90.154
2021.25,64.4534,58.0312,66.0119,92.0862,95.9241,97.3507
2021.5,68.235,54.391,61.509,90.8837,99.0004,95.3872
2021.75,74.3009,50.5748,57.9351,89.958,102.252,92.0026
2022,82.024,47.6486,61.0937,83.2974,97.6372,89.8947
2022.25,87.9715,44.8969,55.8849,87.0062,104.5605,89.1291
2022.5,92.8027,44.961,57.0752,84.866,101.86,89.55
2022.75,97.4255,45.3532,59.1057,84.0815,98.3967,90.8639
2023,101.9352,48.111,62.457,76.7588,99.3871,93.988
2023.25,100.3411,50.8871,62.235,82.4187,98.2925,88.8434
2023.5,95.9133,53.742,62.736,81.3715,97.6413,89.7096
2023.75,88.8659,56.5887,62.7356,78.9651,97.6032,91.6687
2024,80.7867,59.4119,67.0262,71.848,100.3382,91.1365
2024.25,76.0626,61.9644,62.2422,75.5461,100.8031,96.5207
2024.5,72.4458,63.9476,62.9624,74.346,100.3164,98.7892
2024.75,71.3782,65.7635,64.5519,73.1894,100.2545,95.9672
2025,71.0032,67.3166,81.2556,69.057,101.1321,90.1546
2025.25,72.0075,68.4541,70.0893,70.0367,100.3258,87.5113
2025.5,73.313,69.0957,73.401,68.7055,101.0486,86.8293
2025.75,73.3606,69.8589,76.8114,68.3092,101.0115,88.375
2026,73.1952,70.7331,87.8791,79.835,113.3889,95.373
2026.25,74.2638,72.5824,85.3763,71.5458,102.6313,92.5636
2026.5,75.4854,75.1106,88.6927,74.3912,105.7761,92.9556
2026.75,75.9922,77.723,89.9355,77.666,107.9579,93.7418
2027,76.4405,80.3794,63.9705,86.0349,124.5981,95.6412
2027.25,75.2207,82.4594,82.5072,80.9463,119.2221,96.4402
2027.5,73.9289,84.3187,75.2433,82.5128,125.4807,96.3783
2027.75,73.2606,85.417,68.6002,84.4251,130.369,95.9176
2028,72.7862,86.313,62.9907,86.6565,109.4217,91.2079
2028.25,78.9957,86.6245,61.8451,87.4639,113.8047,94.9725
2028.5,85.1989,86.8383,61.8114,87.7209,109.453,97.1026
2028.75,91.3077,86.4884,62.5029,87.4336,109.2044,94.4887
2029,97.0973,86.0918,67.0155,91.698,104.8789,97.7764
2029.25,99.898,82.918,63.5658,85.7073,108.9963,92.4611
2029.5,102.8031,79.5561,64.4762,87.3451,107.7841,95.8122
2029.75,106.4006,73.5379,65.7279,89.6404,106.2854,97.6296
2030,109.9878,67.5201,67.451,94.1127,102.9077,100.8171
2030.25,113.5232,61.5053,67.4688,93.7153,104.132,98.3253
