DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-49
1052,109.7203,76.5585,49.0092,60.40753255
1052.25,108.8453,74.6376,48.922,60.44417569
1052.5,107.8784,72.9171,48.6806,61.28733124
1052.75,107.0535,72.8022,48.5213,60.56374531
1053,106.3473,73.4711,46.7923,58.55877879
1053.25,106.0279,74.7966,49.336,58.77186447
1053.5,106.0501,76.2593,48.4174,57.23979093
1053.75,106.5397,75.9742,47.521,58.06990956
1054,107.0966,75.7372,50.1018,59.57697656
1054.25,107.7243,75.998,46.3433,59.01856897
1054.5,108.4982,75.9569,47.9682,60.77325529
1054.75,109.504,75.1874,49.4727,59.1334582
1055,110.5607,75.1466,52.1523,62.2874749
1055.25,111.4246,76.0035,50.7057,59.45810192
1055.5,112.2348,76.8635,51.1303,61.51836412
1055.75,113.0117,77.7255,51.5741,61.28683205
1056,113.8769,78.2312,49.7805,59.62963091
1056.25,114.7,78.6235,52.5138,61.75440492
1056.5,115.4752,79.4073,51.3881,60.98159574
1056.75,116.3307,80.1311,50.3361,62.8341106
1057,117.1491,79.5488,45.5189,58.48939258
1057.25,117.8798,79.2911,49.1441,58.86667212
1057.5,117.6406,80.1566,47.9746,60.12661814
1057.75,116.441,80.6798,46.7912,59.00646669
1058,112.724,80.6433,43.3735,60.46668192
1058.25,108.7181,80.7216,44.3657,60.21775614
1058.5,104.7512,80.8998,43.9717,59.18366527
1058.75,102.8755,80.503,43.6006,58.35164876
1059,101.7793,79.8478,41.2392,57.11706103
1059.25,101.3984,79.3203,43.1011,58.93861313
1059.5,101.7077,78.8163,42.5499,58.74198177
1059.75,102.0635,79.7276,41.9728,59.39189457
1060,102.4438,80.8469,45.626,56.8727413
1060.25,102.7314,83.0972,40.8769,57.67820944
1060.5,103.088,84.1208,42.7191,58.57052989
1060.75,103.6878,82.4246,44.4621,58.54147781
1061,104.367,81.5467,54.9903,57.99236841
1061.25,105.0146,81.6062,46.9104,56.44753614
1061.5,105.2537,80.487,48.8862,56.7955929
1061.75,105.4782,78.6496,51.1435,56.07532752
1062,105.692,79.6609,55.5927,60.3395156
1062.25,105.9309,81.4921,58.1504,59.15705376
1062.5,106.1586,80.256,57.4968,60.44022686
1062.75,106.3724,78.8809,56.7633,60.71217843
1063,106.6636,78.4046,48.2923,58.75895315
1063.25,106.8074,78.418,54.4112,62.63447922
1063.5,106.6129,79.9635,53.1704,60.45306675
1063.75,105.6143,81.0131,51.601,58.72221005
1064,104.3252,81.311,47.5845,58.57223495
1064.25,102.9159,82.1218,45.515,60.8074216
1064.5,101.8116,83.3476,45.5069,58.76289073
1064.75,100.9148,82.865,45.7924,58.00453795
1065,100.4036,81.6775,44.8634,57.336064
1065.25,100.2367,83.4495,48.8366,59.37230193
1065.5,100.4166,85.6268,47.3605,58.32450592
1065.75,100.6143,84.3839,45.9496,59.09286515
1066,101.7435,83.6434,45.0205,61.57882893
1066.25,104.4547,85.2953,44.0888,59.27747432
1066.5,108.367,85.526,44.8411,58.34939085
1066.75,111.6762,82.856,45.3993,58.97573163
1067,112.1981,82.7007,43.0594,61.36925302
1067.25,112.1311,85.2261,44.5845,62.32685675
1067.5,111.789,84.3522,43.8761,61.5210848
1067.75,111.479,81.5604,43.2574,61.3095415
1068,111.1489,82.9598,39.7437,62.67226242
1068.25,110.8024,85.4432,42.6564,60.2970847
1068.5,111.2113,82.6421,41.3061,60.03065602
1068.75,111.888,79.9568,40.1295,60.49154998
1069,112.9164,80.6444,43.9809,61.86603379
1069.25,113.8285,80.1969,39.8903,63.42232254
1069.5,114.7523,76.5222,42.4279,62.22543375
1069.75,115.7498,74.5293,44.4175,62.16162426
1070,116.6715,74.9032,42.4198,63.71753797
1070.25,117.5554,75.5416,43.4108,62.92091006
1070.5,118.3909,76.3791,42.2574,61.42457347
1070.75,118.682,77.3043,41.4955,62.40511681
1071,118.5905,78.2627,44.9848,60.76744429
1071.25,117.9064,79.5508,43.2662,61.42111288
1071.5,117.1949,80.8123,43.7817,60.97577441
1071.75,116.4531,80.1869,44.3251,61.91778765
1072,115.782,79.3747,47.4534,63.53908419
1072.25,115.0907,77.7739,45.7069,62.24319818
1072.5,114.3486,77.0884,46.6869,63.32139971
1072.75,112.5935,78.1269,47.4705,61.38246614
1073,110.5774,78.989,47.0683,63.93844994
1073.25,108.6315,79.6761,47.5828,63.62903851
1073.5,109.1243,81.589,48.3021,64.86751672
1073.75,110.9198,84.1411,48.5739,62.36786279
1074,112.9047,84.2484,51.2373,66.11070594
1074.25,114.7795,83.7914,46.1199,65.04464656
1074.5,116.5556,83.4492,47.3562,63.06203247
1074.75,118.241,83.1367,48.8325,62.72093337
1075,118.6975,83.0093,50.9483,64.3518658
1075.25,117.3106,82.6078,52.8587,64.76915772
1075.5,114.4022,81.4949,51.4871,62.92727147
1075.75,111.5368,81.284,50.4974,64.73841075
1076,109.591,82.2523,49.1015,62.85730623
1076.25,108.158,83.138,51.1736,65.61996698
1076.5,107.0371,83.9659,50.5589,62.27531942
1076.75,106.5137,83.4036,49.904,62.860125
1077,105.9541,82.3624,45.3217,60.58019252
1077.25,105.3902,81.6707,48.2822,62.62975237
1077.5,106.2195,81.0802,47.4021,60.27577675
1077.75,107.8376,81.5686,46.4647,59.20612302
1078.25,113.4564,82.3865,44.6093,61.76880622
1078.5,115.6883,82.0102,45.4229,62.0682842
1078.75,116.1023,80.3567,45.784,62.89804023
1079,113.641,78.4225,44.7468,63.00709889
1079.25,110.7844,76.2291,43.4479,63.27657567
1079.5,110.0358,75.9177,42.7116,64.88684422
1079.75,110.3985,76.5116,42.6229,65.80312889
1080,111.3783,78.3055,44.3785,62.23331386
1080.5,112.3632,81.5932,45.935,61.83885762
1080.75,112.6347,82.7775,45.4141,63.48945313
1081,112.651,83.6064,45.4244,56.09346573
1081.25,112.651,83.8773,43.4935,59.50148493
1081.5,112.651,82.6319,43.1046,57.77880628
1081.75,112.4272,82.3631,43.3049,56.95642229
1082,112.0554,83.5094,46.6632,54.54756464
1082.25,111.3923,83.3733,47.1848,54.63962299
1082.5,110.7226,82.1776,47.7889,56.39318606
1082.75,110.0929,82.1167,47.9427,54.70138774
1083,109.7775,82.5728,43.0524,59.31837007
1083.25,109.7976,80.8901,45.5187,56.15230485
1083.5,110.0854,78.7578,44.7992,58.24893423
1083.75,110.4071,78.9305,44.0195,58.04908712
1084,110.7143,79.0013,44.5478,61.45176994
1084.25,111.002,77.501,42.4164,59.11670185
1084.5,111.3193,76.5735,42.7984,61.40988962
1084.75,111.6311,77.419,43.3759,61.80235642
1085,111.9191,77.9287,46.0047,64.01665716
1085.25,112.2258,77.8984,45.5067,61.63483529
1085.5,112.3735,78.2656,45.8253,62.41731133
1085.75,111.7276,78.9954,46.0519,62.46349439
1086,110.7815,78.7494,45.1918,64.52960592
1086.25,109.7236,78.0054,45.9506,63.56709222
1086.5,110.3987,77.7595,45.876,65.06357809
1086.75,111.4057,77.6369,45.6924,65.62224871
1087,112.7713,77.482,44.4544,61.45989935
1087.25,113.6097,77.2415,44.7192,62.6923511
1087.5,114.2516,76.0394,44.3271,61.15618004
1087.75,114.6208,75.1577,44.1232,62.07624887
1088,114.0884,75.4162,42.0074,63.12840261
1088.25,113.1569,75.8932,44.4945,62.25680336
1088.5,111.6816,76.761,43.7157,63.3319792
1088.75,110.1395,78.209,42.9054,62.00726971
1089,108.6827,80.242,44.633,63.18506378
1089.25,108.3378,81.3322,41.4588,62.04004681
1089.5,108.3221,81.886,41.8714,61.7441321
1089.75,108.5947,82.7671,42.694,62.23895793
1090,109.1437,83.7423,48.6244,61.96992253
1090.25,109.8486,83.0509,46.2888,63.03226563
1090.5,110.7694,82.2204,47.1818,64.14722054
1090.75,111.4706,81.6301,48.0012,63.60005677
1091,112.1279,80.7659,48.9157,65.12073716
1091.25,112.7787,78.7676,49.0191,63.83002199
1091.5,113.4522,77.2651,48.8114,63.57111905
1091.75,114.1468,76.752,48.7165,63.9614996
1092,114.9095,76.2328,51.4129,68.12417646
1092.25,115.5338,75.7068,49.1897,65.3084727
1092.5,116.0203,77.0919,49.6567,66.61244226
1092.75,114.6862,79.6863,50.3043,68.9608407
1093,112.8885,80.7905,48.789,68.06252514
1093.25,110.5409,81.4027,52.2296,67.49683042
1093.5,110.291,81.3464,52.3079,69.00263972
1093.75,110.7784,81.151,51.5698,69.38805628
1094,112.2573,79.1202,45.8211,64.45370403
1094.25,113.5562,77.6024,46.4239,66.58586572
1094.5,114.1419,78.5947,45.0883,67.75206415
1094.75,112.1229,78.8934,44.5174,65.20525952
1095,110.9029,77.6412,45.1357,65.9360131
1095.25,110.3039,76.6186,46.7352,66.22707922
1095.5,111.8029,75.8785,46.7039,67.76510927
1095.75,113.4535,75.46,46.3306,67.13365747
1096,115.25,75.267,47.0015,66.15811822
1096.25,115.7672,75.9058,44.258,65.8500658
1096.5,115.6684,76.8571,44.1341,66.00783683
1096.75,114.691,76.6288,44.7257,68.42823933
1097,113.6085,76.219,43.4438,67.83988906
1097.25,112.6384,75.918,48.5055,68.07138094
1097.5,112.0668,75.6588,48.211,68.05856908
1097.75,111.7492,75.6461,46.9464,67.33693832
1098,111.4808,76.2095,35.3757,68.01764376
1098.25,110.7619,78.2242,40.3838,68.02836886
1098.5,110.0164,78.9617,38.3348,67.11569113
1098.75,109.2487,77.9607,36.553,69.10463379
1099,110.198,78.0414,34.4251,64.99636478
1099.25,111.2132,78.9626,34.3218,66.46999639
1099.5,112.3122,78.0786,33.5441,65.498255
1099.75,113.3302,76.4286,33.3441,65.48531098
1100,114.7449,75.4528,37.5697,61.6434881
1100.25,117.0852,74.604,35.5052,64.69384586
1100.5,116.9283,72.3999,36.5834,62.9497159
1100.75,115.8838,70.5173,37.3813,62.07342654
1101,114.7426,71.1866,47.4593,60.79457256
1101.25,113.6743,71.661,38.1204,62.74777163
1101.5,112.6569,71.5788,39.4507,63.51482839
1101.75,111.7328,71.9119,42.0753,62.15769946
1102,110.6485,72.8716,66.7604,65.45306183
1102.25,109.3954,72.7924,53.0127,62.72310879
1102.5,107.299,71.8209,58.9237,62.67732407
1102.75,105.259,72.591,63.8606,67.53149295
1103,103.4462,74.1909,71.4604,66.90425022
1103.25,104.6095,74.7795,69.5428,64.00003052
1103.5,107.179,75.1411,72.0821,64.55372093
1103.75,111.8738,75.5635,73.2143,65.83790462
1104,113.438,75.8574,65.1601,67.15470281
1104.25,113.2328,74.9026,69.4044,66.23229307
1104.5,111.2375,74.1713,66.7345,67.58520614
1104.75,108.0055,74.1697,65.0031,66.39513939
1105,103.7151,74.176,83.1212,66.12557092
1105.25,102.0421,74.1957,66.6529,66.64241035
1105.5,101.782,75.6262,70.8088,67.24630234
1105.75,103.4502,78.395,75.9712,66.9830636
1106,105.2809,79.1535,107.0819,66.00783685
1106.25,107.086,78.8411,89.9868,68.08046383
1106.5,108.752,79.5028,96.2963,67.50640234
1106.75,110.3023,80.4207,102.1402,67.477988
1107,111.6458,78.6451,111.3838,63.2227418
1107.25,112.1091,76.8686,110.7944,66.06408548
1107.5,112.6105,77.7148,112.1473,64.07063164
1107.75,113.1366,78.0543,112.611,64.45336738
1108,113.6081,76.4835,103.6965,61.41078773
1108.25,114.1056,75.5223,110.2467,60.46761219
1108.5,114.633,75.6978,109.2797,60.43669526
1108.75,114.0692,75.1575,107.3689,61.19368739
1109,113.075,73.8672,97.0865,61.69591375
1109.25,111.4701,74.5072,100.0987,61.16925831
1109.5,110.3649,76.2926,96.6388,61.90348926
1109.75,109.4338,76.6441,95.1014,61.33023006
1110,108.602,76.5599,108.8351,62.40128282
1110.25,107.0472,78.8421,99.4592,62.76268895
1110.5,105.1064,81.179,102.5357,60.45005711
1111,103.1407,78.0847,111.0285,63.3673961
1111.25,104.4384,77.5167,111.4508,62.10989545
1111.5,105.6751,76.6717,113.053,63.91690628
1111.75,107.0336,75.2061,113.2668,60.53774294
1112,108.5892,74.5959,106.4055,63.46829308
1112.25,110.6712,75.1029,108.6481,62.67234147
1112.5,112.7476,74.453,106.0194,62.36553777
1112.75,114.4874,72.8891,104.9019,62.88647913
1113,116.0989,72.2034,107.4675,62.01471673
1113.25,117.6281,71.9241,107.5856,63.22969403
1113.5,118.9837,71.5492,108.2097,61.26084897
1113.75,119.6284,71.1517,108.2964,61.3594109
1114,119.7252,74.029,107.1169,64.51509485
1114.25,118.0409,77.0226,107.068,62.2827029
1114.5,114.9588,78.1474,107.3934,62.1349137
1114.75,110.0985,79.2421,107.4663,62.70490955
1115,108.118,80.203,103.1513,64.87502233
1115.25,108.0053,80.7083,105.6774,63.98843769
1115.5,111.1105,80.1929,102.431,63.08158633
1115.75,112.4709,80.0509,101.1647,62.4568278
1116,113.2471,80.3965,104.653,61.61273478
1116.25,114.0369,80.2465,104.6309,62.76998935
1116.5,114.8136,79.705,105.2851,64.80923032
1116.75,115.5483,79.2146,105.4023,65.12695527
1117,115.7139,78.7479,105.9314,64.87149066
1117.25,115.6961,78.2589,105.1088,63.97944232
1117.5,115.4891,77.7645,107.4918,62.56008205
1117.75,114.82,79.0416,108.1102,64.39114206
1118,114.0851,80.342,106.5309,64.0061215
1118.25,113.2978,79.9951,104.1244,64.09678921
1118.5,112.5767,79.5845,102.9016,66.0257438
1118.75,111.898,78.8907,103.3866,63.61573898
1119,111.3035,77.879,109.9399,64.69833967
1119.25,111.3781,76.1554,108.8647,65.3291468
1119.5,111.786,74.8101,109.9473,63.44230638
1119.75,112.2564,73.9587,110.4144,64.02954018
1120,111.8462,72.9347,111.9354,65.55722188
1120.25,110.7,71.7744,109.6624,65.10962438
1120.5,107.5789,72.0795,109.6834,66.17418236
1120.75,104.4994,73.0626,110.3353,64.83529768
1121,101.5325,74.6698,109.2222,64.43210812
1121.25,103.0166,76.4247,112.6809,66.34695438
1121.5,105.9232,76.9723,112.1529,65.14330161
1121.75,110.4413,77.3575,111.0857,64.29194175
1122,112.2797,76.5137,112.9851,63.57205203
1122.25,113.0315,75.725,109.8087,64.52312298
1122.5,113.4178,75.1804,113.9821,64.30183637
1122.75,113.7267,74.5419,115.4482,64.9841848
1123,113.9743,73.6928,104.8978,62.31751763
1123.25,113.9639,73.6945,109.6052,64.59323909
1123.5,113.7296,74.8071,104.9063,65.8650655
1123.75,113.242,74.9944,102.9477,64.84263557
1124,112.9799,74.4512,104.6586,53.67159877
1124.25,112.9501,74.9166,106.5084,62.84583484
1124.5,113.3235,75.8487,107.6391,58.81311066
1124.75,113.7151,75.8865,107.2288,55.81402026
1125,114.2671,75.7128,100.9077,40.35684249
1125.25,115.391,76.7627,103.0928,52.52072448
1125.5,116.7272,77.8488,102.9226,47.29760768
1125.75,118.0923,78.1231,102.2566,42.21863732
1126,118.5876,78.512,103.2279,38.04633006
1126.25,117.4204,79.4097,99.7714,38.13711644
1126.5,114.8388,79.912,98.9255,38.46857351
1126.75,110.6022,79.5287,99.8668,38.86608957
1127,108.3856,80.1207,110.2024,42.75571837
1127.25,108.7473,81.986,106.2158,36.81786278
1127.5,109.0748,82.7785,108.7029,36.71736111
1127.75,109.433,82.7239,110.1468,41.58019602
1128,109.8585,83.3535,115.3538,58.91214898
1128.25,110.0261,84.2994,110.9569,47.14058244
1128.5,109.7582,84.0168,112.6337,51.21236624
1128.75,108.344,83.4436,114.119,56.48702296
1129,106.4768,82.6836,114.1442,65.54807334
1129.25,105.0983,81.9318,115.8782,58.8650539
1129.5,107.821,81.5261,115.4813,64.12472996
1129.75,112.119,81.1602,114.919,67.04545421
1130,117.3923,80.9711,106.3238,62.31945101
1130.25,120.5177,80.8166,112.0932,63.86920145
1130.5,123.1887,80.7396,108.4154,62.80158796
1130.75,125.3961,79.973,106.3503,64.16375818
1131,124.4594,78.3061,107.9449,63.73488928
1131.25,123.2907,76.3892,107.3311,63.05856654
1131.5,122.0446,74.2749,109.634,60.79803958
1131.75,121.1262,72.6923,109.9956,63.00875907
1132,120.2874,71.3556,99.5411,62.60169148
1132.25,119.4963,70.5934,106.5002,62.81304449
1132.5,118.7075,69.9671,105.8019,62.68012722
1132.75,117.9009,69.082,103.5937,60.59928268
1133,117.0188,68.3584,93.2586,62.96225608
1133.25,116.0995,70.5138,95.9121,61.66077282
1133.5,115.1553,72.5518,92.7961,62.43160109
1133.75,114.1655,74.0684,91.7716,63.70124115
1134,113.0653,75.9763,105.8839,61.81779187
1134.25,111.8738,78.7602,95.482,64.28407183
1134.5,109.956,79.982,98.5824,64.87378572
1134.75,108.2176,79.1651,102.0289,61.40052964
1135,106.6996,78.6848,101.9738,59.93944613
1135.25,104.5713,78.4702,107.8023,61.55342448
1135.5,103.6653,77.3705,107.4534,61.3140829
1135.75,105.1459,75.8615,105.5917,60.92091789
1136,108.3236,74.6851,102.5785,63.71374055
1136.25,110.7553,73.5873,100.2926,60.84745562
1136.5,109.7181,73.1142,100.8402,61.89382565
1136.75,108.8249,72.8128,101.5925,61.16138955
1137,107.993,74.5482,101.7757,60.43280376
1137.25,107.1617,76.1058,102.6434,62.6971915
1137.5,106.5279,76.8734,101.6659,61.90757973
1137.75,106.0664,77.4432,101.3497,60.84029742
1138,106.3552,77.5701,100.7474,58.43182109
1138.25,107.524,77.1262,101.7517,61.46222152
1138.5,109.5591,75.9374,101.2271,59.42551044
1138.75,111.3546,75.2649,100.8861,58.48178106
1139,113.1628,74.9998,99.5328,59.90455489
1139.25,115.0065,75.8499,100.43,59.7414679
1139.5,116.9373,77.2156,99.9171,58.43333293
1139.75,117.9242,79.8145,99.6121,57.77565884
1140,116.7337,82.7048,108.1872,63.17894466
1140.25,115.9955,83.6029,100.7499,60.79992331
1140.5,115.6988,84.251,103.3613,59.90166995
1140.75,116.5381,83.1573,105.8433,61.21932498
1141,117.442,81.7858,108.131,62.61331065
1141.25,118.359,79.1811,109.1307,62.16091973
1141.75,119.8973,76.1171,108.2567,64.04169659
1142,120.7206,75.4513,109.4314,63.03353377
1142.25,120.8113,75.1834,108.2312,63.03217544
1142.5,120.6138,74.9342,108.566,63.98833879
1142.75,120.0763,74.7004,108.9654,62.63309579
1143,121.8104,75.1532,109.0561,63.61626428
1143.25,124.4406,75.9572,108.9314,63.55684255
1143.5,128.2625,76.154,107.4439,64.15663905
1143.75,127.4217,76.1772,107.4784,64.45074404
1144,125.2859,77.2497,109.5611,61.4954979
1144.25,122.5783,78.4356,110.7064,64.69914814
1144.5,123.4049,78.3935,112.4297,65.52793324
1144.75,125.3261,78.3467,112.0457,63.96255545
1145,125.4674,78.2677,116.9559,50.78566481
1145.25,125.6191,78.3497,109.1262,59.31889964
1145.5,125.7082,78.9382,110.7174,55.47067156
1145.75,124.7539,79.0276,113.3341,53.11020834
1146,123.3344,78.2195,114.6616,53.09229018
1146.25,121.4726,77.9051,118.3042,51.21706979
1146.5,120.0096,78.1397,117.4427,51.65257801
1146.75,118.6534,77.7521,116.2242,51.65521876
1147,117.4271,76.931,114.5995,57.96253509
1147.25,117.0526,76.6063,113.5942,53.46259295
1147.5,116.7272,76.489,113.0001,53.67112403
1147.75,116.2167,76.6708,113.3517,58.480438
1148,115.8378,76.9178,112.2899,62.5514358
1148.25,115.6037,77.5759,114.9828,58.44009747
1148.5,115.7493,78.2457,114.5539,60.17801044
1148.75,115.798,78.634,113.6453,60.69507494
1149,115.798,79.1452,113.2747,63.62980049
1149.25,115.798,80.2593,111.6517,63.10450131
1149.5,115.798,80.9285,111.6763,61.51232415
1149.75,115.7992,80.4824,112.2321,60.00058507
1150,115.8724,80.6532,117.4026,65.61807957
1150.25,116.0239,81.7449,114.22,62.87349424
1150.5,116.2648,81.4873,115.0769,66.33756336
1150.75,118.5985,79.9698,116.1448,65.45377564
1151,120.9357,78.8231,117.3875,66.29605285
1151.25,122.9578,77.8912,118.2371,68.15450921
1151.5,121.5314,77.7241,118.6936,67.50842337
1151.75,119.559,77.8133,118.3811,67.16097867
1152,118.176,78.2831,117.0054,65.05895979
1152.25,117.0914,78.8123,116.9011,67.37156667
1152.5,116.336,79.3272,116.8601,67.41480061
1152.75,116.6194,79.6863,116.8983,64.27295712
1153,117.0993,78.5959,115.6619,62.5301798
1153.25,117.7043,78.0627,117.5981,65.17605181
1153.5,118.3743,79.5894,118.6102,62.35918242
1153.75,118.4741,80.8037,117.8813,65.09801659
1154,118.0506,81.3805,113.9772,62.76795743
1154.25,115.9233,81.8842,113.5243,63.56213322
1154.5,113.4336,82.2968,111.4562,62.85456267
1154.75,110.5158,82.7087,111.7308,62.39731922
1155,108.6225,83.12,115.3592,59.01245106
1155.25,107.3404,82.5087,115.7466,62.33376618
1155.5,107.0252,81.4089,117.118,61.97226626
1155.75,106.7129,81.951,116.8973,59.81544707
1156,106.3129,82.9224,127.5482,63.63879129
1156.25,105.6062,81.8437,116.5132,60.58817702
1156.5,105.24,80.6177,119.8757,60.70831202
1156.75,105.5469,81.6982,123.575,62.19574786
1157,109.4165,82.5272,123.096,65.97583288
1157.25,113.5238,81.8202,128.864,62.88746505
1157.5,117.7002,81.25,128.0366,63.24918505
1157.75,117.8649,81.0759,126.0356,64.09305628
1158,117.8301,79.563,124.0279,63.79803921
1158.25,117.5759,75.7958,122.1774,64.96470338
1158.5,117.0334,71.6814,122.8611,63.68708948
1158.75,116.2585,67.2034,123.4728,64.64057248
1159,115.1375,63.5607,128.4683,64.00457673
1159.25,113.9477,60.4643,124.2308,66.13068696
1159.5,113.3321,61.0543,124.1592,64.07740425
1159.75,114.2451,63.0741,125.6934,63.20984417
1160,115.109,67.0639,112.4242,64.70172672
1160.25,115.2406,71.4388,127.9409,63.00237914
1160.5,112.0945,74.589,124.8837,63.28621923
1160.75,110.43,77.7071,119.5272,61.95666309
1161,109.6002,81.2192,80.3233,63.61058248
1161.25,108.3323,84.1233,103.8315,64.39557045
1161.5,105.7066,84.3383,94.1169,62.9508602
1161.75,101.8776,84.3672,86.4542,63.30538679
1162,101.2551,83.9627,103.2949,64.62845811
1162.25,101.3982,82.8722,79.9563,62.95720369
1162.5,102.4684,80.8198,83.8556,62.70735235
1162.75,103.5274,79.4732,92.013,62.24677418
1163,104.5875,78.7466,134.3629,69.35319443
1163.25,105.6527,78.1165,114.3514,64.5576533
1163.5,106.2102,77.5388,125.2439,65.48814098
1163.75,106.6116,77.399,131.4819,66.3434349
1164,106.964,77.3942,139.921,69.54485829
1164.25,106.2388,77.7318,137.1114,69.87819347
1164.5,105.1671,78.1159,139.7652,68.56489238
1164.75,105.0861,78.3223,140.5171,69.21244902
1165,106.932,78.5444,132.5343,67.31999165
1165.25,110.0941,78.8958,138.5509,67.34581357
1165.5,111.7041,79.169,136.6368,69.48247044
1165.75,112.6285,79.1779,134.621,67.3027835
1166,112.8249,79.9786,119.6823,64.85205734
1166.25,112.1493,82.2888,129.48,69.38189561
1166.5,111.4433,82.2944,125.7576,67.77023773
1166.75,110.7844,79.5957,122.5454,66.71295823
1167,110.1485,77.7023,116.445,65.61068743
1167.25,109.971,76.4016,117.4581,66.57104298
1167.5,110.9228,74.9845,115.6672,65.68926126
1167.75,112.7648,73.5157,115.5075,64.30370915
1168,114.2748,75.7866,111.0719,62.91926981
1168.25,112.9738,78.9461,115.9482,65.32230932
1168.5,109.3486,80.9242,114.4952,63.9898971
1168.75,104.6674,82.7441,112.8478,64.13349163
1169,102.6864,83.0974,118.3339,63.37569888
1169.25,102.8135,83.3132,112.4947,63.0539148
1169.5,104.7439,82.7846,116.0129,64.53692297
1169.75,106.4644,81.8853,117.7513,63.57316524
1170,107.3656,79.9934,128.3885,62.50452524
1170.25,107.2261,78.4454,120.0003,63.3601785
1170.5,107.383,77.4401,122.3643,63.59327191
1170.75,108.3326,77.2908,125.2197,61.66445462
1171,110.7455,77.9843,133.7952,63.15558175
1171.25,112.6633,79.5766,130.2646,61.46555553
1171.5,113.9091,81.7203,131.3232,61.85500254
1171.75,113.4554,83.1123,132.5169,62.39729432
1172,113.0413,84.2343,132.7375,62.23782924
1172.25,112.7956,83.1933,134.0769,63.01710091
1172.5,113.458,81.7758,133.7395,64.11715666
1172.75,114.2148,82.109,133.277,62.96376689
1173,114.9785,82.3508,125.7796,63.61643912
1173.25,114.4635,80.7878,131.5737,64.11495346
1173.5,113.9187,79.6233,130.029,63.84176216
1173.75,113.3435,80.2195,128.039,64.43303802
1174,112.8275,80.292,136.2441,64.20406044
1174.25,112.2528,79.0971,125.6616,64.89452915
1174.5,111.583,79.0557,126.8269,63.67981636
1174.75,110.858,80.7433,130.7242,62.02392344
1175,110.0125,81.2882,130.1022,56.77355126
1175.25,108.9037,80.7262,137.4896,60.71088189
1175.5,107.9185,80.6539,136.2198,59.82585641
1175.75,107.1364,80.8869,133.5648,57.49108963
1176,107.0134,79.0878,123.5852,62.13108878
1176.25,106.9064,76.5124,127.1277,58.11366682
1176.5,106.9667,72.7167,124.4354,57.58404744
1176.75,108.4994,68.6736,123.5056,58.48803871
1177,111.0962,64.5041,133.4068,62.38623279
1177.25,114.5781,60.2494,127.1096,59.18648451
1177.5,117.3403,54.438,132.5889,60.97361922
1177.75,119.1852,49.7755,134.1105,62.44873927
1178,119.8961,51.3817,140.1005,63.82083543
1178.25,116.4293,53.768,133.7619,64.71224918
1178.5,112.9762,58.3433,134.7069,63.99844465
1178.75,110.4219,63.6498,137.0247,62.64586746
1179,110.5022,70.1987,143.4094,63.50791155
1179.25,111.2451,75.1986,140.9379,64.48550084
1179.5,111.9983,78.5092,140.551,63.74868579
1179.75,112.7761,79.5596,141.593,63.41270538
1180,113.5659,79.0142,145.6989,60.57820191
1180.25,114.3648,79.7784,145.2206,60.68131317
1180.5,115.0615,81.1201,147.029,63.4678899
1180.75,115.6444,80.458,146.8837,62.41409278
1181,115.3879,79.3006,154.1427,60.98328121
1181.25,114.1548,79.3159,145.7794,61.31432443
1181.5,111.9552,79.4357,146.5267,61.69122806
1181.75,110.2499,78.8804,149.701,60.56624565
1182,109.1816,78.6668,149.3875,62.73814946
1182.25,109.0192,80.8396,155.7283,63.22379056
1182.5,109.2374,82.1441,155.8364,61.82935842
1182.75,109.5912,80.5914,153.2917,62.88563063
1183,110.1063,79.3055,149.6054,61.4465546
1183.25,110.9075,78.5355,147.909,65.53046737
1183.5,111.9099,77.9214,147.6617,65.74238768
1183.75,113.3317,77.4988,148.3887,62.19798912
1184,115.3097,79.062,140.6154,59.24700685
1184.25,117.0081,82.208,148.143,60.57312036
1184.5,113.8874,84.0019,145.346,60.14550387
1184.75,109.4536,85.1126,142.8953,57.94794408
1185,104.0178,82.96,123.3466,62.1451186
1185.25,104.9047,79.8444,138.784,62.63330379
1185.5,106.028,77.0967,137.1718,59.77771224
1185.75,107.4318,74.3993,131.292,62.49983216
1186,108.9851,74.9023,96.2834,63.00743334
1186.25,110.8979,75.5221,114.7466,63.82923359
1186.5,113.4277,76.8727,105.8327,60.49923429
1186.75,116.07,78.5495,100.2639,63.31441986
1187,117.985,81.5034,107.8568,62.31942331
1187.25,117.745,83.5852,96.1389,61.02152116
1187.5,117.0861,83.7369,97.7981,61.97776484
1187.75,116.1111,84.0594,102.191,61.73977308
1188,114.3765,84.6187,115.6167,62.97421743
1188.25,113.1342,83.3463,112.6493,62.16519183
1188.5,112.3401,80.4288,117.0389,63.54630676
1188.75,113.6135,78.9872,117.2759,62.89129155
1189,115.2739,78.3951,112.376,61.45985005
1189.25,117.3044,77.9528,114.7246,62.65121469
1189.5,119.8299,77.5624,114.1796,62.35228274
1189.75,122.4993,77.899,113.343,64.63086236
1190,125.3456,78.3635,115.2862,64.28399106
1190.25,126.3507,77.3035,112.7143,62.9097066
1190.5,126.4356,76.3515,113.6313,62.64041569
1190.75,125.1447,77.8756,114.4749,63.37814451
1191,123.2779,79.1639,115.6822,63.4300171
1191.25,121.4897,79.3304,115.8429,60.60976345
