DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-49
2048.5,122.0317,61.4725,112.6541,96.59536782
2048.75,122.5985,62.5584,113.0044,95.83237952
2049,119.4579,63.4147,106.8168,70.60993351
2049.25,112.9987,64.2455,110.8262,79.56261455
2049.5,106.2706,65.4551,109.1075,70.85756558
2049.75,103.6108,66.6325,107.9385,69.51530174
2050,102.5463,66.8456,108.3682,54.94699326
2050.25,103.6292,66.9201,105.8225,71.74812109
2050.5,103.9495,65.9213,105.4456,70.50895388
2050.75,104.0004,64.8725,106.7181,61.5391776
2051,104.114,63.6042,113.4489,73.72825002
2051.25,104.1768,62.5844,111.0189,53.07117797
2051.5,104.1482,62.2824,113.1631,56.17639015
2051.75,103.9866,62.0688,113.9763,66.56127851
2052,103.7589,62.0356,103.0377,81.23938232
2052.25,103.6237,62.3453,109.427,77.54280077
2052.5,103.471,63.1699,106.0418,79.99110706
2052.75,103.2701,64.7443,104.3024,79.35524867
2053,102.9007,67.1607,96.6393,109.1921186
2053.25,102.4187,69.8571,102.9901,87.00231371
2053.5,101.991,72.7897,102.0013,94.07057128
2053.75,101.5873,74.164,98.6182,102.5384759
2054,101.2492,74.5577,112.4001,99.20176953
2054.25,100.1759,73.2459,98.2027,112.0469398
2054.5,98.4517,71.1503,100.965,106.6270225
2054.75,96.5013,69.2986,106.7273,101.3196742
2055,94.8622,67.5253,130.6378,103.6834419
2055.25,95.2087,67.1128,117.8506,96.40209142
2055.5,96.025,66.9834,123.0572,97.14858941
2055.75,97.389,67.1693,127.663,97.24189804
2056,99.1869,67.3905,127.1846,127.4768574
2056.25,100.9123,67.4092,129.6285,111.1365902
2056.5,100.4101,67.4864,128.6774,116.8304068
2056.75,99.1503,69.0414,127.8672,126.3512193
2057,96.7202,70.6452,125.1629,119.6275046
2057.25,96.2495,72.6318,126.8088,128.4651844
2057.5,96.6654,74.2984,126.4717,123.1389181
2057.75,101.3966,74.5518,126.227,121.885111
2058,105.4203,74.0763,107.7319,113.7290012
2058.25,107.9697,71.4813,122.1594,122.606863
2058.5,108.3468,68.8538,118.6283,121.4118655
2058.75,107.4737,66.159,113.8584,116.5427248
2059,107.4609,64.69,83.3747,86.77959906
2059.25,107.8138,65.0706,98.4453,114.6980817
2059.5,109.0867,65.664,90.5508,109.9647502
2059.75,110.178,66.4974,85.8743,98.92477905
2060,111.1301,66.8944,93.561,57.00606722
2060.25,111.5755,66.9215,85.8678,69.83952847
2060.75,110.3634,65.4852,91.2252,56.86075591
2061,110.5987,65.6949,97.9336,51.70507846
2061.25,112.3633,66.4159,94.8996,57.6773037
2061.5,115.0278,69.025,96.0529,54.71672939
2061.75,117.692,72.2455,96.7911,48.82632289
2062,118.2543,75.5114,102.8802,75.98191223
2062.25,119.0499,78.7867,99.9751,55.13832434
2062.5,120.2074,80.5474,101.6043,63.024238
2062.75,120.9295,82.136,102.3233,71.53549357
2063,121.4538,82.3257,97.9999,77.99268206
2063.25,120.399,82.5047,103.0819,78.53464567
2063.5,118.7377,83.4717,102.4939,83.17653748
2063.75,115.5782,84.6061,100.1902,86.09082589
2064,112.7406,87.0662,94.7306,53.19112163
2064.25,110.1411,89.3972,96.0546,73.03736159
2064.5,109.4283,91.1539,94.7156,65.28320617
2064.75,109.0151,92.267,94.6745,59.039512
2065,108.6949,91.4977,99.9787,42.21203758
2065.25,108.3642,90.7828,94.9934,52.46871915
2065.5,108.0212,90.1804,95.9569,55.84004554
2065.75,108.4154,90.2427,98.3976,49.98709638
2066,109.1295,91.3129,95.3728,48.2755913
2066.25,111.3392,92.5231,99.7613,43.81186218
2066.5,113.6138,93.8919,98.8455,44.62895623
2066.75,116.0095,94.2985,96.4792,47.80709974
2067,117.246,93.8859,100.4527,64.4503228
2067.25,117.8425,92.8859,96.8629,50.22083512
2067.5,117.4662,91.5125,98.3419,54.80875188
2067.75,116.7887,90.3959,99.7982,56.96091838
2068,115.3357,89.3985,101.5075,54.69186516
2068.25,114.5855,88.8071,99.479,65.24379625
2068.5,114.4555,88.3481,99.18,66.74886642
2068.75,114.9992,88.6752,100.2407,56.58053381
2069,115.6516,89.1685,111.7531,60.04248078
2069.25,116.0714,90.9074,103.1864,54.20365523
2069.5,116.1778,92.7896,105.2493,54.50078922
2069.75,115.8484,94.7102,108.0746,56.94545105
2070,114.7857,96.5798,121.1239,63.95632854
2070.25,113.4379,97.1797,117.1135,62.62905406
2070.5,113.0129,97.7304,120.8715,64.9125643
2070.75,112.9738,97.8868,121.4941,65.30290033
2071,113.8131,98.0569,121.2112,65.19213805
2071.25,114.4424,98.2883,118.8255,64.67583266
2071.5,114.9321,98.3647,117.8891,64.46428142
2071.75,115.1956,97.985,119.579,64.44234448
2072,115.3976,97.3534,129.9988,79.27625959
2072.25,115.4514,96.1987,122.7329,68.14337854
2072.5,115.2311,95.1892,124.6964,68.14024019
2072.75,114.7229,94.4007,127.4992,69.27851566
2073,114.3899,94.7524,129.2197,85.06217679
2073.25,114.1373,96.4017,131.9264,85.89394632
2073.5,114.2567,98.3779,132.6446,90.83046119
2073.75,114.1223,100.6337,131.0978,91.12498866
2074,113.5647,101.7907,125.7814,67.46173309
2074.25,111.2149,102.2463,126.7257,77.1769205
2074.5,107.9843,100.614,125.2506,72.34731214
2074.75,104.1437,98.0068,125.6564,68.55267443
2075,100.5261,94.7004,124.7415,69.07757029
2075.25,97.598,91.1648,125.3916,62.07278938
2075.5,94.1191,89.0523,125.0136,56.17352762
2075.75,90.203,87.2429,124.6573,63.62060971
2076,88.1083,86.8348,120.6356,93.28229238
2076.25,86.8658,86.5897,125.6212,77.15816409
2076.5,88.7059,87.2691,125.1793,85.90752729
2076.75,90.1675,87.9778,122.367,91.87599117
2077,91.156,88.6322,125.438,99.64545153
2077.25,92.3019,89.2874,120.8293,92.36918292
2077.5,93.4221,89.9493,121.4829,91.37815843
2077.75,92.3515,90.4815,122.9496,91.42345379
2078,91.322,90.4274,137.0248,124.8123856
2078.25,90.3753,90.2584,129.72,111.9874741
2078.5,91.9826,89.7493,133.2262,116.834492
2078.75,95.1091,89.5634,135.38,120.6798357
2079,99.7343,90.0525,138.8052,113.9988652
2079.25,103.6756,90.5512,137.789,122.6481739
2079.5,104.7187,91.0645,138.3377,123.7249224
2079.75,104.9591,91.9189,138.5164,123.171806
2080,104.4404,93.1633,128.3829,85.82315182
2080.25,103.5353,94.0765,139.2821,106.4797659
2080.5,102.5985,94.7053,137.6776,104.9951344
2080.75,102.1647,95.1045,132.5463,102.8735871
2081,102.175,95.3565,127.3824,75.89296337
2081.25,102.8486,94.9067,125.8478,75.08115697
2081.5,103.4668,94.1276,124.8277,72.17533573
2081.75,104.061,93.1367,126.3384,71.17772729
2082,103.6482,92.0758,126.2765,84.02534946
2082.25,103.1402,91.3236,127.6522,73.79665573
2082.5,102.4165,90.6376,127.5295,72.15133202
2082.75,101.6393,89.6889,126.7603,77.25247341
2083,100.8241,88.7093,125.9695,87.14233045
2083.25,101.7313,87.9786,126.2595,92.67298998
2083.5,102.8687,87.2878,126.2906,97.95361844
2083.75,103.9759,87.3993,126.3997,92.1323421
2084,104.9924,87.5597,120.9692,74.18596399
2084.25,105.9069,88.1218,124.6694,82.09690028
2084.5,107.9602,88.3969,123.269,79.14979717
2084.75,110.2915,87.3647,121.7077,76.12634945
2085,111.5735,85.9694,121.0515,99.78298822
2085.25,112.1114,83.4926,121.5397,80.11728036
2085.5,111.3124,80.6996,122.0508,88.57516127
2085.75,110.822,77.2431,122.4681,97.26982926
2086,110.4952,74.0085,108.8058,112.078248
2086.25,111.5719,71.1151,116.7574,101.4685409
2086.5,112.6574,68.4043,113.0571,104.3434282
2086.75,113.5366,65.9033,110.2818,109.4180726
2087,114.606,64.3687,117.3745,115.65555
2087.25,115.8371,63.6682,109.3402,112.2631795
2087.5,116.5009,63.898,110.892,111.8678677
2087.75,117.1763,64.7275,114.007,111.7423782
2088,118.6644,66.4758,126.1094,118.9319905
2088.25,120.035,68.6576,121.1271,116.3345543
2088.5,121.2481,71.1249,123.7753,114.4757403
2088.75,122.1953,73.687,124.7496,114.6571755
2089,123.0462,75.0705,130.8092,115.4259062
2089.25,124.1966,76.1991,128.0495,120.4772679
2089.5,125.27,75.6272,129.7479,112.93629
2089.75,126.175,74.8526,131.085,112.5282761
2090,126.7638,73.3586,123.5949,127.950185
2090.25,127.1503,71.8593,128.1385,118.6116197
2090.5,126.0643,70.9188,125.7889,121.7539266
2090.75,124.6902,70.1365,123.9129,123.584674
2091,122.7822,70.6681,129.4222,118.0688904
2091.25,122.0074,71.4125,125.559,124.3434621
2091.5,122.3805,73.1336,127.2265,118.5099512
2091.75,124.3085,74.8755,128.4625,118.8158099
2092,126.5538,76.6799,122.7533,121.2204789
2092.25,127.8681,78.5414,129.9827,121.1497463
2092.5,128.3714,80.5236,129.193,121.2613967
2092.75,127.5725,82.3746,126.4657,123.4540825
2093,126.0155,84.0227,115.5955,111.4521769
2093.25,124.1007,85.313,117.6365,120.8925842
2093.5,120.6582,86.1903,114.6751,117.7330749
2093.75,117.0691,85.5158,114.7647,116.2355145
2094,113.1903,83.4959,118.5067,107.2668513
2094.25,110.7487,80.034,117.4685,105.1091864
2094.5,109.4075,75.6384,118.603,105.0242071
2094.75,107.0856,71.0241,118.7061,110.4062565
2095,104.7245,66.3061,112.5143,108.1226977
2095.25,102.993,62.8841,117.8877,106.6284781
2095.5,102.5414,59.8948,116.4671,106.7079765
2095.75,103.6334,58.7356,113.942,109.6815425
2096,106.1676,57.9755,112.3679,105.5633452
2096.25,109.2226,58.6341,112.5883,112.6243824
2096.5,113.0821,59.4639,112.5307,111.890848
2096.75,116.1477,60.8653,112.294,113.883638
2097,117.6744,62.3111,108.2782,89.26720949
2097.25,118.9042,64.3864,112.8614,100.4121625
2097.5,119.964,66.485,112.2621,95.55462162
2097.75,118.6337,68.7785,110.1974,93.41423181
2098,117.5531,71.0405,114.6129,102.1681507
2098.25,117.9178,73.1572,106.5527,88.60302222
2098.5,118.3034,75.3062,107.0862,90.80560335
2098.75,118.708,77.5525,110.6086,94.77658734
2099,118.5236,79.5334,117.2309,98.86642362
2099.25,118.3062,80.9517,119.2508,102.9934246
2099.5,118.8447,82.1995,121.5775,101.3541799
2099.75,119.1459,83.1825,120.8869,99.17547163
2100,119.1054,83.7202,98.5606,113.72074
2100.5,113.9562,83.3852,103.4706,109.2171368
2100.75,110.179,82.7001,98.8131,113.7085697
2101,107.7774,81.2573,128.783,108.5890053
2101.25,108.6221,79.3216,103.9447,102.731571
2101.5,111.692,76.7865,111.1606,102.1772915
2101.75,116.2919,73.9657,120.7049,108.1083683
2102,117.2311,71.8993,153.3355,107.7101583
2102.25,117.6965,70.0863,135.0096,108.4029164
2102.5,118.1032,68.4133,140.9026,108.1079166
2102.75,117.3346,66.771,146.3771,113.4825042
2103,115.2903,64.6964,210.2259,101.1991701
2103.25,111.7915,62.569,162.1428,106.1002051
2103.5,107.9878,60.1674,175.2564,105.8948912
2103.75,105.7185,57.8033,193.6996,104.6710415
2104,105.2284,56.8099,202.8444,113.0253267
2104.25,107.8135,55.9396,224.3956,100.0379565
2104.5,112.6889,56.1166,227.6827,100.8467806
2104.75,118.7329,56.4854,217.68,103.1334347
2105,121.9917,57.7482,129.3844,104.6228932
2105.25,124.7097,59.0755,182.1458,112.7547093
2105.5,126.1963,60.598,162.7776,107.8538308
2105.75,128.7862,62.1231,145.0124,105.5293795
2106,132.2819,63.6539,94.2684,120.9598838
2106.25,134.8867,64.93,116.3146,108.7927299
2106.5,137.1479,65.8088,105.7063,112.4362895
2106.75,138.3082,66.5246,98.0251,115.2165396
2107,139.1063,67.0503,105.4722,127.924418
2107.25,139.4364,67.8034,95.1478,119.0482201
2107.5,139.2886,68.7553,97.4606,118.1879431
2107.75,138.9446,69.4464,101.4556,122.1293554
2108,137.854,69.967,117.8372,128.8147632
2108.25,136.6481,70.0012,109.5141,126.915886
2108.5,135.2005,69.8023,113.0381,126.443233
2108.75,133.1537,68.9944,115.9625,129.6866659
2109,130.7377,67.9808,138.7462,129.9475105
2109.25,128.9953,67.457,118.5042,129.5929887
2109.5,127.4416,67.0417,122.2684,125.9560051
2109.75,126.3597,67.3046,129.5719,129.2442716
2110,125.2376,67.6513,170.124,131.3775008
2110.25,124.076,68.4739,150.0445,132.7312481
2110.5,127.6542,69.3,159.3457,134.1212308
2110.75,132.5759,69.6659,166.3945,133.4618056
2111,139.0691,70.0433,153.7308,133.9876893
2111.25,144.7679,70.5196,170.1345,133.0508053
2111.5,149.2382,70.9987,167.3545,138.2848298
2111.75,155.3497,71.4909,161.4686,140.3749659
2112,162.2041,72.2597,130.4645,110.2353119
2112.25,163.4423,73.8726,143.9452,130.4515397
2112.5,163.7132,75.3923,137.0736,128.0912961
2112.75,161.7279,76.7122,133.4025,121.1960514
2113,158.4942,77.3898,114.2803,75.10238467
2113.25,154.339,77.0608,128.3262,98.58622394
2113.5,152.9413,76.074,124.6212,83.17091983
2113.75,151.9495,74.3176,119.2177,77.08977339
2114,150.944,72.6578,94.9264,91.25099216
2114.25,148.7532,71.0828,109.8446,78.70994486
2114.5,145.1838,70.5464,105.0755,79.82288536
2114.75,140.6955,70.6922,99.9498,84.13988904
2115,135.8384,71.2757,78.2059,119.9348935
2115.25,129.6514,72.0701,90.0117,96.16740786
2115.5,123.2412,73.1172,85.3568,101.0398695
2115.75,116.4152,74.2503,80.9763,110.582084
2116,111.4638,74.721,80.5755,108.1101485
2116.25,107.5443,75.0438,77.1243,117.1003539
2116.5,106.0045,74.4755,77.3545,114.4350054
2116.75,104.955,73.797,78.9516,109.6103356
2117,105.0047,72.9524,95.2844,79.42312394
2117.25,106.2662,72.1405,82.2271,102.2506354
2117.5,108.5941,72.3319,85.674,96.92426906
2117.75,112.0071,72.6196,90.9669,85.80479256
2118,115.6194,73.679,105.06,70.63758069
2118.25,119.04,74.708,98.6053,74.07919379
2118.5,123.0976,75.6033,101.1388,71.41224182
2118.75,128.0387,76.0846,102.8733,71.36939683
2119,127.4163,75.3774,108.0179,63.86816825
2119.25,124.5453,74.7356,107.7026,68.64878482
2119.5,119.1598,74.2253,108.7437,66.36724986
2119.75,115.9458,73.9792,108.1808,66.37212761
2120,117.6602,74.1202,115.3034,67.98130322
2120.25,118.4319,74.8127,108.2531,63.35721801
2120.5,118.5792,76.1041,109.8236,63.65996518
2120.75,116.6476,76.9147,112.714,66.70406049
2121,115.1846,77.3368,130.3643,72.6993702
2121.25,116.6806,77.0031,117.5973,69.6055039
2121.5,117.797,76.2192,121.0189,74.26494265
2121.75,118.516,75.6391,125.5406,73.2899859
2122,116.1089,75.1461,145.7616,73.24561095
2122.25,112.9494,74.6323,135.4805,70.82055176
2122.5,111.0381,74.1125,139.5417,71.00358447
2122.75,110.2624,73.7934,142.5872,70.7109543
2123.25,112.4534,73.2731,149.0593,72.79285797
2123.5,113.5133,73.0398,150.4913,71.34225997
2123.75,112.7169,73.0855,150.1505,71.440244
2124,112.4709,73.1663,144.6938,86.01462131
2124.25,113.9514,73.7043,147.347,82.14227481
2124.5,115.8282,74.1574,146.6135,87.94170279
2124.75,118.0191,74.0991,146.8257,85.11515488
2125,118.9182,74.1621,118.4799,94.92073486
2125.25,119.7622,74.6653,140.3783,91.10368689
2125.5,121.5526,75.5877,133.4551,91.29948002
2125.75,124.5208,77.5379,124.1184,93.32348462
2126,128.9575,79.7159,108.8347,95.52938238
2126.25,133.6347,82.2932,116.2415,97.45776798
2126.5,138.2228,83.9724,113.8188,94.59684183
2126.75,138.224,84.495,111.2277,93.33741546
2127,139.0509,83.8453,105.0587,76.44150253
2127.25,141.5389,82.0727,106.6213,97.78994648
2127.5,145.3589,80.0898,105.3475,89.27494801
2127.75,149.9689,77.9574,104.9207,81.58059599
2128,151.8927,76.927,113.7418,78.65288045
2128.25,153.0544,76.4692,105.7028,75.12621816
2128.5,152.2936,76.3755,107.3912,76.64596656
2128.75,150.634,76.4153,110.0088,73.73882696
2129,148.1268,76.3129,126.4214,72.7253542
2129.25,146.6091,76.1762,118.4607,78.27137456
2129.5,145.4538,77.0803,121.8223,76.25285521
2129.75,145.4009,78.1275,123.9921,73.32313406
2130,145.3446,79.3959,140.0447,73.31616194
2130.25,145.2833,80.6358,129.077,70.8188005
2130.5,146.0661,80.4271,132.4241,71.75273077
2130.75,147.2153,79.9637,136.3703,70.80895651
2131,146.2727,77.2105,149.3822,78.13825845
2131.25,144.9677,74.1812,143.485,74.88753092
2131.5,142.8064,69.8392,146.0706,76.47712772
2131.75,142.1124,65.6499,147.9251,76.52313024
2132,142.4625,61.9245,148.0249,75.96380022
2132.25,144.6276,59.1825,150.5016,75.14320738
2132.5,146.8023,58.5196,150.1701,73.82757316
2132.75,147.8596,59.3204,148.6138,76.052237
2133,148.5545,62.3654,145.7016,79.33794545
2133.25,148.8427,65.5259,148.247,77.50595695
2133.5,147.7526,68.8175,147.8683,78.08469118
2133.75,146.2433,70.391,146.9891,80.10912052
2134,144.7298,70.5133,142.6873,76.44895891
2134.25,143.212,69.033,144.0763,82.46261085
2134.5,141.6868,66.5526,143.2125,81.3461892
2134.75,140.1615,64.7708,142.9749,78.90576598
2135,138.6363,63.3035,142.2044,85.35694916
2135.25,138.4962,63.7686,142.359,77.41971799
2135.5,138.6471,64.8335,142.3571,81.38767976
2135.75,139.4668,66.4934,142.6198,85.64720081
2136,139.8434,68.2693,132.3532,84.74348871
2136.25,139.8437,69.0317,141.2426,84.22521161
2136.5,141.7054,69.6945,139.4451,86.29968374
2136.75,144.0473,67.9469,136.9786,84.00077411
2137,147.1523,66.0953,120.3219,90.45241721
2137.25,148.918,63.1816,126.011,87.42211248
2137.5,148.8925,60.341,122.0141,84.8772806
2137.75,149.9321,57.9826,119.8698,85.58770834
2138,151.3941,56.0236,130.4213,96.51805197
2138.25,153.6332,55.6123,122.8114,89.43038085
2138.5,155.3131,55.7064,125.0077,87.82283217
2139,156.0817,58.7733,140.5531,95.86599005
2139.25,156.2879,60.9245,135.012,91.56383434
2139.5,156.1682,62.7594,138.5659,88.04809547
2139.75,155.8039,64.1683,141.3221,90.91143423
2140,154.5354,65.1532,120.3144,99.58371949
2140.25,152.642,65.7139,137.0902,96.90088939
2140.5,150.0369,66.3646,132.2306,97.00851591
2140.75,146.779,67.0824,126.3107,96.6241617
2141,143.3106,67.8922,109.3969,108.0889551
2141.25,140.2998,68.7522,114.2605,110.8573606
2141.5,137.8988,69.5586,110.7461,117.8434215
2141.75,136.8993,70.3442,109.1338,115.5153603
2142,135.7153,71.0068,102.8326,95.38708371
2142.25,134.3988,71.6375,111.0553,96.23363747
2142.5,134.3825,72.4864,110.2001,93.64672855
2142.75,134.566,73.3684,107.4873,89.66796108
2143,134.6797,74.6897,80.3726,120.7753559
2143.25,135.2741,76.0445,96.7524,100.5501826
2143.5,136.5395,77.7992,90.3968,106.1316877
2143.75,138.1104,79.5835,83.8406,114.7680431
2144,139.8148,81.672,82.2057,126.5031966
2144.25,139.701,83.5328,79.1414,127.5091242
2144.5,139.395,84.2234,79.1982,126.8353131
2144.75,138.6619,84.4652,80.1816,127.9398212
2145,136.8391,83.258,94.5033,115.0926935
2145.25,134.0559,81.9461,84.9734,122.8226192
2145.5,129.8837,80.401,88.2308,124.249062
2145.75,125.39,78.6278,91.8356,118.1211485
2146,120.9388,76.4883,116.481,104.1651853
2146.25,117.8932,74.7848,96.5103,114.2562909
2146.5,117.27,73.5983,102.0481,108.9823844
2146.75,119.385,73.1801,110.0582,108.6244798
2147,123.0025,73.44,124.2161,97.62196043
2147.25,124.4997,74.7323,121.7999,101.1349385
2147.5,125.6241,76.6991,124.5418,100.1839188
2147.75,125.9656,78.2998,125.5036,98.20908562
2148,127.2795,79.727,99.0773,117.2618978
2148.25,129.6413,79.3382,121.3853,105.3414495
2148.5,132.5156,78.3512,115.1854,111.709061
2148.75,135.403,77.1607,106.6894,116.704339
2149,134.5617,75.9273,97.7129,122.1122489
2149.25,133.5465,74.8367,92.0634,118.7229225
2149.5,132.1568,73.7621,90.4446,120.3415676
2149.75,131.2937,73.0727,92.4529,122.3051951
2150,130.7884,72.4102,118.5205,124.0017433
2150.25,129.572,72.0793,105.144,121.9993192
2150.5,128.6233,71.8026,110.9031,122.35501
2150.75,129.7311,71.9213,115.5534,124.2569348
2151,132.2192,71.9903,138.9667,124.714093
2151.25,136.5287,71.8527,120.379,127.329712
2151.5,139.0432,71.5004,124.7088,124.2317565
2151.75,140.8234,70.5613,130.6552,120.5549058
2152,143.6433,69.7493,186.2873,117.8750368
2152.25,146.1604,69.1823,148.8147,126.9609626
2152.5,147.8113,68.8884,161.8638,124.6636395
2152.75,148.2638,68.9792,176.9781,119.8755171
2153,147.717,69.2174,154.9595,96.54716461
2153.25,149.0547,69.6095,191.8764,111.2749806
2153.5,150.6268,69.5291,185.4543,102.9082305
2153.75,150.72,69.0812,171.3883,99.1821506
2154,149.0444,68.3881,112.9482,109.5908824
2154.25,144.4941,67.5548,137.0373,100.7993554
2154.5,138.3468,66.9974,125.4969,102.0284078
2154.75,131.3749,66.5529,117.9623,103.8848602
2155,128.5378,66.7617,109.8514,118.0243428
2155.25,127.0218,67.1511,109.5054,110.6523509
2155.5,129.2964,69.2307,108.2524,108.7669944
2155.75,130.7749,71.5918,108.3549,113.8096116
2156,131.4415,73.6258,120.6824,118.7278418
2156.25,131.1647,75.6307,112.2049,115.6553141
2156.5,130.7567,76.5768,115.4824,114.2310434
2156.75,132.9805,77.3922,119.324,117.162927
2157,135.1692,76.6669,110.9456,97.98052112
2157.25,137.2869,75.8981,120.5353,112.379346
2157.5,136.3671,74.887,118.3069,106.8465339
2157.75,133.4992,73.4861,114.8256,99.85632315
2158,129.3186,70.7469,89.5518,102.3282691
2158.25,125.5949,67.526,106.8272,98.25799692
2158.5,124.9923,63.1773,101.3367,97.82804591
2158.75,125.1183,59.0735,95.0317,97.44010477
2159,126.1534,55.3815,79.6522,111.3517776
2159.25,128.6995,52.8128,84.5583,109.6518787
2159.5,131.8172,51.6359,82.0414,112.4982882
2159.75,134.5874,51.378,80.9744,111.6231043
2160,136.8049,51.9676,81.5696,102.9860497
2160.25,137.6185,52.8893,78.1817,107.0715922
2160.5,138.2512,54.0381,77.7678,104.9697924
2160.75,138.7411,55.5256,77.964,104.7569493
2161,140.177,57.1818,90.2518,83.28639056
2161.25,141.765,58.862,87.1293,101.3821282
2161.5,143.1163,60.5505,89.6937,92.35870652
2161.75,143.6176,61.7895,90.5534,84.64489626
2162,142.8155,62.9263,93.9544,89.91089643
2162.25,140.8113,63.1453,89.294,83.51514305
2162.5,138.2238,63.2491,90.3158,88.81891172
2162.75,139.9363,63.1289,92.4485,88.82755009
2163,141.8951,63.0236,90.487,83.15768245
2163.25,143.9489,63.5502,95.1112,87.22791011
2163.5,146.1405,64.1041,94.1593,83.22496818
2163.75,148.4652,64.8803,92.0409,85.04790497
2164,153.1,65.5679,94.5532,74.02211822
2164.25,158.4831,65.86,89.2432,84.45643769
2164.5,165.6299,66.0332,90.2584,78.31965431
2164.75,172.7814,65.863,92.5053,76.92741534
2165,179.9417,65.772,100.5064,53.82077625
2165.25,183.939,65.8416,96.4932,69.88182266
2165.5,186.0224,66.1915,97.7454,65.7966791
2165.75,183.8276,66.9546,98.6279,58.8987823
2166,181.2585,67.0495,107.0314,42.71435163
2166.25,179.1116,66.4144,102.9164,48.58662116
2166.5,176.1121,65.719,104.944,44.90938176
2166.75,172.1065,64.9746,106.769,41.31591889
2167,169.0125,64.8847,117.0414,52.9090568
2167.25,166.208,65.187,106.4719,42.36615038
2167.5,161.1871,66.404,108.1381,48.75774792
2167.75,156.0539,68.015,110.9664,53.35483883
2168,150.6515,69.9622,136.6302,61.25385238
2168.25,146.0785,72.0082,124.7992,52.23830049
2168.5,142.1239,74.0157,130.174,57.00519499
2168.75,138.2033,76.0162,134.3224,60.10670853
2169,135.5506,77.6376,136.6323,70.02755626
2169.25,141.3494,79.2259,137.9978,60.21464204
2169.5,150.8936,79.5562,138.4676,59.05739999
2169.75,165.8615,79.7952,138.4821,64.90707733
2170,176.8886,78.8811,124.8266,86.75871986
2170.25,186.1205,78.0444,133.8441,73.29717611
2170.5,179.1764,77.6784,130.4825,74.26349875
2170.75,170.5179,77.6134,126.8345,80.25445474
2171,158.3379,78.6498,125.9136,94.07132017
2171.25,148.3541,79.6639,123.6321,84.10499669
2171.5,140.3763,80.623,123.8966,84.49410697
2171.75,129.9,81.5238,124.8794,90.43657485
2172,119.701,82.3217,121.536,102.408607
2172.25,119.8603,82.7807,126.973,93.98517538
2172.5,120.257,82.8008,126.012,93.40593912
2172.75,121.0788,82.5212,124.0709,98.03123168
2173,123.2668,81.953,127.2357,101.82155
2173.25,126.2339,81.2655,118.7152,105.7788651
2173.5,129.4483,80.4927,119.8738,105.0224184
2173.75,132.3006,80.1948,122.9343,103.2463337
2174,133.552,80.1453,139.5466,89.61603169
2174.25,134.3108,80.3794,132.1257,105.9559893
2174.5,134.5194,80.7183,135.9498,103.1232988
2174.75,134.1444,80.8396,139.272,97.66723203
2175,133.6043,80.908,132.3289,88.57637207
2175.25,133.9985,80.7023,138.3972,83.32908676
2175.5,134.1149,80.4585,136.6105,86.22017007
2175.75,133.6075,80.7575,134.5283,87.5392212
2176,131.4119,81.0783,117.8061,96.93031058
2176.25,128.0265,81.1721,130.0755,91.6360193
2176.5,124.7113,81.1795,126.2169,95.92378426
2176.75,122.2338,80.3979,121.6252,97.83100393
2177,124.6832,79.5894,115.833,99.34479067
2177.25,128.5815,78.6521,114.3373,95.87608763
2177.5,134.4626,77.7962,113.4212,94.75512516
2177.75,141.0995,77.1898,113.6533,96.65287738
2178,148.059,76.6504,121.7406,98.84310364
2178.25,148.3657,76.2533,118.882,97.86255215
2178.5,146.463,75.7326,120.8681,99.72938217
2178.75,138.6057,75.0214,122.3833,99.91859124
2179,134.0649,74.3008,120.9349,106.1707883
2179.25,132.3904,73.5695,120.1493,102.5117188
2179.5,133.6897,73.4598,120.142,104.0424807
2179.75,135.9299,73.878,120.8255,106.2379794
2180,140.7464,75.2138,116.2826,103.853424
2180.25,145.3961,77.1256,120.7958,104.9598826
2180.5,149.7642,79.3474,119.5785,105.5884953
2180.75,153.9087,81.7097,117.8981,104.9387046
2181,157.933,83.4484,119.867,101.6178532
2181.25,161.3469,84.9919,114.6948,103.7278127
2181.5,164.5818,84.9628,115.2303,101.746136
2181.75,167.3111,84.6238,116.6635,101.011141
2182,169.7796,84.2886,134.5606,110.0776335
2182.25,171.9725,83.9538,123.8133,106.7594964
2182.5,173.4664,83.9876,127.4281,107.5709651
2182.75,174.7036,84.0039,130.9049,108.8907987
2183,175.0232,83.6182,139.6966,106.2941828
2183.25,175.4862,83.0678,138.2902,109.7662815
2183.5,176.2516,81.4152,139.7474,106.7797078
2183.75,175.0511,79.5928,140.2739,104.5648227
2184,172.5423,77.1066,139.1953,101.6876752
2184.25,166.7496,75.0327,138.6708,109.9734554
2184.5,160.414,74.0328,139.1035,108.7037123
2184.75,153.5928,73.5578,140.1244,104.5073191
2185,147.0323,74.0529,138.7789,105.6509185
2185.25,140.8091,75.4378,137.4864,101.6956391
2185.5,138.2211,78.028,136.9043,102.3643169
2185.75,137.0853,81.1562,136.7692,101.0984636
2186,136.863,84.8257,147.4313,101.1110352
2186.25,136.8541,88.1933,141.6327,103.0357225
2186.5,137.4004,91.335,143.9863,98.36784512
2186.75,138.8651,93.6459,146.1445,100.4780545
2187,141.0808,95.5011,131.0307,94.41114983
2187.25,143.9921,96.2134,148.3806,102.9283448
2187.5,147.0255,96.4799,144.9577,100.6000068
2187.75,149.878,95.2237,139.8555,100.2043805
