DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-46
1631,127.6682,84.4214,136.3917,85.7497
1631.25,129.8434,84.9532,133.7613,81.6672
1631.5,127.0852,86.1171,134.6564,85.0393
1631.75,122.7884,87.4538,135.5856,84.6605
1632,116.7488,86.757,131.448,90.449
1632.25,113.7934,85.7012,137.1953,88.2338
1632.5,113.0632,87.1362,135.0679,89.3056
1632.75,111.9094,88.8039,132.8858,89.4507
1633,111.0176,88.4779,133.759,81.7789
1633.25,110.6546,88.1433,130.0229,91.822
1633.5,109.738,88.5467,131.245,89.204
1633.75,108.283,88.71,132.5084,85.4983
1634,104.1223,86.8973,137.2657,79.1621
1634.25,99.3228,85.5595,135.0094,78.0575
1634.5,93.8606,86.4937,136.5267,76.4504
1634.75,92.0399,87.8803,138.0473,75.2353
1635,92.3066,90.7197,137.0604,94.4383
1635.25,97.1262,93.1955,136.4586,83.0232
1635.5,102.8899,94.8315,136.7776,86.5125
1635.75,109.1165,96.0847,137.1074,90.1857
1636,111.4002,96.6767,140.7044,100.2284
1636.25,113.5275,98.7717,137.0103,97.1642
1636.5,115.4209,102.8492,139.4717,96.8185
1636.75,117.2411,106.6675,141.9495,97.692
1637,118.9435,110.2223,132.3774,100.7411
1637.25,120.1524,112.5465,139.4405,99.37
1637.5,120.5339,113.9054,135.3301,95.3024
1637.75,120.2295,111.6328,131.2095,96.3518
1638,120.2075,107.1812,129.8439,110.405
1638.25,120.1176,102.3284,133.557,105.2193
1638.5,119.829,97.2948,132.6429,109.7364
1638.75,119.4315,93.8665,131.729,110.5689
1639,118.9529,90.9616,125.9747,107.8343
1639.25,118.0673,86.1154,127.9628,111.7931
1639.5,117.0394,80.8396,127.0502,113.3966
1639.75,115.8425,80.6217,126.1404,110.5511
1640,115.6372,81.0719,125.9978,109.3649
1640.25,115.818,82.0199,125.807,109.3335
1640.5,116.6887,83.0195,125.2471,110.4911
1640.75,117.9589,85.9443,124.6998,109.731
1641,119.4924,88.7854,133.1086,107.3903
1641.25,119.9854,90.6246,127.3175,110.2313
1641.5,120.2214,92.0377,131.2354,111.2034
1641.75,120.0414,90.8684,135.0956,112.3867
1642,118.9396,89.9109,125.8335,82.8723
1642.25,117.4737,89.7683,131.1099,94.0093
1642.5,115.6446,89.517,128.0772,86.299
1642.75,115.5491,88.9729,125.0924,83.9218
1643,117.1017,88.1481,128.3631,81.3442
1643.25,118.7225,86.767,126.5776,82.6847
1643.5,119.171,85.3611,127.5378,81.692
1643.75,116.5328,83.918,128.4812,80.35
1644,113.7929,82.319,130.9552,92.6743
1644.25,111.1001,80.5404,128.2767,82.9655
1644.5,110.7647,82.0223,130.0075,87.8844
1644.75,110.3725,86.4053,131.6923,93.2554
1645,109.9026,93.2227,133.3934,85.4074
1645.25,109.2639,101.7056,130.2646,91.8237
1645.5,108.5323,105.3354,131.8368,89.6236
1645.75,107.5739,106.4465,133.3754,87.4478
1646,106.7396,102.2444,137.5597,84.5363
1646.25,105.9994,96.0058,133.4258,84.4292
1646.5,106.3403,86.7338,134.0688,86.7498
1646.75,107.174,76.6433,134.7646,87.352
1647,108.8842,68.427,140.1443,81.9176
1647.25,111.7516,60.536,140.285,85.1817
1647.5,114.9172,56.5908,140.4016,90.4981
1647.75,116.5467,53.0043,140.5051,89.2697
1648,117.9505,54.2626,136.1252,81.6078
1648.25,119.1084,55.801,139.7253,81.0218
1648.5,120.0706,61.2411,137.3571,84.2948
1648.75,120.7023,67.0308,135.0925,83.7702
1649,120.4005,75.6362,134.7554,86.2003
1649.25,121.4736,84.848,137.1418,81.7082
1649.5,123.3647,96.9188,137.6667,82.4112
1649.75,123.9502,109.1218,138.0634,84.2302
1650,123.755,121.7448,120.8791,92.7281
1650.25,122.3309,132.8533,131.4065,84.9813
1650.5,121.9291,140.4971,126.9247,84.0523
1650.75,121.8714,142.1771,122.5454,88.8349
1651,122.0332,133.6475,120.7988,97.8549
1651.25,121.8159,124.8479,119.3278,91.7276
1651.5,121.2683,115.6952,120.6953,91.9284
1652,120.6798,93.5148,119.3225,95.2521
1652.25,120.6518,86.1747,119.6432,96.1456
1652.5,122.6238,82.2565,118.694,95.4433
1652.75,125.5607,76.9777,117.8474,96.0928
1653,128.8824,70.8898,120.5653,100.1304
1653.25,130.8885,68.4286,120.7501,93.0242
1653.5,131.2501,67.5842,121.1399,94.3559
1653.75,131.9453,68.3252,121.471,97.9736
1654,132.7599,69.5773,123.2338,100.3666
1654.25,133.7619,72.6798,119.7251,101.6611
1654.5,134.3096,76.1862,120.22,100.745
1654.75,134.5423,78.7944,120.808,99.1824
1655,134.2925,81.2864,128.2274,93.6949
1655.25,133.9373,82.5918,125.6115,101.9182
1655.5,133.4148,83.8351,127.069,99.2794
1655.75,132.5442,85.0996,128.4411,96.52
1656,131.6748,86.3794,127.6395,81.873
1656.25,131.7442,87.8366,128.0492,90.9407
1656.5,131.7068,89.0967,128.5096,88.5724
1656.75,131.5627,89.1824,128.8779,85.8164
1657,130.9637,88.3879,117.4394,62.2551
1657.25,130.1384,84.2482,126.2601,78.3722
1657.5,128.8519,80.5431,122.4878,75.742
1657.75,127.977,77.9957,118.8504,70.6455
1658,127.3925,76.202,116.919,81.6721
1658.25,129.0508,75.8878,116.1183,59.9127
1658.5,130.4468,76.6055,116.2434,63.171
1658.75,131.4657,78.8576,116.3926,70.971
1659,131.1579,80.8645,111.5423,76.3554
1659.25,130.6595,82.5912,117.2813,86.6242
1659.5,130.9071,83.0352,115.1423,89.1271
1659.75,131.5842,82.3474,113.0434,83.7715
1660,132.6037,82.527,117.9727,73.2008
1660.25,133.6705,83.2952,110.2242,73.1584
1660.5,135.0547,81.3863,111.5607,70.5188
1660.75,137.1062,78.1008,113.1287,71.6673
1661,139.1045,73.7294,132.5806,93.952
1661.25,141.011,68.9462,122.7573,78.8132
1661.5,142.1626,64.1951,126.7192,84.4242
1661.75,143.7119,59.4526,130.5481,90.0272
1662,145.7164,58.158,133.5969,70.7731
1662.5,151.0924,60.858,133.8374,88.1778
1662.75,151.3027,64.6276,133.3097,76.9105
1663,151.0758,68.4511,142.9143,84.9549
1663.25,150.572,72.2686,134.0921,71.451
1663.5,148.8622,75.9406,137.2139,75.3047
1663.75,146.7073,79.569,140.2979,82.0842
1664,143.8262,82.8452,137.1467,76.9936
1664.25,141.2592,85.9363,145.0659,85.3423
1664.5,138.8098,88.1476,141.5938,82.2338
1664.75,136.467,90.2765,138.3021,77.7094
1665,134.5633,92.1409,136.8951,84.629
1665.25,133.0615,93.4569,136.1062,77.1542
1665.5,130.6418,93.501,136.3989,80.6817
1665.75,128.2853,94.015,136.685,84.4694
1666,126.3292,95.3465,134.0589,90.7908
1666.25,126.4812,95.7966,137.0349,85.0141
1666.5,127.6959,95.0717,136.3894,87.1106
1666.75,129.202,94.6342,135.6636,89.1155
1667,131.0823,94.493,132.6222,69.9861
1667.25,133.4541,93.51,132.5249,90.0283
1667.5,136.4727,91.8549,131.7499,84.0562
1667.75,139.1262,90.7452,131.1681,77.4554
1668,139.6769,89.97,136.7084,55.8657
1668.25,139.1663,89.9665,134.06,63.6905
1668.5,137.881,90.3203,135.3305,58.4736
1668.75,137.1087,90.5971,136.5052,56.2585
1669,136.5084,90.8479,136.9778,51.4014
1669.25,136.1978,90.5692,136.8535,53.3522
1669.5,136.0546,90.1671,136.4196,50.028
1669.75,135.8756,89.812,136.1067,50.3292
1670,134.8558,89.4638,141.5112,47.0688
1670.25,133.3437,90.741,137.9279,53.205
1670.5,131.315,92.1214,139.6382,54.9003
1670.75,130.9357,91.8203,141.2135,50.5676
1671,130.9875,91.4613,138.6133,53.8506
1671.25,131.5877,90.2799,141.6768,49.2449
1671.5,131.1593,88.98,140.6141,51.2298
1671.75,130.1414,86.8827,139.5625,52.5722
1672,129.3901,85.3003,136.8043,58.0294
1672.25,129.9099,85.8675,137.7793,54.9992
1672.5,132.3524,86.3706,137.9819,56.2839
1672.75,134.7563,86.6882,138.0387,57.748
1673,136.8809,86.5877,129.3072,55.5671
1673.25,137.6165,85.6015,135.4491,57.2736
1673.5,137.7335,84.4568,133.0413,55.5891
1673.75,137.3317,83.0584,130.7358,53.3682
1674,137.2037,82.3181,125.0937,73.5575
1674.25,137.3514,82.3881,127.9904,59.3583
1674.5,138.1311,84.322,127.6166,62.7651
1674.75,138.3463,88.0334,127.0706,66.0966
1675,138.2733,90.6666,126.5294,99.3006
1675.25,139.4967,92.5046,123.4521,81.2757
1675.5,141.0717,93.2273,124.5549,88.5417
1675.75,143.2289,93.3206,125.6348,95.345
1676,145.8488,94.1543,124.7373,104.6235
1676.25,148.2664,95.3008,127.158,102.3611
1676.5,147.5424,96.0316,125.6744,102.6023
1676.75,146.8193,96.6359,124.3975,103.2358
1677,146.0971,97.5033,122.6334,79.5452
1677.25,146.0167,98.4245,124.8714,100.579
1677.5,146.1023,98.2491,123.4203,89.7129
1677.75,146.3355,97.9439,122.1896,82.9236
1678,146.4206,98.0657,119.7727,51.4478
1678.25,146.3887,98.1709,122.7675,71.8887
1678.5,146.5228,96.6651,120.5814,61.8841
1678.75,146.3578,94.9036,118.775,55.9722
1679,145.412,90.3998,116.4717,41.6027
1679.25,144.4158,86.168,120.6246,48.6325
1679.5,143.4066,83.4902,120.4145,46.1236
1679.75,143.4198,80.9859,119.8207,43.7806
1680,143.9539,79.1235,111.3566,47.955
1680.25,145.3479,77.6519,113.5358,42.371
1680.5,146.4675,77.2029,113.5263,43.3995
1680.75,147.2179,77.0507,113.2775,45.8847
1681,145.6324,77.474,111.6109,47.5288
1681.25,144.8217,77.6919,109.6384,48.7982
1681.5,144.8899,77.6067,109.3176,48.8395
1681.75,145.3293,77.5799,109.3302,47.4165
1682,145.8548,77.6197,114.7476,62.0856
1682.25,146.4267,78.9125,113.4675,49.48
1682.5,147.9097,81.3107,112.4763,52.1792
1682.75,150.1099,83.7167,111.9781,55.4755
1683,151.7692,86.1278,122.434,76.3969
1683.25,153.0617,87.6659,117.4609,70.4234
1683.5,153.554,88.7516,119.8062,71.0325
1683.75,154.4037,88.2115,121.9076,69.1809
1684,155.4463,87.0467,124.6099,62.5751
1684.25,156.5495,85.4094,122.9795,85.0933
1684.5,157.2654,83.6434,123.647,74.6686
1684.75,157.3443,84.7391,124.2696,64.0665
1685,155.9902,86.3403,123.5481,57.2837
1685.25,154.1634,88.1757,124.7577,60.822
1685.5,152.5585,90.0332,123.7084,57.7269
1685.75,150.7612,91.6129,122.8971,55.8334
1686,148.7464,93.0647,122.8522,72.5513
1686.25,146.8233,91.677,124.0288,61.2592
1686.5,145.405,90.2342,123.4759,69.618
1686.75,145.9734,88.3198,122.9833,73.5909
1687,146.8716,86.6274,123.1593,84.3936
1687.25,148.0283,86.0302,122.636,75.7898
1687.5,148.1771,85.5334,121.916,82.2844
1687.75,148.1361,85.3687,121.5376,84.4178
1688,147.8305,85.3026,120.7174,101.7629
1688.25,146.1065,85.4715,124.4373,87.5931
1688.5,143.6124,86.1685,123.7268,91.7546
1688.75,140.3853,87.8058,122.8104,96.7008
1689,138.7952,89.1856,120.0381,103.1235
1689.25,139.8891,90.2145,118.7842,102.3174
1689.5,141.5246,91.5323,117.7544,102.7378
1689.75,143.2344,93.1543,117.2971,103.0738
1690,143.988,93.3638,124.7008,91.4022
1690.25,145.4642,92.4211,122.6285,101.8221
1690.5,147.7553,91.6314,124.3863,99.7104
1690.75,150.5997,90.9376,125.715,95.4731
1691,153.1794,89.6524,115.5132,71.3606
1691.25,154.2345,88.0865,123.2421,87.6062
1691.5,156.0172,87.6212,119.3832,83.2746
1691.75,158.369,87.5387,116.0486,78.3589
1692,161.2182,84.8815,111.2284,74.7344
1692.25,163.5583,81.6031,114.928,62.8511
1692.5,164.5429,79.8701,114.0798,64.3583
1692.75,164.6359,78.3695,113.0718,70.5642
1693,164.2404,76.5049,98.4078,85.4522
1693.25,163.0347,74.6141,109.1195,78.3366
1693.5,162.0474,75.2242,105.6384,81.3357
1693.75,161.4173,75.7677,102.1196,84.2549
1694,160.1791,75.1516,99.8097,85.7422
1694.25,158.801,74.304,95.4532,86.3871
1694.5,158.0078,71.8242,96.3262,84.8072
1694.75,157.4022,69.6613,97.4474,83.871
1695,157.0076,68.8682,103.9932,86.2552
1695.25,156.2789,67.8023,101.9037,86.8279
1695.5,155.5263,65.9252,102.6693,85.9689
1695.75,154.9448,65.6622,103.4048,85.6711
1696,153.5173,68.9036,103.3716,87.3834
1696.25,151.43,71.8346,104.3732,88.869
1696.5,148.9655,74.2571,103.7433,93.595
1696.75,147.3557,77.1746,103.244,92.5013
1697,147.9205,80.7148,104.754,109.5433
1697.25,148.5808,82.5062,103.6126,87.4776
1697.5,149.2736,82.5935,104.3916,89.8875
1697.75,148.8904,81.854,104.9922,98.8615
1698,148.6962,80.4912,101.3263,88.9572
1698.25,148.8097,80.3421,104.4988,103.8923
1698.5,149.4518,80.8938,104.1646,96.3192
1698.75,150.2785,81.0112,103.5018,92.7672
1699,151.1276,80.9403,97.0484,70.4624
1699.25,152.4548,83.3982,99.1671,82.5912
1699.5,154.3179,86.6487,97.0826,76.8455
1699.75,157.363,86.5013,95.633,73.6093
1700,160.3701,85.6335,95.0735,77.8077
1700.25,162.2851,83.6244,98.0755,67.5242
1700.5,161.7409,81.4725,97.3673,68.3999
1700.75,159.2847,79.068,96.5226,74.9828
1701,156.1184,76.6733,100.9119,75.0777
1701.25,153.5059,75.6435,94.1687,76.9003
1701.5,152.3875,74.7959,95.6479,75.6942
1701.75,150.939,76.0453,97.4909,74.2912
1702,149.3708,77.2266,104.9217,78.2953
1702.25,150.9158,78.0011,103.9651,76.7846
1702.5,152.9338,78.6587,105.4382,78.6161
1702.75,155.7199,78.8696,106.3577,80.4777
1703,157.3887,79.139,100.7312,75.2255
1703.25,158.3752,79.5658,103.5437,75.69
1703.5,156.9012,79.7825,102.4103,72.3848
1703.75,156.0665,79.582,101.3721,70.0065
1704,155.9465,79.2082,97.0256,69.6095
1704.25,157.4543,78.5729,99.9541,79.2448
1704.5,158.7999,77.6745,98.6146,78.7481
1704.75,158.2146,76.47,97.4538,76.3189
1705,155.5175,75.4614,96.8251,61.6942
1705.25,151.1837,74.6294,96.6232,63.3428
1705.5,148.4274,73.8879,96.3251,57.7072
1705.75,146.2683,73.2095,96.2091,57.2478
1706,145.263,73.0035,102.8743,56.6788
1706.25,144.0474,73.0481,97.9119,62.4729
1706.5,142.7655,73.0417,100.8738,60.9515
1706.75,143.9051,73.0151,103.176,58.917
1707,145.1403,73.6703,100.4857,55.0236
1707.25,146.5301,74.5167,102.6908,54.9702
1707.5,147.677,75.0048,102.9701,53.3802
1707.75,148.5719,75.4269,102.7315,54.143
1708,148.0878,75.6398,97.2344,53.8959
1708.25,146.4433,75.8316,98.2995,51.2123
1708.5,143.506,75.9688,96.3419,48.167
1708.75,141.5905,76.1242,95.2123,50.7165
1709,140.5879,76.8125,98.399,69.0753
1709.25,142.4321,77.5791,98.7547,59.2881
1709.5,145.7348,79.056,98.3817,63.8832
1709.75,150.1643,80.3782,98.1418,66.8055
1710,152.7068,80.9065,96.7798,78.898
1710.25,153.9693,81.2327,98.4558,70.4582
1710.5,152.4779,80.8698,97.7697,72.9133
1710.75,150.679,80.0919,97.1509,76.338
1711,148.7447,78.3007,98.0992,84.3624
1711.25,148.1764,77.372,96.5401,80.9419
1711.5,147.3587,78.0157,96.7791,82.8295
1711.75,146.1387,78.8116,97.1682,84.6585
1712,146.0113,79.8196,99.5077,88.4385
1712.25,146.5456,81.3621,98.9565,83.6267
1712.5,149.4278,83.4797,99.5506,84.8109
1712.75,151.8468,83.5013,99.9227,86.1692
1713,153.7514,81.776,100.1411,78.9924
1713.25,154.2161,80.9725,99.2976,89.9182
1713.5,153.8734,80.7604,99.8088,86.2107
1713.75,151.4349,78.8455,100.1942,82.5404
1714,149.8157,76.1026,99.7765,69.6972
1714.25,148.8277,77.449,99.9347,76.0447
1714.5,151.2636,80.258,99.1978,74.2915
1714.75,154.1187,81.747,98.839,72.2082
1715,157.3509,82.9066,100.3168,63.9023
1715.25,159.0047,83.5271,100.528,68.826
1715.5,159.8036,84.0626,100.6465,69.37
1715.75,159.2526,84.1021,100.6596,67.3607
1716,157.884,84.103,93.8817,68.5214
1716.25,155.2006,84.0329,99.6926,63.0128
1716.5,151.9061,84.0181,98.1272,63.0302
1716.75,148.8225,84.9621,96.3522,65.539
1717,149.0918,85.6842,92.3086,57.9552
1717.25,150.5549,84.7603,91.876,71.6535
1717.5,153.3401,83.7912,91.3986,74.2885
1717.75,156.0472,82.6202,91.2756,65.5473
1718,157.4529,82.2414,95.3574,59.9626
1718.25,153.7757,84.2869,93.4409,57.2058
1718.5,146.9968,85.7326,94.8944,57.1323
1718.75,137.8362,85.8431,95.8786,59.1419
1719,134.8723,86.2922,92.9938,54.1358
1719.25,133.3433,87.3088,94.823,58.5369
1719.5,134.1395,87.9476,94.2461,56.6793
1719.75,134.6355,88.1007,93.6501,54.2878
1720,134.988,89.5393,87.9466,52.8879
1720.25,135.9861,92.2575,92.1429,55.8273
1720.5,136.7318,95.6425,90.683,54.9742
1720.75,137.073,99.541,89.259,52.7486
1721,138.789,100.8357,88.3379,47.1165
1721.25,141.1439,100.5917,87.2424,53.8122
1721.5,144.895,99.9666,88.4123,50.5435
1721.75,146.7824,99.1722,89.1049,46.5463
1722,146.6123,96.7169,91.2478,55.2806
1722.25,144.1665,93.7256,87.6919,48.0278
1722.5,141.271,94.4726,87.4123,50.9701
1722.75,138.3237,96.0418,88.0102,53.7006
1723,136.7499,96.6002,99.7942,62.0745
1723.25,136.2275,97.0252,94.0084,56.3836
1723.5,136.5403,99.7518,95.3453,56.1056
1723.75,136.7729,102.5948,97.04,57.547
1724,136.6622,104.3507,99.9312,69.6799
1724.25,136.1033,105.9864,101.6812,65.8537
1724.5,135.3212,106.1309,101.0202,68.7507
1724.75,135.0035,106.2176,100.4066,69.9011
1725,134.8864,105.9445,97.2415,64.7783
1725.25,135.0899,105.0286,99.5053,66.9348
1725.5,135.141,101.5736,99.2228,62.897
1725.75,135.1958,98.4624,98.6495,63.1668
1726,135.6839,96.3016,96.8306,58.5714
1726.25,136.4964,94.0076,96.7814,65.4078
1726.5,137.6661,91.4428,99.0219,65.8823
1726.75,137.7183,89.538,99.8801,62.0089
1727,137.1779,88.6521,74.1897,65.9867
1727.25,135.1523,88.6229,92.6622,63.5476
1727.5,133.6049,89.6119,85.3552,67.5425
1727.75,132.4224,89.9569,78.769,66.6483
1728,135.2963,89.709,73.1266,60.9028
1728.25,138.962,89.4506,70.6936,65.9593
1728.5,143.8025,89.1846,70.1906,65.5164
1728.75,145.9629,89.411,70.5189,64.3647
1729,146.736,89.9047,85.2793,56.7712
1729.25,147.6837,89.6957,75.8687,54.8427
1729.5,148.4275,89.2022,78.9768,53.221
1729.75,148.8465,90.2911,82.1032,54.9226
1730,149.2294,91.8382,98.5707,62.3878
1730.25,149.7743,91.0915,88.5515,58.6914
1730.5,151.6836,89.9052,92.0816,59.1128
1730.75,152.9265,90.3045,95.4891,59.097
1731,153.4381,90.8743,97.2071,65.3083
1731.25,153.1115,90.7828,100.8702,66.1496
1731.5,152.6665,90.6494,101.1038,66.5234
1731.75,152.3798,89.9056,100.3933,66.686
1732,152.9653,89.2439,106.8137,71.0821
1732.25,154.2143,89.3739,94.9596,64.4563
1732.5,155.3772,89.2857,95.1554,66.0177
1732.75,155.9583,88.0333,97.8094,68.0039
1733,155.1664,87.2809,126.3623,69.0765
1733.25,155.2681,88.2857,115.2745,72.1316
1733.5,155.8193,89.0362,122.3412,69.8876
1733.75,155.8253,89.1491,127.1834,68.8401
1734,156.1436,89.9459,116.17,74.1831
1734.25,156.9579,92.0186,125.3249,69.3751
1734.5,158.009,92.7819,123.7407,69.7179
1734.75,158.6834,91.6813,121.1802,71.5968
1735,155.8121,91.265,96.6278,75.3124
1735.25,153.3846,91.6009,110.9641,73.613
1735.5,151.4425,90.8752,105.2709,72.1826
1735.75,150.4563,89.2454,100.191,73.5682
1736,149.6359,89.1093,88.1366,81.4086
1736.25,148.7599,89.9534,93.6435,81.1211
1736.5,147.5158,89.8717,92.0806,86.2287
1736.75,145.9926,89.3289,90.3333,83.6955
1737,147.0738,90.3524,94.5371,78.2842
1737.25,148.7263,91.9517,86.9175,80.1678
1737.5,151.2879,96.3018,88.0647,79.4611
1737.75,152.9777,101.3615,90.1608,80.0509
1738,154.1974,104.3241,90.9874,74.7662
1738.25,154.5595,106.9415,97.2305,72.8756
1738.5,154.2442,108.1112,95.9086,70.4439
1738.75,152.8568,109.1591,94.0654,71.0611
1739,150.7149,106.8928,90.2649,84.019
1739.25,148.5562,104.6205,88.8102,80.5714
1739.5,148.2011,103.1251,88.7518,82.4734
1739.75,148.6134,101.8859,89.0693,82.6735
1740,149.8626,102.6485,87.2092,91.4203
1740.25,152.2947,102.9865,91.0303,85.6553
1740.5,154.706,101.3527,90.798,89.9879
1740.75,156.1805,100.7986,89.8397,94.625
1741,156.7993,103.6455,84.5747,78.8368
1741.25,156.7709,105.3435,84.3448,87.9395
1741.5,155.6069,104.4194,80.9452,82.0064
1741.75,154.2428,104.3469,79.9873,77.536
1742,152.5976,105.7348,117.4162,75.3853
1742.25,150.5542,105.0373,91.0968,79.3279
1742.5,148.3583,101.5989,101.9823,77.9597
1742.75,148.2637,99.9405,111.3732,76.6382
1743,147.5157,100.0922,110.7687,76.8168
1743.25,145.7371,100.8168,120.8131,72.6484
1743.5,143.0732,101.9924,118.3243,68.4611
1743.75,140.3564,103.2455,115.223,70.5925
1744,139.4758,104.5454,88.2587,95.0899
1744.25,140.4812,105.2182,106.0206,83.0829
1744.5,143.5373,105.6052,100.6278,89.3663
1744.75,146.8546,105.2549,94.8561,92.5889
1745,148.8576,104.6598,67.5211,100.2262
1745.25,145.6227,104.6476,81.4382,94.2746
1745.5,142.8142,104.7683,74.1351,93.189
1745.75,140.3271,103.9375,68.7582,96.9102
1746,142.1772,102.9747,66.336,98.8776
1746.25,143.6607,103.5435,66.7097,100.3521
1746.5,143.5551,104.2081,66.8074,100.301
1746.75,144.0517,105.073,66.7432,99.5995
1747,144.8946,106.0572,69.0925,102.4741
1747.25,147.2071,108.6452,66.3538,98.1113
1747.5,147.7555,110.7909,67.2665,98.2412
1747.75,145.5299,110.0534,68.1794,99.6278
1748,143.7901,109.7269,63.109,108.7861
1748.25,142.5006,111.0786,68.8109,106.682
1748.5,143.4219,111.9881,66.0469,109.4688
1748.75,144.2119,111.6416,63.9203,111.4039
1749.03,144.97475,111.14895,64.1901,52.2649
1749.25,145.09,110.9922,62.628,104.5298
1749.5,144.8795,109.9384,62.8237,101.8906
1749.75,143.2775,107.7159,63.648,99.5471
1750,142.0306,105.8762,73.5282,97.3399
1750.25,141.0506,104.5014,68.2032,95.1116
1750.5,140.2141,104.145,71.3555,97.2366
1750.75,139.0077,104.7467,73.4772,98.7416
1751,136.9082,105.3993,75.297,101.1191
1751.25,134.1796,106.0889,73.5532,96.7663
1751.5,131.2008,106.4576,73.5264,98.2605
1751.75,130.9061,106.6478,73.9576,99.7179
1752,130.864,107.4072,75.8689,108.3855
1752.25,131.2424,108.4031,75.9982,104.2721
1752.5,131.4335,108.019,75.4426,109.1344
1752.75,131.5543,107.2229,75.2756,110.0031
1753,131.6884,105.7195,67.0629,118.0045
1753.25,132.142,104.0751,75.4224,111.0357
1753.5,133.0332,101.6696,72.955,115.2931
1753.75,131.9319,99.1772,70.2441,116.907
1754,130.4594,98.2551,55.2167,104.3829
1754.5,130.5762,96.5633,62.0621,110.5411
1754.75,130.2939,95.8472,59.252,107.2308
1755,128.4408,96.3319,57.0099,97.1773
1755.25,126.8038,97.1041,52.3106,103.8432
1755.5,128.0237,99.4595,51.5421,102.385
1755.75,129.3462,102.2086,52.5786,98.5298
1756,130.7654,106.3669,69.6252,113.9181
1756.25,131.7038,110.0845,61.3332,99.787
1756.5,132.1806,112.6851,65.4548,104.1777
1756.75,131.2258,114.8566,68.5203,110.3691
1757,131.1902,116.2224,64.5906,104.9576
1757.25,131.8739,117.4309,69.6955,115.7589
1757.5,133.3136,118.415,67.8574,112.4779
1757.75,134.8176,119.8726,66.1262,107.1803
1758,136.2913,121.8497,65.7602,92.2912
1758.25,137.8816,122.725,63.8265,103.3755
1758.5,139.5473,122.6664,64.4666,98.7141
1758.75,139.4352,121.6983,65.1103,93.9993
1759,138.8838,120.1386,69.3822,96.0049
1759.25,137.5165,119.3379,66.6612,90.9432
1759.5,138.2637,118.9103,68.0135,91.5141
1759.75,140.1318,118.2193,69.0129,92.7931
1760,142.3481,117.4334,68.4581,99.3159
1760.25,143.4278,116.8959,69.1806,97.9778
1760.5,142.4093,116.4205,67.9663,97.9138
1760.75,140.7627,114.5997,67.5281,98.3518
1761,138.9126,112.5676,72.2073,103.743
1761.25,138.3366,112.2648,69.4231,98.7891
1761.5,138.1431,112.0944,70.4492,97.262
1761.75,138.5289,111.7304,71.3967,99.6893
1762,139.1287,111.4464,70.7501,103.7507
1762.25,139.6611,112.4821,72.4097,110.0935
1762.5,138.8633,113.4688,71.5604,116.9527
1762.75,138.2187,114.1059,70.95,110.5983
1763,137.7658,114.7129,73.3135,106.2742
1763.25,138.4283,115.1894,71.0891,109.7294
1763.5,139.4225,115.115,72.348,114.1026
1763.75,140.6614,113.4034,73.187,109.3097
1764,141.179,111.5411,69.928,101.1717
1764.25,140.9472,109.3535,72.5707,108.2622
1764.5,140.8161,107.3358,70.3621,107.603
1764.75,140.6414,105.5942,69.2372,102.4228
1765,140.1952,104.7925,71.2826,100.8544
1765.25,138.5525,105.1602,70.6393,104.1872
1765.5,135.8774,106.1458,71.3847,103.0929
1765.75,132.4119,107.7247,71.6942,99.1371
1766,129.4151,108.5006,76.1416,100.2126
1766.25,128.282,108.6827,72.1209,105.007
1766.5,127.6994,107.9906,75.0142,105.3651
1766.75,127.5102,106.8055,76.6253,104.8317
1767,127.5221,106.5901,72.7,95.2718
1767.25,127.8351,106.7825,75.3604,95.4092
1767.5,128.8812,109.055,74.096,96.1478
1767.75,130.0239,111.954,73.1451,96.5973
1768,131.2235,113.7199,68.6552,67.9837
1768.25,131.3729,115.259,71.7772,91.0312
1768.5,131.3191,115.9624,70.0884,78.0569
1768.75,130.8948,116.5708,68.9407,69.288
1769,130.1889,117.9899,74.6909,70.8341
1769.25,129.369,119.4003,69.576,66.9965
1769.5,129.369,119.3493,72.4071,66.3663
1769.75,129.4767,119.1863,74.2928,67.8402
1770,129.7648,117.9109,67.0175,79.2678
1770.25,129.9735,116.4117,74.3265,69.3504
1770.5,130.1022,113.7023,72.7699,65.8618
1770.75,129.5861,111.4342,70.4707,71.4377
1771,129.1689,110.7238,56.9062,77.1081
1771.25,128.8883,109.899,63.4236,76.6241
1771.5,128.9339,108.7877,59.6125,73.0733
1771.75,129.0792,107.4617,57.1921,74.9396
1772,129.2365,105.7367,67.604,87.7619
1772.25,129.2718,104.0321,57.2787,81.2776
1772.5,129.1677,102.3565,58.6555,84.7167
1772.75,128.744,101.9284,61.7941,85.8591
1773,128.3063,102.8567,82.13,88.3121
1773.25,128.167,103.5732,73.1673,91.0679
1773.5,128.322,104.112,78.3592,91.0808
1773.75,128.7565,105.2015,81.6603,87.252
1774,128.544,106.6459,93.1854,87.7616
1774.25,128.4394,107.3237,82.6754,93.0351
1774.5,129.1307,107.6289,83.3335,91.5372
1774.75,129.9408,108.2369,86.4449,87.1358
1775,130.8445,108.9526,114.0769,75.9137
1775.25,130.7824,110.3283,100.3691,89.7083
1775.5,130.5975,111.8668,108.2043,82.9705
1775.75,130.341,113.8943,113.2087,75.3894
1776,129.0936,115.9971,117.8557,82.1758
