DEPTH,NO 6507/7-A-14,NO 6507/7-A-28,NO 6507/7-A-38,NO 6507/7-A-46
1130,117.3923,80.9711,106.3238,63.1637
1130.25,120.5177,80.8166,112.0932,64.4396
1130.5,123.1887,80.7396,108.4154,64.1081
1130.75,125.3961,79.973,106.3503,63.6932
1131,124.4594,78.3061,107.9449,62.7228
1131.25,123.2907,76.3892,107.3311,62.6223
1131.5,122.0446,74.2749,109.634,62.6465
1131.75,121.1262,72.6923,109.9956,62.709
1132,120.2874,71.3556,99.5411,62.5014
1132.25,119.4963,70.5934,106.5002,62.735
1132.5,118.7075,69.9671,105.8019,62.3567
1132.75,117.9009,69.082,103.5937,62.0037
1133,117.0188,68.3584,93.2586,63.4331
1133.25,116.0995,70.5138,95.9121,62.9752
1133.5,115.1553,72.5518,92.7961,63.0783
1133.75,114.1655,74.0684,91.7716,63.1939
1134,113.0653,75.9763,105.8839,63.6734
1134.25,111.8738,78.7602,95.482,63.6685
1134.5,109.956,79.982,98.5824,63.8767
1134.75,108.2176,79.1651,102.0289,64.0025
1135,106.6996,78.6848,101.9738,60.9941
1135.25,104.5713,78.4702,107.8023,63.2093
1135.5,103.6653,77.3705,107.4534,62.1489
1135.75,105.1459,75.8615,105.5917,61.2598
1136,108.3236,74.6851,102.5785,62.3155
1136.25,110.7553,73.5873,100.2926,60.9471
1136.5,109.7181,73.1142,100.8402,61.5682
1136.75,108.8249,72.8128,101.5925,62.0818
1137,107.993,74.5482,101.7757,61.6094
1137.25,107.1617,76.1058,102.6434,62.3299
1137.5,106.5279,76.8734,101.6659,61.853
1137.75,106.0664,77.4432,101.3497,61.5561
1138,106.3552,77.5701,100.7474,58.7807
1138.25,107.524,77.1262,101.7517,61.3696
1138.5,109.5591,75.9374,101.2271,60.6317
1138.75,111.3546,75.2649,100.8861,59.7863
1139,113.1628,74.9998,99.5328,58.9731
1139.25,115.0065,75.8499,100.43,58.1869
1139.5,116.9373,77.2156,99.9171,58.1336
1139.75,117.9242,79.8145,99.6121,58.3799
1140,116.7337,82.7048,108.1872,62.0386
1140.25,115.9955,83.6029,100.7499,59.67
1140.5,115.6988,84.251,103.3613,60.473
1140.75,116.5381,83.1573,105.8433,61.262
1141,117.442,81.7858,108.131,64.0249
1141.25,118.359,79.1811,109.1307,62.7199
1141.75,119.8973,76.1171,108.2567,63.7415
1142,120.7206,75.4513,109.4314,63.7368
1142.25,120.8113,75.1834,108.2312,64.0017
1142.5,120.6138,74.9342,108.566,63.7894
1142.75,120.0763,74.7004,108.9654,63.7236
1143,121.8104,75.1532,109.0561,65.1882
1143.25,124.4406,75.9572,108.9314,63.9822
1143.5,128.2625,76.154,107.4439,64.3367
1143.75,127.4217,76.1772,107.4784,64.7505
1144,125.2859,77.2497,109.5611,61.9439
1144.25,122.5783,78.4356,110.7064,65.2723
1144.5,123.4049,78.3935,112.4297,65.2337
1144.75,125.3261,78.3467,112.0457,63.7941
1145,125.4674,78.2677,116.9559,50.0461
1145.25,125.6191,78.3497,109.1262,58.8057
1145.5,125.7082,78.9382,110.7174,55.3542
1145.75,124.7539,79.0276,113.3341,52.6286
1146,123.3344,78.2195,114.6616,53.2087
1146.25,121.4726,77.9051,118.3042,50.0644
1146.5,120.0096,78.1397,117.4427,50.4839
1146.75,118.6534,77.7521,116.2242,51.7953
1147,117.4271,76.931,114.5995,57.3215
1147.25,117.0526,76.6063,113.5942,53.6198
1147.5,116.7272,76.489,113.0001,53.9534
1147.75,116.2167,76.6708,113.3517,55.6094
1148,115.8378,76.9178,112.2899,62.4443
1148.25,115.6037,77.5759,114.9828,58.9923
1148.5,115.7493,78.2457,114.5539,60.6468
1148.75,115.798,78.634,113.6453,61.5762
1149,115.798,79.1452,113.2747,63.3283
1149.25,115.798,80.2593,111.6517,62.2021
1149.5,115.798,80.9285,111.6763,62.0331
1149.75,115.7992,80.4824,112.2321,62.6705
1150,115.8724,80.6532,117.4026,66.1645
1150.25,116.0239,81.7449,114.22,64.1444
1150.5,116.2648,81.4873,115.0769,64.9318
1150.75,118.5985,79.9698,116.1448,65.5499
1151,120.9357,78.8231,117.3875,67.0578
1151.25,122.9578,77.8912,118.2371,66.7627
1151.5,121.5314,77.7241,118.6936,67.2288
1151.75,119.559,77.8133,118.3811,67.1892
1152,118.176,78.2831,117.0054,64.645
1152.25,117.0914,78.8123,116.9011,66.6332
1152.5,116.336,79.3272,116.8601,66.1053
1152.75,116.6194,79.6863,116.8983,65.2968
1153,117.0993,78.5959,115.6619,63.7079
1153.25,117.7043,78.0627,117.5981,64.3586
1153.5,118.3743,79.5894,118.6102,64.0942
1153.75,118.4741,80.8037,117.8813,63.8742
1154,118.0506,81.3805,113.9772,62.9135
1154.25,115.9233,81.8842,113.5243,63.6358
1154.5,113.4336,82.2968,111.4562,63.4985
1154.75,110.5158,82.7087,111.7308,63.2608
1155,108.6225,83.12,115.3592,61.1352
1155.25,107.3404,82.5087,115.7466,62.4173
1155.5,107.0252,81.4089,117.118,61.9401
1155.75,106.7129,81.951,116.8973,61.4855
1156,106.3129,82.9224,127.5482,62.4901
1156.25,105.6062,81.8437,116.5132,60.895
1156.5,105.24,80.6177,119.8757,61.1696
1156.75,105.5469,81.6982,123.575,61.9248
1157,109.4165,82.5272,123.096,65.1377
1157.25,113.5238,81.8202,128.864,62.899
1157.5,117.7002,81.25,128.0366,63.6102
1157.75,117.8649,81.0759,126.0356,64.5411
1158,117.8301,79.563,124.0279,64.1144
1158.25,117.5759,75.7958,122.1774,65.5206
1158.5,117.0334,71.6814,122.8611,65.1682
1158.75,116.2585,67.2034,123.4728,64.4044
1159,115.1375,63.5607,128.4683,63.5786
1159.25,113.9477,60.4643,124.2308,64.0555
1159.5,113.3321,61.0543,124.1592,63.9527
1159.75,114.2451,63.0741,125.6934,63.8313
1160,115.109,67.0639,112.4242,63.5508
1160.25,115.2406,71.4388,127.9409,63.2785
1160.5,112.0945,74.589,124.8837,63.2612
1160.75,110.43,77.7071,119.5272,63.3308
1161,109.6002,81.2192,80.3233,64.1105
1161.25,108.3323,84.1233,103.8315,63.8093
1161.5,105.7066,84.3383,94.1169,64.0888
1161.75,101.8776,84.3672,86.4542,64.3727
1162,101.2551,83.9627,103.2949,63.8121
1162.25,101.3982,82.8722,79.9563,63.7581
1162.5,102.4684,80.8198,83.8556,63.6097
1162.75,103.5274,79.4732,92.013,63.4868
1163,104.5875,78.7466,134.3629,68.2665
1163.25,105.6527,78.1165,114.3514,64.1762
1163.5,106.2102,77.5388,125.2439,65.5653
1163.75,106.6116,77.399,131.4819,67.0072
1164,106.964,77.3942,139.921,68.3462
1164.25,106.2388,77.7318,137.1114,69.5012
1164.5,105.1671,78.1159,139.7652,69.1371
1164.75,105.0861,78.3223,140.5171,68.7703
1165,106.932,78.5444,132.5343,68.3142
1165.25,110.0941,78.8958,138.5509,67.9619
1165.5,111.7041,79.169,136.6368,68.0676
1165.75,112.6285,79.1779,134.621,68.1766
1166,112.8249,79.9786,119.6823,66.5492
1166.25,112.1493,82.2888,129.48,68.3447
1166.5,111.4433,82.2944,125.7576,67.7008
1166.75,110.7844,79.5957,122.5454,67.0764
1167,110.1485,77.7023,116.445,64.9005
1167.25,109.971,76.4016,117.4581,66.0374
1167.5,110.9228,74.9845,115.6672,65.5875
1167.75,112.7648,73.5157,115.5075,65.1773
1168,114.2748,75.7866,111.0719,64.3719
1168.25,112.9738,78.9461,115.9482,64.6857
1168.5,109.3486,80.9242,114.4952,64.646
1168.75,104.6674,82.7441,112.8478,64.5624
1169,102.6864,83.0974,118.3339,63.6648
1169.25,102.8135,83.3132,112.4947,64.1897
1169.5,104.7439,82.7846,116.0129,64.0246
1169.75,106.4644,81.8853,117.7513,63.8518
1170,107.3656,79.9934,128.3885,62.5983
1170.25,107.2261,78.4454,120.0003,63.4069
1170.5,107.383,77.4401,122.3643,63.0364
1170.75,108.3326,77.2908,125.2197,62.7553
1171,110.7455,77.9843,133.7952,62.2561
1171.25,112.6633,79.5766,130.2646,62.4605
1171.5,113.9091,81.7203,131.3232,62.3461
1171.75,113.4554,83.1123,132.5169,62.2769
1172,113.0413,84.2343,132.7375,63.4606
1172.25,112.7956,83.1933,134.0769,62.4363
1172.5,113.458,81.7758,133.7395,62.8058
1172.75,114.2148,82.109,133.277,63.1455
1173,114.9785,82.3508,125.7796,64.2059
1173.25,114.4635,80.7878,131.5737,63.6334
1173.5,113.9187,79.6233,130.029,63.703
1173.75,113.3435,80.2195,128.039,63.9107
1174,112.8275,80.292,136.2441,62.7777
1174.25,112.2528,79.0971,125.6616,64.3058
1174.5,111.583,79.0557,126.8269,64.2976
1174.75,110.858,80.7433,130.7242,63.6828
1175,110.0125,81.2882,130.1022,56.0063
1175.25,108.9037,80.7262,137.4896,60.9586
1175.5,107.9185,80.6539,136.2198,58.7638
1175.75,107.1364,80.8869,133.5648,57.2635
1176,107.0134,79.0878,123.5852,59.8936
1176.25,106.9064,76.5124,127.1277,56.5767
1176.5,106.9667,72.7167,124.4354,57.6836
1176.75,108.4994,68.6736,123.5056,58.7888
1177,111.0962,64.5041,133.4068,63.0343
1177.25,114.5781,60.2494,127.1096,60.5638
1177.5,117.3403,54.438,132.5889,61.1497
1177.75,119.1852,49.7755,134.1105,62.0672
1178,119.8961,51.3817,140.1005,62.8565
1178.25,116.4293,53.768,133.7619,63.2294
1178.5,112.9762,58.3433,134.7069,63.3407
1178.75,110.4219,63.6498,137.0247,63.1106
1179,110.5022,70.1987,143.4094,63.7047
1179.25,111.2451,75.1986,140.9379,63.2685
1179.5,111.9983,78.5092,140.551,63.704
1179.75,112.7761,79.5596,141.593,63.7152
1180,113.5659,79.0142,145.6989,61.2284
1180.25,114.3648,79.7784,145.2206,63.0186
1180.5,115.0615,81.1201,147.029,62.3397
1180.75,115.6444,80.458,146.8837,61.7659
1181,115.3879,79.3006,154.1427,61.5185
1181.25,114.1548,79.3159,145.7794,61.0338
1181.5,111.9552,79.4357,146.5267,60.8976
1181.75,110.2499,78.8804,149.701,61.1603
1182,109.1816,78.6668,149.3875,64.3882
1182.25,109.0192,80.8396,155.7283,62.3779
1182.5,109.2374,82.1441,155.8364,63.2058
1182.75,109.5912,80.5914,153.2917,63.9021
1183,110.1063,79.3055,149.6054,62.3403
1183.25,110.9075,78.5355,147.909,64.1483
1183.5,111.9099,77.9214,147.6617,63.7893
1183.75,113.3317,77.4988,148.3887,63.0855
1184,115.3097,79.062,140.6154,60.0862
1184.25,117.0081,82.208,148.143,61.4937
1184.5,113.8874,84.0019,145.346,60.7595
1184.75,109.4536,85.1126,142.8953,60.263
1185,104.0178,82.96,123.3466,62.1554
1185.25,104.9047,79.8444,138.784,60.4943
1185.5,106.028,77.0967,137.1718,61.0161
1185.75,107.4318,74.3993,131.292,61.7189
1186,108.9851,74.9023,96.2834,61.5259
1186.25,110.8979,75.5221,114.7466,62.221
1186.5,113.4277,76.8727,105.8327,62.0891
1186.75,116.07,78.5495,100.2639,61.7161
1187,117.985,81.5034,107.8568,62.3024
1187.25,117.745,83.5852,96.1389,61.532
1187.5,117.0861,83.7369,97.7981,61.6846
1187.75,116.1111,84.0594,102.191,61.9753
1188,114.3765,84.6187,115.6167,63.0819
1188.25,113.1342,83.3463,112.6493,62.6596
1188.5,112.3401,80.4288,117.0389,62.9301
1188.75,113.6135,78.9872,117.2759,63.1374
1189,115.2739,78.3951,112.376,62.1647
1189.25,117.3044,77.9528,114.7246,62.8593
1189.5,119.8299,77.5624,114.1796,62.5674
1189.75,122.4993,77.899,113.343,62.2371
1190,125.3456,78.3635,115.2862,62.7651
1190.25,126.3507,77.3035,112.7143,62.216
1190.5,126.4356,76.3515,113.6313,62.4681
1190.75,125.1447,77.8756,114.4749,62.803
1191,123.2779,79.1639,115.6822,62.5632
1191.25,121.4897,79.3304,115.8429,62.5964
1191.5,120.6449,80.301,116.2888,62.4704
1191.75,118.2213,83.3237,116.1182,62.3571
1192,114.6344,85.6631,141.0172,63.0427
1192.25,108.2285,86.9311,119.6813,62.8468
1192.5,103.7605,87.4629,125.5695,62.9347
1192.75,100.8809,87.2501,132.9737,62.9845
1193,104.1525,86.71,150.6386,61.9336
1193.25,109.1808,85.9564,145.8049,63.1021
1193.5,116.2209,84.9538,149.2335,62.6737
1193.75,115.6777,83.8508,150.4028,62.1919
1194,114.4577,85.2205,152.8542,61.5247
1194.25,113.2609,87.1307,149.9461,61.6912
1194.5,113.3074,86.159,148.8739,61.5318
1194.75,113.8384,85.0157,150.3486,61.375
1195,114.9349,85.2089,165.4158,60.9668
1195.25,115.9472,85.2498,156.5392,61.6632
1195.5,116.9577,84.3857,160.6965,61.4406
1195.75,118.1214,83.8519,163.3536,61.2163
1196,119.0634,84.2986,149.9557,62.4454
1196.25,119.8535,83.7512,161.9052,60.7983
1196.5,120.4354,81.4343,156.2077,61.401
1196.75,120.9724,79.9146,152.6636,61.9855
1197,121.4678,79.3028,153.5296,61.9241
1197.25,121.6092,77.5956,149.0749,62.8027
1197.75,120.6338,75.4789,150.8143,62.383
1198,120.0854,77.2295,156.8044,61.0811
1198.25,119.732,77.5672,156.2192,61.5204
1198.5,119.732,77.5316,158.899,61.308
1198.75,119.732,78.8544,158.4366,61.1359
1199,119.5076,80.3046,154.5065,61.7228
1199.25,118.4527,77.9287,156.2198,61.0592
1199.5,117.4929,75.405,156.0211,61.1186
1199.75,116.7559,71.7376,155.3499,61.2959
1200,117.4979,67.9947,144.6071,64.1499
1200.25,117.7273,63.9871,151.3632,62.2428
1200.5,117.539,60.5477,147.3911,62.9334
1200.75,117.1879,58.2615,145.6087,63.5782
1201,116.4327,58.3078,162.7426,65.6526
1201.25,115.1705,61.3483,148.5421,64.6383
1201.5,113.3415,66.9799,154.2181,65.0103
1201.75,111.6397,74.7684,158.6903,65.3507
1202,110.3295,81.4889,160.0623,63.4819
1202.25,109.8713,87.6432,163.2766,65.75
1202.5,109.8118,89.605,162.5969,65.6275
1202.75,110.2971,90.2526,161.4153,64.8596
1203,110.0634,87.6176,155.9756,53.7562
1203.25,109.7115,84.4884,158.4396,61.5322
1204,114.42,80.5824,138.5389,55.7637
1204.25,114.0423,81.625,154.2006,52.4804
1204.5,113.6445,81.9904,151.9007,52.1389
1204.75,113.2229,82.4317,145.8341,53.4835
1205,112.0199,83.0742,95.3374,60.8448
1205.25,111.3479,83.1069,128.2284,57.2838
1205.5,111.8428,82.1011,116.9455,58.4384
1205.75,116.0593,81.2117,106.0756,59.6333
1206,120.8993,80.4555,82.1232,65.8739
1206.25,124.5108,81.2943,90.2529,62.3124
1206.5,125.2578,83.376,86.95,63.87
1206.75,124.4342,85.1197,84.4167,64.9434
1207,122.1532,86.6876,84.971,68.4891
1207.25,120.4775,87.1814,80.9907,66.5992
1207.5,119.276,87.3248,80.2156,67.2746
1207.75,118.7383,85.4233,82.177,67.8879
1208,119.1188,83.1609,149.5237,67.1652
1208.25,120.6207,80.075,98.9123,68.6179
1208.5,122.2617,77.0981,116.2056,68.6753
1208.75,122.4855,77.68,132.9467,67.9625
1209,119.8904,78.1224,162.0133,64.7844
1209.25,117.7462,77.693,155.4242,66.6145
1209.5,116.2189,77.9522,158.1901,66.0814
1209.75,116.3882,80.4662,160.2099,65.4349
1210,116.0933,81.9261,167.3279,61.6272
1210.25,115.5585,81.2454,163.8128,63.488
1210.5,114.9535,80.8918,165.6112,62.2208
1210.75,114.2867,80.979,166.5861,61.9469
1211,113.5692,80.5905,171.4148,57.5079
1211.25,112.9803,79.7665,169.0929,60.619
1211.5,112.9101,79.3023,171.1441,59.6024
1211.75,113.4965,79.0605,171.5119,58.5057
1212,114.3321,78.8152,171.6349,55.3485
1212.25,115.5585,78.5685,170.7522,57.1918
1212.5,117.5164,78.0309,169.9353,56.8018
1212.75,119.0355,77.425,170.5873,56.0207
1213,119.3795,75.9205,169.1523,56.5001
1213.25,115.9257,74.3252,171.7099,55.1366
1213.5,113.7507,73.9462,171.5262,55.1079
1213.75,112.608,73.7793,170.4557,55.7162
1214,114.7038,75.5644,171.7026,59.4667
1214.25,116.0275,77.6716,169.9322,57.795
1214.5,116.7107,81.1164,171.2521,58.8538
1214.75,116.8209,84.0676,171.6015,59.329
1215,117.016,85.8101,155.3188,58.8611
1215.25,117.3298,86.1403,168.4035,58.8878
1215.5,115.1639,84.224,164.2456,58.604
1215.75,113.0331,82.381,159.8161,58.8621
1216,111.7131,80.6168,135.4358,57.296
1216.25,111.9424,80.7163,150.1318,58.4454
1216.5,112.667,82.1766,144.7752,58.0858
1216.75,113.4575,84.0319,140.0312,57.8048
1217.25,114.9553,87.1477,134.0965,56.5078
1217.5,115.9804,87.9251,133.5369,56.099
1254.21,119.4642667,88.18943333,105.9813,56.97963333
1297.71,122.9481333,88.45376667,78.4257,57.86026667
1319.75,126.432,88.7181,50.8701,58.7409
1320,125.4855,86.5331,52.5784,57.6884
1320.25,125.012,86.7723,49.6995,59.5468
1320.5,126.9981,87.5166,49.3569,58.0688
1320.75,128.7325,86.1511,50.968,57.3504
1321,130.008,84.5535,60.1238,60.1698
1321.25,128.4804,84.1125,54.1837,58.7698
1321.5,127.7,83.6436,55.8611,60.7253
1321.75,127.5424,82.0026,57.9603,61.1899
1322,126.767,80.7666,72.8022,49.9331
1322.25,125.4698,82.4751,62.6599,57.7697
1322.5,123.4761,84.1003,65.3564,54.205
1322.75,121.5791,85.3802,68.9721,51.6935
1323,119.5935,86.1836,88.9016,53.1889
1323.25,117.3675,85.6825,77.8485,48.9504
1323.5,118.2756,84.6518,82.6268,48.4342
1323.75,120.3997,82.5971,85.8996,50.2323
1324,123.0752,80.5815,90.2788,50.7137
1324.25,123.793,78.6211,90.3987,54.9173
1324.5,123.3557,78.13,91.5873,56.1386
1324.75,123.6913,79.1826,91.0785,53.9905
1325,124.2348,79.6856,82.6276,56.4173
1325.25,124.9885,79.7586,87.894,52.2288
1325.5,123.457,79.4824,85.6183,55.0144
1325.75,121.8291,79.0049,83.9307,55.9072
1326,120.2969,77.9412,82.7041,61.6623
1326.25,120.5947,76.6353,83.3766,60.8831
1326.5,121.5224,77.1974,83.9502,65.9238
1326.75,123.0801,78.2832,83.5963,64.1135
1327,124.272,79.8453,72.2808,70.628
1327.25,125.0203,81.4885,78.9946,61.2846
1327.5,123.9228,81.654,75.576,61.0028
1327.75,123.4316,81.7043,73.665,65.8817
1328,123.4125,81.6858,84.5534,70.2618
1328.25,125.001,81.5762,73.6,71.6941
1328.5,125.3962,80.3329,75.4745,72.5601
1328.75,124.3325,79.5332,80.1714,71.1208
1329,122.3477,81.2924,88.976,76.6714
1329.25,120.8622,82.7956,87.3501,73.61
1329.5,120.6343,83.3968,89.6231,76.4712
1329.75,121.7601,84.0291,89.2856,76.8229
1330,123.0648,84.7369,89.6763,72.6453
1330.25,123.4792,84.3803,88.8042,74.5547
1330.5,123.5488,82.1418,88.7459,73.0051
1330.75,123.5026,80.9261,89.2431,73.2011
1331,124.2493,81.061,79.0001,75.4888
1331.25,124.7423,81.5612,89.799,70.2176
1331.5,125.0046,82.4258,89.0141,69.4204
1331.75,125.6356,83.7926,83.8711,71.965
1332,126.1129,85.5378,67.5173,91.304
1332.25,126.3408,84.8999,75.423,80.6852
1332.5,126.551,82.9216,72.0581,85.0983
1332.75,126.4992,82.1543,69.6935,88.3867
1333,125.7835,81.8823,64.954,97.6427
1333.25,124.5699,82.0324,66.2212,93.771
1333.5,123.2959,82.302,65.1576,96.0737
1333.75,122.7307,83.9959,65.1704,98.2079
1334,122.2534,85.9431,70.5575,92.6266
1334.25,121.8778,86.9125,63.6859,94.7279
1334.5,122.6107,87.7954,63.2916,92.4031
1334.75,123.0083,87.6212,66.8685,90.5125
1335,123.0369,87.4707,83.1095,97.2059
1335.25,122.0989,87.9072,74.7516,97.2231
1335.5,120.8862,88.1673,78.5672,99.288
1335.75,119.3362,87.2227,80.693,100.0411
1336,118.5073,86.6098,96.8802,85.7541
1336.25,118.4782,87.3447,86.8122,92.833
1336.5,120.4684,87.684,90.4182,90.5055
1336.75,123.3459,86.9376,93.6001,88.8917
1337,126.4894,86.9885,104.157,92.527
1337.25,128.288,88.6092,100.5877,82.1935
1337.5,129.3606,88.7776,103.7139,85.9817
1337.75,129.8392,86.826,104.3348,91.3389
1338,126.7735,85.63,90.6429,88.8567
1338.25,123.0537,85.2653,100.566,93.0667
1338.5,118.5126,83.822,96.9925,90.6838
1338.75,118.7255,81.4815,93.4935,88.0003
1339,120.4537,79.416,90.4968,91.6959
1339.25,123.9659,77.5224,90.5158,89.9069
1339.5,125.9929,73.4859,90.4702,90.9238
1339.75,126.7728,68.4652,90.7639,91.9026
1340,124.2864,66.0842,81.2162,97.3301
1340.25,123.4356,64.5603,87.9139,91.6967
1340.5,123.8246,65.4287,85.4647,94.3679
1340.75,127.9857,66.8061,83.5626,96.7965
1341,130.0358,70.2762,68.7017,90.591
1341.25,129.9941,73.9937,77.0654,97.7719
1341.5,125.2165,75.2789,73.1999,97.7132
1341.75,121.4422,76.5456,70.4832,96.5058
1342,119.781,79.8925,76.7151,82.9047
1342.25,121.5605,82.9956,70.6553,84.8549
1342.5,124.3176,83.9823,72.624,79.6927
1342.75,127.7067,85.056,74.6528,77.4821
1343,129.0137,86.5454,95.6003,85.3964
1343.25,129.4988,87.6043,78.9086,85.7968
1343.5,130.4817,87.3197,82.085,83.3166
1343.75,131.3828,87.109,89.0912,82.7058
1344,132.1944,87.0608,104.778,83.9955
1344.25,131.1244,86.6143,100.1888,84.822
1344.5,129.3929,85.5236,103.8485,79.4086
1344.75,126.8676,83.9351,103.9476,78.7363
1345,125.8058,81.7424,116.1219,84.3889
1345.25,125.0886,79.6071,108.3894,86.3214
1345.5,124.7128,77.5246,111.7458,85.5398
1345.75,124.1343,76.2861,114.1404,84.9004
1346,123.6272,75.6317,112.2546,83.0131
1346.25,123.6106,76.2613,116.5577,84.1181
1346.5,124.6195,77.5503,116.4151,84.0303
1346.75,126.1362,78.1821,114.1256,83.6238
1347,127.205,78.5715,110.3846,88.6191
1347.25,127.4848,79.2055,111.9249,83.8452
1347.5,127.0606,79.9005,111.4879,85.4509
1347.75,125.9123,78.0986,110.6588,87.0389
1348,124.8144,75.923,115.6979,88.438
1348.25,123.8253,77.354,112.1217,90.639
1348.5,123.0815,79.0036,113.7384,92.8186
1348.75,121.9883,79.1737,114.9217,91.1822
1349,119.9065,79.4461,117.758,82.349
1349.25,117.4322,80.9146,115.0209,88.873
1349.5,115.3169,82.1094,114.7949,90.0233
1349.75,115.8081,81.7354,116.1664,86.5683
1350,117.8727,81.3065,127.4746,93.086
1350.25,120.9712,80.681,120.1236,85.0479
1350.5,123.9617,79.9949,122.5187,88.5237
1350.75,126.334,79.1588,125.0168,90.8416
1351,128.0384,78.7266,135.6124,112.283
1351.25,128.0458,79.0202,129.7926,95.1915
1351.5,127.8888,78.9555,132.0333,97.4189
1351.75,127.7023,78.4105,134.0081,104.9169
1352,127.9661,77.6478,131.0801,109.3264
1352.25,128.5112,76.6647,135.9536,117.7327
1352.5,129.5947,75.6387,135.5854,121.8907
1352.75,130.5966,74.5798,132.8171,115.1263
1353,131.5134,74.4123,138.0468,109.3393
1353.25,132.0759,74.7544,132.8062,109.1186
1353.5,132.137,75.6051,134.5971,109.0259
1353.75,131.7955,76.6677,136.6034,109.4287
1354,130.9792,77.276,143.0075,105.7856
1354.25,130.2295,77.7529,137.628,107.5998
1354.5,129.571,77.4534,137.9602,106.2372
1354.75,128.5662,77.0118,140.758,105.8875
1355,127.239,76.1279,142.5851,106.3088
1355.25,125.3109,75.2028,143.4698,106.2293
1355.5,124.4805,76.6759,143.6373,106.3959
1355.75,124.3532,78.1443,142.8508,106.0564
1356,125.6708,78.8846,145.975,96.7872
1356.25,126.751,79.6777,143.992,107.4672
1356.5,127.6494,80.8434,145.2649,105.1967
1356.75,127.9766,81.7161,146.1105,98.4998
1357,128.0097,81.3694,132.8059,98.591
1357.25,127.7565,81.4905,142.7343,100.5209
1357.5,127.8705,82.9196,139.5806,101.1613
1357.75,127.9942,83.8804,136.7002,98.9373
1358,128.0999,83.9035,102.5745,104.8536
1358.25,127.5797,83.4943,125.7487,99.7168
1358.5,126.6606,82.4443,118.386,102.479
1358.75,124.9992,82.064,110.077,106.3234
1359,123.8232,82.4314,78.0002,111.2528
1359.25,123.2103,82.8225,97.5522,100.4363
1359.5,124.7637,83.2335,92.1694,102.8468
1359.75,126.447,83.8135,85.6859,108.4032
1360,128.1818,84.5008,48.6795,93.9649
1360.25,127.8461,84.2529,66.6706,113.0806
1360.5,128.1658,83.568,56.9345,105.8398
1361,131.3379,85.9772,53.8217,110.6674
1361.25,133.4012,85.7741,50.2207,94.0006
1361.5,135.2121,85.2047,51.7057,99.5419
1361.75,135.8719,84.7603,53.0237,106.0551
1362,135.8476,84.3315,50.1501,118.7699
1362.25,134.5398,82.6824,53.0874,115.048
1362.5,132.8524,81.0351,52.2403,117.0486
1362.75,131.2506,81.6178,51.0632,118.8774
1363,132.4069,82.1893,50.7391,128.9934
1363.25,133.9167,82.6519,50.004,118.6616
1363.5,135.7361,82.9786,50.0602,121.828
1363.75,135.6066,82.5975,50.7004,125.0392
1364,133.6584,82.1097,47.1295,112.336
1364.25,129.1872,81.2628,49.0546,131.9303
1364.5,122.592,80.5285,47.6734,125.5065
1364.75,117.0687,80.0602,47.1558,119.0432
1365,115.0907,80.1948,55.48,112.5789
1365.25,112.7896,81.3773,48.4916,107.8787
1365.5,110.3586,82.7659,50.2975,113.6204
1365.75,107.88,84.4241,53.3492,117.0861
1366,106.5454,85.4492,51.2816,88.9324
1366.25,106.2766,85.8445,55.0439,106.8195
1366.5,112.731,86.3044,54.252,97.5586
1366.75,120.1313,86.8132,52.4754,90.609
1367,128.5348,87.4353,50.8165,77.3252
1367.25,131.4375,88.1219,51.6906,87.508
1367.5,134.52,87.8984,51.8146,86.5604
1367.75,138.7041,87.2952,51.1599,83.5631
1368,142.9064,87.6901,53.6875,82.257
1368.25,146.1277,88.3769,51.3178,74.644
1368.5,146.2597,87.7116,51.9623,76.7011
1368.75,146.5731,86.792,52.9926,79.2192
1369,146.9994,87.3625,50.929,80.1598
1369.25,147.6293,88.0808,53.4847,84.1635
1369.5,148.1492,87.5804,52.8897,84.9896
1369.75,148.583,87.0105,51.252,83.508
1370,149.1466,85.5693,61.6475,91.7396
1370.25,149.2188,84.2684,54.0788,81.216
1370.5,148.6581,84.0588,57.11,85.2806
1370.75,147.2986,83.738,59.83,88.6961
1371,146.2345,82.9179,62.5062,103.1079
1371.25,146.0537,82.4322,61.1126,93.2099
1371.5,146.7751,82.9488,60.948,93.9293
1371.75,147.6971,83.2301,61.7422,97.8839
1372,148.2358,83.0074,62.4463,98.7204
1372.25,146.8691,82.7034,63.1925,101.5486
1372.5,144.473,82.2703,63.5602,97.842
1372.75,143.0298,82.1735,63.1138,97.8228
1373,142.2976,82.4804,58.5989,101.7367
1373.25,142.2443,83.5998,61.2176,100.9906
1373.5,142.1032,85.4618,60.093,103.5178
1373.75,141.9462,86.9917,59.2309,102.8385
1374,141.7713,88.2913,61.7332,96.7174
1374.25,141.4374,89.44,58.5434,101.5496
1374.5,141.2028,90.5107,58.9648,101.4368
1374.75,141.3291,90.4589,60.573,99.0887
1375,142.5063,89.985,68.8128,104.875
1375.5,148.548,89.0435,62.7538,105.9965
1375.75,151.8772,88.0257,65.9752,105.3742
1376,154.5842,86.9208,80.9493,97.2783
1376.25,153.0005,86.2093,70.7129,105.6174
1376.5,152.0736,85.5263,73.1868,105.6361
1376.75,151.9404,82.5481,77.0527,100.8823
1377,151.8563,79.8301,94.1566,103.4311
1377.25,152.6214,80.7829,84.9201,99.1705
1377.5,155.2304,81.7231,88.6416,101.027
1377.75,158.969,82.5829,91.7661,102.7532
