DEPTH,BONA0014,BONA0019,BONA0042,BONA0047,BONA0049,BONA0053,BONA0054
201,56.0964,57.8087,39.2287,83.4726,78.2168,62.9109,70.7044
201.25,54.7462,55.8741,44.8821,83.2859,79.0283,63.3094,70.1373
201.5,55.2062,56.3263,42.3847,83.3969,79.14,63.2616,69.8212
201.75,55.6564,57.1573,39.9971,83.7191,79.7593,63.2445,69.7933
202,55.1742,57.8927,39.2305,83.8301,81.4344,63.3003,69.97
202.25,56.3446,58.1849,38.6849,83.7938,81.8789,63.458,70.2129
202.5,56.3946,58.2772,38.9156,83.8393,80.3713,63.8466,70.4446
202.75,56.0092,57.937,39.1038,83.9408,80.5491,64.2407,70.7224
203,51.8272,59.2947,38.5097,83.663,82.7986,64.6468,71.1171
203.25,54.253,58.297,39.2581,83.1301,83.5574,65.0555,71.7626
203.5,53.243,58.6715,39.2179,82.5152,82.8873,65.4691,72.6729
203.75,52.4323,59.0012,38.903,81.8462,82.9525,65.8517,73.5641
204,51.9652,58.0784,36.877,81.4554,83.5667,66.1734,73.9583
204.25,51.6406,59.5338,37.9532,81.2451,84.3125,66.4082,73.5754
204.5,51.8856,59.4046,37.4339,81.1858,85.1342,66.4806,72.4922
204.75,51.9952,58.7257,37.1678,81.2227,83.3227,66.7954,71.0425
205,51.8427,55.413,34.1886,81.4119,80.3632,67.5429,69.6536
205.25,51.8097,57.478,36.536,81.6964,78.8859,68.9559,68.6868
205.5,51.5247,56.8074,35.9222,82.6987,77.8808,71.5038,68.346
205.75,51.5327,56.0329,35.0525,84.142,74.8179,74.1995,68.5914
206,49.9606,54.9655,32.2283,87.3545,71.3041,77.136,69.1442
206.25,51.9039,55.0202,33.3271,91.6342,73.5999,79.0128,69.7224
206.5,51.7089,54.7978,32.7898,96.4457,76.6709,79.2375,70.1654
206.75,51.0656,54.8243,32.3225,101.5722,79.004,78.1174,70.378
207,47.2637,54.5288,34.2386,105.4326,81.2801,74.9914,70.297
207.25,48.9344,55.2737,32.2525,108.557,81.3877,71.7153,69.9606
207.5,47.9893,55.2483,32.6249,108.9624,81.469,68.2249,69.5187
207.75,47.4287,54.74,33.2621,107.8165,81.1897,65.6575,69.134
208,47.5744,56.3509,36.92,104.6751,80.6708,64.3521,68.8957
208.25,47.2441,54.7454,35.1003,100.4163,78.5489,63.9548,68.7703
208.5,47.3741,55.2275,35.8923,96.3997,76.8879,64.7465,68.6632
208.75,47.4844,56.09,36.4358,92.5163,77.1671,65.5359,68.4971
209,48.3973,53.8411,44.1287,89.7335,76.9926,66.3226,68.2386
209.25,47.8024,55.7541,37.5243,87.5444,75.485,66.6726,67.9318
209.5,48.1724,55.1098,38.4321,86.0867,74.7712,66.4976,67.6534
209.75,48.3723,54.3984,40.7537,85.0162,75.7763,66.1239,67.4758
210,49.5552,53.6314,67.2348,84.2072,76.7813,65.5212,67.4646
210.25,48.4273,53.5014,49.3707,83.5342,77.7863,64.8049,67.6708
210.5,48.4623,53.3891,55.2949,83.0821,79.1106,63.9629,68.1052
210.75,48.8352,53.5963,61.7883,82.7427,80.8416,62.5932,68.6971
211,53.2636,53.001,72.147,83.1602,81.592,60.6651,69.2976
211.25,50.3838,53.4263,72.2934,83.9559,81.3687,58.6144,69.7186
211.5,51.3238,53.1421,73.9097,84.5263,80.8306,56.4394,69.7237
211.75,52.2836,52.7478,74.8123,84.9865,80.049,54.944,69.2207
212,55.9649,59.8498,57.5258,85.0326,79.6865,54.1096,68.3675
212.25,54.1548,54.1497,69.0222,84.8798,79.5747,53.9383,67.3977
212.5,54.9549,55.6894,64.7336,84.2439,78.9567,54.3851,66.4328
212.75,55.5599,57.7671,60.8813,83.3804,78.1086,54.7555,65.4468
213,56.1431,66.3351,53.2344,82.4392,77.1698,55.0576,64.3932
213.25,56.2021,61.939,55.3457,81.4623,76.2006,54.9633,63.3249
213.5,56.2671,63.842,53.793,81.717,72.7895,54.5296,62.4179
213.75,56.2481,65.491,53.4012,82.529,68.8111,54.0662,61.8741
214,55.6632,65.3373,49.9147,83.0662,66.9512,53.5787,61.8126
214.25,56.0307,66.0879,52.9645,83.4815,65.3983,53.3238,62.2056
214.5,55.9107,65.8508,52.473,83.3624,63.5407,53.2519,62.8687
214.75,55.7882,65.6272,51.124,83.0113,61.6621,53.1006,63.6069
215,54.4116,63.1533,49.8543,82.3714,63.6759,52.8895,64.3772
215.25,55.4098,64.9586,48.9238,81.6086,65.6496,52.422,65.2579
215.5,55.0248,64.4894,48.7481,80.8431,66.8222,51.7696,66.2966
215.75,54.6916,63.8996,49.1766,80.0765,68.3941,51.2503,67.41
216,53.7818,58.1191,51.147,79.7254,72.8611,50.8231,68.4023
216.25,54.2675,62.1992,50.6111,79.544,76.7554,50.85,69.1077
216.5,54.2625,60.9681,51.1606,79.8562,78.0955,51.1772,69.4877
216.75,54.1018,59.3706,51.5744,80.3658,79.2714,51.7874,69.6215
217,52.5527,56.3784,43.9396,80.8543,79.9414,52.5766,69.6131
217.25,53.3728,57.3226,50.2038,81.3347,80.5599,53.3952,69.5088
217.5,52.8728,56.7382,48.1246,81.5412,81.0626,54.2316,69.2773
217.75,52.5977,56.4315,46.0365,81.6429,81.5871,55.2107,68.9027
218,53.93,58.7738,42.3444,81.3841,82.149,56.2723,68.4786
218.25,52.7006,56.6555,42.4381,80.9901,82.9981,57.5114,68.217
218.5,53.0456,57.1386,41.2153,80.3217,84.2265,58.8484,68.3614
218.75,53.455,57.8886,41.6198,79.5525,84.3815,60.7022,69.0191
219,56.5332,59.6078,48.3852,78.9865,83.4322,62.8284,70.0751
219.25,54.4495,59.8334,44.3493,78.4935,83.4037,65.9202,71.2862
219.5,55.0145,60.3657,46.1632,78.2395,84.1141,69.4976,72.4488
219.75,55.7082,60.2211,47.3535,78.0695,84.5585,73.6899,73.4585
220,62.8032,54.4142,51.9806,78.4016,84.8377,78.1771,74.1972
220.25,57.7047,58.3961,49.1971,78.9061,84.0936,82.0735,74.4555
220.5,59.2298,57.1487,50.016,79.4713,82.8652,85.7002,73.9943
220.75,60.9281,55.8559,50.8394,80.0568,82.5555,88.02,72.7078
221,68.3788,49.7517,57.4767,80.4218,82.5675,89.7718,70.7378
221.25,64.6089,52.7842,53.2072,80.7145,82.3011,90.2915,68.435
221.5,66.344,51.4242,54.7407,80.5528,81.9662,90.302,66.2476
221.75,67.6037,50.4041,56.2357,80.2455,83.3691,89.6841,64.5712
222,68.4258,47.3099,61.3742,79.9764,85.0443,88.8196,63.6694
222.25,68.7477,49.5596,58.6605,79.7193,83.2531,88.1297,63.646
222.5,68.7027,49.1404,59.734,79.5725,81.187,87.5049,64.4986
222.75,68.5958,48.4385,60.6329,79.4595,81.66,87.2927,66.2048
223,60.91,45.6967,62.736,79.4697,82.1273,87.226,68.6494
223.25,67.322,45.6524,61.8734,79.5165,81.9319,87.262,71.4875
223.5,65.2669,44.922,62.2739,79.8933,82.1506,87.3332,74.245
223.53,64.1985,45.12865,62.39945,80.12965,83.89555,87.2171,75.4038
223.75,63.1301,45.3353,62.525,80.366,85.6405,87.101,76.5626
224,58.2535,45.1251,63.8013,81.4739,88.654,86.7676,78.2641
224.25,59.4927,45.9943,62.6859,82.7619,89.4113,86.2948,79.2682
224.5,58.8926,45.9062,62.7396,84.5767,89.7719,85.777,79.5354
224.75,58.4785,45.3468,63.0833,86.5371,88.8506,85.3842,79.0332
225,57.1886,46.5663,67.8907,87.8743,86.6161,85.0307,77.7897
225.25,57.9987,45.3138,64.98,89.0436,81.2915,84.8677,75.9351
225.5,57.7137,45.5574,66.1985,89.1644,76.0935,84.763,73.6756
225.75,57.4436,45.8676,67.44,89.0098,71.1204,84.9223,71.2726
226,57.9782,52.0154,65.0805,87.8081,66.5966,85.1599,69.0598
226.25,57.1245,47.7325,68.164,86.3386,62.6879,85.5899,67.415
226.5,57.2545,49.0545,67.267,85.2357,59.3102,86.0752,66.682
226.75,57.5382,50.5629,66.3093,84.2241,56.4983,86.1273,67.0486
227,60.3049,55.5626,68.2658,83.3833,55.0236,86.0586,68.4187
227.25,58.4679,53.4012,64.229,82.5839,54.6607,85.4148,70.4629
227.5,59.0079,54.4785,64.0186,81.5287,54.6882,84.6156,72.8241
227.75,59.6199,55.1899,65.4743,80.4132,54.9673,83.9834,75.2831
228,63.2004,56.4376,83.1405,79.4914,55.2999,83.3948,77.856
228.25,61.0693,55.5356,72.3232,78.6141,55.659,82.9659,80.7311
228.75,62.6254,55.933,80.2475,78.8715,53.1442,81.8183,87.5684
229,62.6588,61.2775,71.4776,80.3266,50.3955,80.9685,91.0383
229.25,63.423,57.202,82.4261,82.0468,47.3244,80.3097,94.0821
229.5,63.288,58.2867,80.5635,83.9946,46.2499,79.6961,96.5054
229.75,63.0338,59.7436,75.9291,85.9902,45.512,80.0648,98.2968
230,66.0555,66.3461,62.5976,87.221,44.6699,80.6579,99.5677
230.25,62.8548,62.9005,67.2265,88.296,43.8184,82.032,100.522
230.5,63.6299,64.4133,64.5054,88.5098,47.1066,83.5782,101.4343
230.75,64.6954,65.7991,62.5661,88.5536,50.4915,85.0288,102.5191
231,65.4337,65.5659,66.1682,88.5473,54.121,86.4591,103.8267
231.25,66.8542,65.9324,63.0103,88.5314,57.7577,87.196,105.2218
231.5,67.0843,65.7162,64.1571,88.2612,61.457,87.7911,106.3552
231.75,66.6138,65.7252,65.2538,87.944,64.3553,87.5011,106.7171
232,64.1848,63.3012,67.7943,86.6203,63.2146,87.0369,105.9145
232.25,64.3481,65.2157,66.9894,85.1163,62.3206,86.3374,103.8623
232.5,63.358,64.6234,67.6707,83.1155,62.2648,85.5934,100.8108
232.75,63.2998,63.7579,67.8951,81.0287,61.8212,85.4888,97.2917
233,69.7653,65.1309,67.1124,79.2112,60.4253,85.5003,93.9575
233.25,65.6216,63.3037,67.3912,77.4388,59.6375,86.3435,91.2581
233.5,67.6167,63.6251,66.8972,77.0247,59.9726,87.3316,89.2962
233.75,69.0003,64.3031,67.0304,76.8298,59.1307,88.3507,87.8649
234,69.3273,65.1744,62.5714,76.948,56.6179,89.3749,86.6721
234.25,69.9213,66.1255,66.6795,77.115,55.7504,89.3357,85.6355
234.5,69.4613,66.4224,65.8254,76.9748,56.6997,89.1267,84.9857
234.75,69.2623,65.9471,64.0849,76.7885,58.0388,88.0094,85.0679
235,71.4279,60.5274,62.7763,77.1091,59.7138,86.7536,86.0265
235.25,69.5689,64.0742,61.2793,77.5029,61.5228,85.9774,87.6097
235.5,69.9889,62.908,60.738,77.8018,63.4214,85.271,89.2561
235.75,70.6079,61.6692,60.5326,78.0875,62.4407,85.9745,90.4072
236,73.365,59.5852,82.9907,78.0326,59.9837,86.8734,90.7855
236.25,72.2156,59.4912,65.5697,77.9324,57.8095,88.1963,90.4568
236.5,72.9707,59.0317,71.5195,76.8524,55.7437,89.575,89.7297
236.75,73.355,59.1978,77.3852,75.6475,54.0283,90.4897,88.9672
237,72.6855,63.3444,80.3241,74.0395,52.4088,91.3465,88.451
237.25,73.2779,60.2116,86.6404,72.3823,51.1678,92.0844,88.3518
237.5,73.0929,61.1505,87.6858,70.5504,49.9952,92.8084,88.704
237.75,72.8955,62.4253,85.1376,68.698,49.6708,94.1958,89.3744
238,70.6305,63.0724,54.5931,67.5897,49.4315,95.6572,90.0423
238.25,72.1917,63.8832,73.1288,66.5642,48.9197,97.1645,90.2751
238.5,71.4116,63.9596,65.33,66.1426,48.4164,98.6765,89.7721
238.75,70.8905,63.5438,59.6396,65.785,48.4044,98.6235,88.6354
239,75.3395,64.1238,50.5617,66.1636,48.4691,98.4165,87.3537
239.25,71.1026,62.5421,52.5733,66.6164,49.2668,96.4065,86.4409
239.5,72.3127,62.5389,51.1597,67.2042,49.7755,94.2307,86.1123
239.75,73.7245,63.0913,50.8656,67.8049,48.7285,91.4352,86.1958
240,76.8853,69.102,48.4401,67.4922,48.45,88.5866,86.3167
240.25,76.4041,65.6597,50.2494,67.0968,50.9189,86.5117,86.2751
240.5,76.9141,67.0652,49.6654,66.5967,52.7578,84.4984,86.1567
240.75,77.0753,68.3344,48.9757,66.0877,52.9811,83.8513,86.1656
241,77.9795,68.9113,47.9118,65.5525,53.6073,83.3044,86.4665
241.25,76.952,69.3487,47.9629,65.0151,55.0067,83.6313,87.1048
241.5,77.277,69.4592,47.9166,64.9708,55.7725,84.0168,87.9693
241.75,77.6194,69.4292,47.8892,64.9637,55.605,83.9464,89.0137
242,76.5933,64.1047,45.7415,65.7856,54.5521,83.8481,90.3768
242.25,77.9805,67.8917,47.6957,66.6659,52.4861,83.3754,92.1395
242.5,77.6205,66.6228,47.1972,68.2824,51.5707,82.8821,94.211
242.75,77.1583,65.0988,46.5193,69.9471,51.6824,83.2212,96.3965
243,76.3426,65.148,46.3069,72.2263,50.5416,83.6012,98.4697
243.25,76.3574,63.6499,45.4954,74.5427,48.5313,84.5118,100.1877
243.5,76.4524,63.707,45.3672,77.8954,48.7427,85.4453,101.4079
243.75,76.4476,64.2829,45.8233,81.3059,50.1386,85.8047,102.0116
244,71.087,66.6548,48.8842,86.9101,49.5919,86.1426,101.9664
244.25,75.7288,66.3047,46.9034,92.626,48.2678,86.0539,101.3403
244.5,74.6037,66.8638,47.5397,99.6255,47.7547,85.9516,100.2781
244.75,73.0571,66.8232,48.2409,106.6842,47.4756,86.4107,98.957
245,65.5481,65.5303,51.3946,112.2619,46.9624,86.8845,97.6348
245.25,69.2392,66.3586,49.4829,117.7782,46.4039,88.0612,96.5208
245.5,67.5141,66.1488,50.0478,119.8937,46.4342,89.2524,95.7449
245.75,66.2831,66.0247,50.6014,121.884,46.5298,90.333,95.3143
246,64.6627,65.7765,54.5795,119.921,46.6945,91.4119,95.1384
246.25,65.1426,64.6698,52.2166,117.8309,46.83,91.3952,94.8938
246.5,65.0676,64.477,53.126,113.9699,45.6574,91.3681,94.0302
246.75,64.9077,64.9413,53.9505,110.0602,44.4466,90.9686,92.0966
247,63.8325,66.921,55.9089,105.8876,42.8273,90.568,89.0693
247.25,64.3353,66.9747,55.0754,101.709,41.4061,90.7854,85.3795
247.5,63.9252,67.4618,55.4312,98.1621,41.1269,91.003,81.6723
247.75,63.7575,67.2562,55.693,94.6269,40.8946,91.2977,78.543
248,61.9478,64.9791,58.9161,92.5896,40.8388,91.585,76.394
248.25,63.6877,66.4603,56.2937,90.5735,41.1319,91.2506,75.3217
248.5,63.3227,65.8671,56.7323,89.4017,42.3602,90.9166,75.1352
248.75,62.7428,65.1461,57.7722,88.2382,43.6258,90.6032,75.517
249,61.8999,65.557,64.2672,87.5181,44.966,90.2818,76.243
249.25,61.4276,65.3438,60.4182,86.7997,45.486,89.6125,77.1861
249.5,61.1826,65.6072,61.9119,86.1815,44.7531,88.9051,78.1379
249.75,61.3399,65.7738,63.3935,85.5636,44.1767,86.8772,78.93
250,67.1425,61.565,62.4104,85.2184,43.7859,84.8146,79.5491
250.25,62.8298,64.9756,64.7255,84.8739,42.9309,81.7474,80.0719
250.75,65.5674,62.0633,62.8707,84.3367,41.8274,75.9796,80.8893
251,66.4123,65.1875,63.3387,83.9205,43.0628,73.3301,81.074
251.25,68.025,62.2329,62.0926,83.514,44.5811,72.0853,81.1294
251.5,68.215,63.1873,62.4561,83.6933,46.2562,70.9334,81.0931
251.75,67.6773,64.4101,62.8584,83.8824,46.3166,71.5681,80.9822
252,59.3494,65.0749,60.2859,84.5367,45.7024,72.2621,80.9129
252.25,64.8846,65.5497,63.5056,85.1774,44.617,73.9792,81.0156
252.75,61.2495,65.5591,62.0821,85.3685,41.2174,76.969,81.7145
253,58.1155,64.419,55.8731,84.6589,38.8522,78.189,82.359
253.25,57.9422,64.2439,59.1964,83.9648,39.2013,78.2958,83.3489
253.5,57.0271,63.9714,58.1922,83.7149,39.8819,78.371,84.5831
253.75,57.0855,64.2121,57.1066,83.5062,40.1268,78.0321,85.6957
254,58.8597,65.0747,50.7143,84.3458,40.353,77.7325,86.2394
254.25,58.8527,64.5951,54.2064,85.2141,40.7625,77.91,86.0339
254.5,59.2978,64.7759,52.7507,86.7329,41.1617,78.086,85.354
254.75,59.2997,64.9611,51.5648,88.256,41.4384,78.2454,84.7412
255,61.8087,64.9853,52.5011,89.8671,41.6883,78.342,84.7406
255.25,58.8904,65.1238,50.0666,91.4655,41.772,77.7775,85.5975
255.5,59.3904,64.9409,50.5337,92.8282,42.0636,77.2185,87.1084
255.75,60.3636,64.5492,51.2663,94.136,43.1817,76.7147,88.8215
256,67.776,64.3542,58.5746,94.5031,44.1653,76.2747,90.3025
256.25,63.4641,66.1635,53.7803,94.8226,44.7715,76.4256,91.3218
256.5,65.3292,66.0717,55.2482,94.3875,45.4619,76.5993,91.7903
256.75,66.766,64.8469,56.8197,93.9043,46.3274,76.9718,91.6308
257,68.4447,64.7126,60.1474,92.7141,46.8582,77.3279,90.796
257.25,68.4228,64.5113,59.7233,91.4817,46.8583,77.549,89.3682
257.5,68.7078,64.7173,60.3672,89.6713,47.1433,77.7705,87.6273
257.75,68.7147,64.9665,60.3749,87.9232,47.7786,77.9951,86.0323
258,65.0162,62.3948,60.3142,86.9744,47.8043,78.1749,85.0599
258.25,67.8439,64.0167,59.6842,86.1375,47.2459,78.0225,84.9958
258.5,66.9138,63.3301,59.2839,86.6487,45.9522,77.7822,85.7748
258.75,65.9713,62.6517,59.6568,87.2371,44.1095,76.9229,87.0338
259,62.8642,63.8567,65.9001,88.7012,42.1472,75.9962,88.3297
259.25,64.3344,62.5049,61.6906,90.1226,40.116,74.617,89.3865
259.5,63.9244,62.7836,63.0792,91.0857,38.0605,73.2937,90.1151
259.75,63.4342,63.2084,64.4816,91.9572,35.9944,72.3286,90.4643
260,60.3697,66.6702,70.0555,91.8973,35.7918,71.5181,90.4268
260.25,62.0935,64.6977,67.3272,91.804,36.1825,71.6539,90.0674
260.5,61.1235,65.4272,68.5589,91.3893,35.8208,71.8154,89.4382
260.75,60.5497,66.0611,69.7339,91.1023,35.2943,72.1267,88.5809
261,61.9882,68.0202,72.4776,91.9867,36.692,72.3171,87.5972
261.25,60.571,67.258,70.3678,92.998,38.3463,71.8278,86.568
261.5,61.151,67.702,70.6437,95.1198,38.2802,71.2357,85.4396
261.75,61.6231,68.0237,71.2796,97.2886,38.1202,70.0891,84.1094
262,60.9966,66.3116,89.7449,99.8514,39.1493,68.9709,82.528
262.25,62.047,67.7421,74.9368,102.3266,40.0791,67.9993,80.8881
262.5,61.802,67.3736,78.3292,104.1015,39.6533,67.1851,79.582
262.75,61.4516,66.9294,83.7202,105.5791,39.1522,67.1561,78.956
263,61.4199,61.5518,101.5531,104.7801,38.1471,67.3906,79.2272
263.25,60.9482,65.5486,95.3485,103.7717,37.0777,68.8901,80.477
263.5,61.3032,64.1681,100.4102,101.2235,35.7376,70.4851,82.4684
263.75,61.4599,62.2734,101.9569,98.5753,34.6599,72.5221,84.5944
264,60.3943,64.0794,75.6657,95.2205,34.3528,74.5143,86.2319
264.25,61.2644,61.802,96.8614,92.053,34.5485,76.3071,87.0499
264.5,60.9944,62.4064,90.5541,90.156,35.8328,78.1082,87.0138
264.75,60.7043,63.303,82.6127,88.5512,36.906,79.9451,86.3465
265,58.2794,64.8959,61.6281,88.8547,37.6318,81.6804,85.4259
265.25,59.8381,64.7573,69.1833,89.2336,37.734,82.9929,84.6652
265.5,59.0381,65.0218,65.5144,90.0867,37.0421,84.0488,84.3177
265.75,58.5194,64.9487,62.4048,90.9141,36.3892,84.0729,84.3364
266,63.4311,64.5678,59.3334,91.5852,35.775,83.9993,84.5256
266.25,58.9691,64.8593,60.9644,91.9989,35.9164,83.5461,84.7538
266.5,60.5791,64.7907,60.668,90.9025,36.6423,83.1878,84.9681
266.75,62.0661,64.6962,60.1524,89.7058,37.2945,83.1868,85.1622
267,63.9318,64.4002,54.2435,87.9407,37.9027,83.167,85.3775
267.25,64.1653,64.4122,58.355,86.2066,37.8358,83.0788,85.7563
267.5,64.2753,64.3522,57.2721,84.6426,37.4624,82.8606,86.4346
267.75,64.1968,64.3687,55.8088,83.1867,36.738,82.1833,87.3204
268,63.8061,62.6098,53.2004,82.3038,35.8965,81.5456,88.1098
268.25,63.6617,64.4438,53.365,81.5252,35.2395,81.0438,88.5323
268.5,63.3867,64.1222,52.6614,81.2821,34.6253,80.6692,88.5209
268.75,63.4361,63.5113,52.7908,80.9878,35.1664,80.7179,88.22
269,66.1016,61.1733,57.5441,80.4391,35.8748,80.8714,87.9091
269.25,64.3245,61.4791,54.1494,79.8898,35.5847,81.3632,87.8745
269.5,64.9895,61.0602,55.3362,79.3375,35.2258,81.8552,88.2414
269.75,65.5816,61.1998,56.7369,78.7923,36.84,82.3481,88.8944
270,67.9865,60.4814,55.0659,78.28,38.5294,82.6864,89.5312
270.25,66.599,61.0172,58.1097,77.778,41.3283,82.5545,89.8492
270.5,67.074,60.8169,57.528,77.3225,44.2068,82.1656,89.7226
270.75,67.5365,60.5823,56.7359,76.959,47.6617,81.016,89.1842
271,69.6467,60.1027,49.7531,77.0018,51.2164,79.6067,88.363
271.25,68.6605,60.4839,53.46,77.2252,55.2159,77.4504,87.4645
271.5,69.5555,60.4273,52.0329,78.2246,58.6162,75.126,86.7163
271.75,69.8817,60.3252,50.7836,79.2729,60.1726,72.331,86.2732
272,67.7258,58.6341,49.95,80.5261,61.2832,69.8417,86.1596
272.25,69.5073,59.788,49.2554,81.7333,61.388,68.1842,86.2723
272.5,69.4623,59.295,49.0665,82.7535,60.6233,67.2236,86.4312
272.75,68.8659,58.6661,49.4454,83.6835,58.3723,68.109,86.4779
273,64.0431,59.9144,48.9991,84.2568,56.511,69.4482,86.3864
273.25,66.5682,59.0544,49.9732,84.8448,55.1639,71.9579,86.2931
273.5,65.3931,59.3585,49.9169,85.4893,54.1197,74.3587,86.3694
273.7,64.9731,59.4668,49.7155,85.8773,53.75325,75.4223,86.4938
273.75,64.5531,59.5751,49.5141,86.2653,53.3868,76.4859,86.6182
274,63.255,62.9825,47.6133,87.5352,53.3511,78.2589,86.8374
274.25,63.6514,60.3457,48.2861,88.8134,53.8745,79.1654,86.7472
274.5,63.3764,61.0276,47.8203,90.1221,54.906,79.5801,86.1573
274.75,63.245,61.8967,47.5677,91.2755,56.253,78.822,85.1368
275,63.1895,65.8761,48.8668,91.8746,56.8277,77.3875,84.0111
275.25,63.2877,64.2292,47.7793,92.4067,57.037,74.3805,83.1771
275.5,63.3427,65.2004,48.0524,92.7054,56.856,70.843,82.9518
275.75,63.3095,65.9678,48.3533,93.0867,56.5384,66.1034,83.4142
276,63.5627,60.9198,54.1812,93.7482,55.2777,61.5856,84.3021
276.25,63.2182,65.1526,49.5432,94.6451,53.7851,57.5583,85.2234
276.5,63.3932,64.0882,50.7412,96.3218,52.9076,54.8183,85.9152
276.75,63.5077,62.7744,52.2445,97.938,52.1388,54.8539,86.2876
277,61.0566,52.6903,58.8281,99.3582,51.1309,56.3197,86.3524
277.25,63.2395,58.6714,55.856,100.5545,50.0955,60.7947,86.2526
277.5,62.5444,56.5153,57.3477,101.0434,48.3704,65.7608,86.1562
277.75,61.8166,54.426,58.1885,101.42,46.6042,71.7352,86.1467
278,60.7085,49.7561,57.7672,101.4501,46.7833,77.2498,86.1632
278.25,60.6018,51.2094,58.6164,101.5203,46.935,81.8426,85.9438
278.5,60.4468,50.3465,58.3425,101.7112,45.9203,85.5284,85.1201
278.75,60.4835,49.9268,58.0142,102.1336,45.0179,87.4395,83.4541
279,61.7041,51.7782,57.3978,103.2374,45.3296,88.4417,80.9625
279.25,60.9159,49.7631,57.7195,104.2812,45.5181,87.7072,77.8893
279.75,61.3691,50.547,57.5993,105.8652,44.8976,84.7234,71.3826
280,62.5628,55.9773,52.7403,106.1349,47.779,83.001,68.3287
280.25,62.024,53.5307,57.1194,106.2265,51.241,81.5245,65.3792
280.5,62.329,54.6654,55.9495,105.8279,56.6954,80.1196,62.5308
280.75,62.5078,55.3658,54.5778,105.19,64.062,78.8422,59.9296
281,59.8837,60.2465,44.9919,103.9077,76.5294,77.3751,57.8496
281.25,62.3703,56.5266,50.8782,102.7049,89.0809,75.5778,56.5297
281.5,61.9353,57.5233,48.9147,101.7118,101.8116,73.5373,56.0599
281.75,61.1038,58.8311,46.9522,100.6239,113.689,71.0832,56.3616
282,53.7842,64.5721,41.9902,99.2916,124.0924,68.461,57.2157
282.25,58.4869,61.7364,43.532,97.9339,129.8489,65.5592,58.3247
282.5,56.9168,63.117,42.5407,96.5121,129.0179,62.7379,59.4216
282.75,55.3493,64.4223,42.1349,95.1344,127.1818,60.0472,60.356
283,48.3269,64.6342,46.1366,93.8659,124.1688,57.5629,61.1249
283.25,52.2166,63.9302,42.7711,92.6932,120.5474,55.4067,61.8636
283.5,50.6465,63.8086,43.7093,91.7526,116.3361,53.304,62.8127
283.75,49.3519,64.0418,44.9949,91.1785,112.4437,51.2846,64.2569
284,49.1923,69.1951,47.0638,91.4732,108.8073,49.3395,66.365
284.25,47.6759,65.4702,46.7603,92.005,105.5793,47.5071,69.0019
284.5,47.3909,66.6178,47.1687,93.0875,102.6218,45.9916,71.7243
284.75,47.9022,67.9756,47.2443,94.0792,99.1835,44.9468,73.9667
285,60.1244,75.9633,44.811,94.8644,95.4848,44.2593,75.2475
285.25,51.1574,70.3218,46.6884,95.5422,94.0626,44.0909,75.259
285.5,53.7825,71.906,46.1114,95.9803,93.6367,44.1595,73.9194
285.75,56.7743,73.7956,45.4647,96.1624,92.2515,44.5651,71.4779
286,73.5933,86.0954,44.2033,95.8042,90.5338,45.1757,68.5147
286.25,63.7604,78.3158,44.1783,95.3088,89.1469,46.0711,65.6949
286.5,67.6756,80.8606,43.7553,94.5386,87.8482,47.1549,63.4765
286.75,70.9482,83.5328,43.6065,94.1334,86.5698,48.495,61.9785
287,75.9232,83.6454,47.1313,94.4206,85.2953,49.8422,61.017
287.25,75.2694,88.5859,45.0236,94.6786,83.4028,51.1988,60.2389
287.5,75.9994,88.8265,46.1235,94.8841,81.4288,52.5448,59.322
287.75,76.2132,87.5947,46.7674,94.8423,79.1647,53.8768,58.1399
288,72.9477,63.6447,43.8929,94.3773,76.8789,55.7346,56.8671
288.25,75.3548,77.9269,46.6006,93.7466,76.5602,58.2618,55.8397
288.5,74.5148,72.2473,45.8388,92.8461,76.3458,61.9686,55.2579
288.75,73.7127,66.5928,44.824,92.0729,78.4861,67.1454,55.0564
289,69.3278,62.3926,41.2984,91.4967,80.752,73.0875,55.0341
289.25,72.1725,62.4404,43.5,91.1451,84.648,79.9629,54.9722
289.5,71.3875,62.2322,43.0517,91.1244,88.0537,85.8267,54.7364
289.75,70.4379,62.6624,42.4861,90.9635,87.8123,90.4832,54.2717
290,68.6561,58.6819,35.8589,90.6061,87.776,92.379,53.575
290.25,68.6838,61.6761,39.4778,90.408,88.7734,91.05,52.7083
290.5,68.4938,60.6484,37.7279,90.4225,89.207,87.3781,51.8788
290.75,68.4861,59.4231,36.0126,90.8503,87.5516,81.0276,51.3181
291,67.3376,57.7347,42.3523,91.8041,86.7758,74.6518,51.1012
291.25,68.5221,58.2461,36.025,93.0961,88.5098,68.2477,51.1383
291.5,68.0921,57.9889,37.8324,94.7983,89.1859,63.0112,51.2906
291.75,67.6976,57.8438,39.7886,96.2218,87.4681,59.0536,51.3725
292,67.5891,57.9085,48.2571,97.3228,86.4751,55.6506,51.2621
292.25,67.1828,57.6482,44.615,97.6898,86.8077,52.8421,51.0096
292.5,67.2278,57.6511,46.3697,97.2475,86.6742,50.4061,50.8483
292.75,67.3641,57.7096,47.5507,96.6805,85.8431,48.3612,51.0132
293,71.0528,58.0297,45.8385,95.9823,85.8302,47.2127,51.6766
293.25,68.2653,58.1942,48.074,95.6323,86.8277,46.9851,52.8842
293.5,69.3804,58.206,47.5496,95.6315,87.1949,47.348,54.6767
