DEPTH,BONA0014,BONA0019,BONA0042,BONA0047,BONA0049,BONA0053,BONA0054
628.5,57.3657,76.4331,62.6916,80.2923,84.9899,94.5003,97.0508
628.75,58.2469,76.5483,63.5352,82.2456,84.5771,94.0812,99.4668
629,60.0637,77.2379,64.9535,83.7449,84.1749,94.883,101.9527
629.25,59.2271,76.7125,64.491,85.1985,83.865,95.7717,104.2788
629.5,58.8419,76.7105,64.811,86.3441,83.9241,96.7817,106.0396
629.75,59.2835,76.9391,65.1133,87.4558,86.2981,97.1415,106.7809
630,67.95,79.6469,60.6592,88.0762,88.6956,96.5977,106.3067
630.25,61.8526,77.7101,64.6997,88.5266,91.206,95.5469,104.9074
630.5,64.0533,78.2346,63.9388,87.8017,93.4125,93.7936,103.253
630.75,66.0444,78.9172,62.8837,87.0284,94.4448,92.0208,102.0479
631,72.8911,82.628,52.2335,86.0602,95.2791,90.2211,101.7723
631.25,69.4073,80.3894,58.2095,85.129,95.4855,88.6521,102.549
631.5,70.6828,81.1356,55.3852,84.2973,96.1209,87.4006,104.0631
631.75,71.8158,81.8818,53.4468,83.597,97.8938,86.5152,105.8163
632,71.8647,79.3399,57.1025,83.1474,98.8825,86.1315,107.3225
632.25,73.7597,82.8436,52.5965,82.9791,98.1082,86.1519,108.2822
632.5,74.545,82.9061,53.5594,83.2049,97.0869,86.7241,108.5652
632.75,73.5602,81.3533,55.3081,83.0019,95.5904,87.3218,108.1103
633,63.6619,72.9364,60.5568,82.351,93.0652,87.9541,106.9099
633.25,69.8976,76.8642,58.3541,81.818,88.8333,88.446,105.1248
633.5,67.8219,74.2582,59.4472,81.3767,86.189,88.7476,103.1383
633.75,65.7426,73.3593,60.0579,82.0839,85.8278,89.3592,101.5566
634,58.6253,72.4442,61.2671,83.4531,86.9339,90.3896,101.0883
634.25,61.2304,73.1439,60.9025,85.6194,89.8755,91.8139,102.3227
634.5,58.6595,73.5253,61.0972,88.1162,94.4464,93.7688,105.2842
634.75,58.2202,73.0954,61.1898,90.7952,100.7942,95.6168,109.2893
635,68.9269,66.5686,61.0968,93.5259,105.2908,97.3215,113.2582
635.25,60.4182,70.9664,61.34,95.1439,108.0259,98.6178,116.2545
635.5,62.759,69.2658,61.389,96.5686,108.6249,99.3676,117.9319
635.75,65.7208,67.8758,61.3953,96.9086,107.4515,99.9746,118.5718
636,75.024,65.5982,61.9843,97.1602,104.922,100.3913,118.734
636.25,71.0659,66.1486,60.9571,98.1428,101.4127,100.9222,118.962
636.5,72.7865,65.9625,61.1993,99.1774,99.4168,101.605,119.5496
636.75,74.0036,65.7799,61.5373,100.8768,98.3696,102.0868,120.4266
637,75.316,65.825,63.5929,102.5038,97.3903,102.3024,121.449
637.25,75.6808,65.0678,62.1954,103.6939,96.4476,101.9147,122.7557
637.5,76.1959,64.4477,62.2754,104.5665,96.8887,100.7312,124.5992
637.75,75.9112,64.9887,62.8759,104.2791,97.9725,99.546,126.9228
638,63.3925,72.7617,65.9054,103.4674,97.1431,98.3585,129.2242
638.25,73.2421,67.3281,64.3371,101.3566,95.5583,98.2222,130.7981
638.5,70.5962,68.9986,65.0274,99.27,93.9623,99.4632,131.1673
638.75,67.1488,70.8569,65.4459,97.2264,92.3626,101.6018,130.3668
639,49.7315,74.3157,68.3187,95.2764,90.603,104.9122,128.8547
639.25,59.6651,73.6622,66.4444,93.4491,88.7997,107.9845,127.2114
639.5,55.9488,74.3164,67.0045,91.7162,87.3324,110.747,125.8327
639.75,52.7425,74.3868,67.5846,90.0756,85.9392,112.738,124.6805
640,50.3891,73.9932,69.4731,88.9387,86.7034,113.7267,123.3855
640.25,48.9145,74.2705,69.1223,88.1699,87.8385,114.2846,121.5887
640.5,48.9345,74.2315,69.6047,87.4681,87.4143,114.2836,119.2754
640.75,49.5488,74.1208,70.0001,86.8023,86.7921,114.1641,116.8063
641,53.6581,74.0183,64.9344,86.2938,89.1683,113.891,114.6273
641.25,51.2367,73.9585,68.8358,85.8456,91.8002,113.7246,113.1039
641.5,52.087,73.9454,67.7891,85.9435,95.4678,113.6961,112.4403
641.75,52.8828,73.9768,66.5301,86.1818,99.1836,113.6294,112.5614
642,60.1395,70.5149,60.2055,86.3591,99.4263,113.5134,113.0481
642.25,54.8549,73.6249,63.3062,86.5272,99.5837,112.7703,113.3057
642.5,56.2104,73.1324,61.6525,86.8158,97.7259,111.218,112.7993
642.75,58.0788,71.9062,60.7872,87.1125,95.7189,108.7176,111.2329
643,68.5781,67.4572,66.0081,87.4347,91.2807,104.9954,108.8047
643.25,62.3313,69.2816,61.0471,87.8045,87.1318,101.0645,106.1141
643.5,64.5721,68.0835,62.1155,88.6818,85.8417,96.8647,103.7784
643.75,66.6124,67.6829,64.1159,89.7385,84.48,93.4448,102.0813
644,78.0271,70.984,64.6845,91.7494,82.6222,91.0269,100.8223
644.25,69.7776,67.9189,67.5901,93.4883,80.6653,89.615,99.4849
644.5,70.6929,68.5295,68.0408,94.3209,78.1882,89.494,97.6553
644.75,73.9307,69.6972,67.0105,94.6526,75.8113,89.7252,95.2703
645,90.247,76.5453,50.4073,93.8346,73.8502,90.4078,92.6671
645.25,81.367,72.7498,61.5212,92.891,72.2659,91.2308,90.371
645.5,84.428,74.6165,57.8641,91.7389,71.9564,92.2335,88.7729
645.75,87.361,75.6659,54.0691,90.8746,71.9852,93.8017,87.8324
646,104.7516,76.7694,41.4694,90.3641,72.9656,96.0926,87.2084
646.27,96.844,78.54105,45.83725,45.19395,74.72415,100.2636,86.3724
646.5,99.2073,79.2352,44.7338,90.3879,75.3951,101.8001,86.1109
646.75,102.2808,78.2433,42.7955,90.3672,76.5985,104.4059,85.9462
647,100.6769,73.6405,40.8331,90.2118,77.5213,106.4163,86.546
647.25,104.6982,76.3213,40.523,89.5905,77.8631,107.935,88.0263
647.5,103.7279,76.078,39.9889,88.7359,77.1923,108.8282,90.1025
647.75,102.2875,74.9467,40.2108,88.2357,76.7066,109.1675,92.2053
648.25,98.9818,72.1511,42.3591,88.5324,76.2293,107.4792,94.5585
648.5,97.2562,70.6261,44.0755,89.4474,75.8742,104.9382,94.8618
648.75,95.9905,69.3561,46.9397,90.7458,75.6848,101.9959,95.2264
649,95.6418,67.3278,69.6918,92.0946,75.6848,98.5448,96.1425
649.25,94.8173,67.7722,54.5676,93.3215,75.3228,95.7206,97.7164
649.5,95.1124,67.5715,59.4325,94.5256,74.6002,93.6898,99.6621
649.75,95.3817,67.443,65.0114,95.1506,74.844,92.2607,101.5152
650,93.141,70.3185,73.0213,95.726,75.9278,91.592,102.9489
650.25,95.2562,68.0425,73.5618,95.8642,77.2113,91.3419,103.843
650.5,94.6409,68.9093,74.8229,96.1031,78.646,91.62,104.2681
650.75,93.9112,69.6273,74.9669,96.82,81.5811,92.485,104.4041
651,90.0063,71.2005,71.551,97.6003,85.5033,94.0898,104.4659
651.25,92.1933,70.6439,70.8222,98.574,88.6031,95.8258,104.6649
651.5,91.1829,70.9042,69.5208,99.1756,91.235,97.7272,105.169
651.75,90.5315,71.0614,69.0653,98.9842,94.1694,99.071,106.1812
652,95.8128,73.9033,91.6658,98.5321,97.2519,99.7141,107.9899
652.25,90.5292,71.9592,75.3418,97.6757,96.9584,99.9081,110.6763
652.5,91.4196,72.8251,81.1081,96.8965,95.2555,99.5386,113.9281
652.75,93.422,73.3898,86.5196,96.2062,92.4704,99.2269,117.1413
653,91.2721,76.5335,97.8489,95.8376,89.3042,98.9879,119.7525
653.25,95.6545,74.8077,94.8839,95.7461,85.2233,98.7289,121.3398
653.5,94.6091,75.7776,97.4474,95.7148,80.8746,98.4448,121.6827
653.7,93.8209,75.98915,97.63975,95.7184,80.04195,98.1554,121.2531
654,89.2455,80.2614,89.9807,96.1227,78.1829,96.9189,119.0474
654.25,90.2996,76.6988,96.1492,96.7066,77.6015,96.0943,116.7273
654.5,89.5993,76.837,94.3296,97.5154,77.1037,95.4226,114.1946
654.75,89.3456,78.4327,92.1857,98.3974,77.4446,95.7327,111.6668
655,88.6242,89.2592,81.4036,99.0707,77.9043,97.2665,109.3487
655.25,88.6762,82.456,87.6992,99.7004,78.1421,99.8429,107.4175
655.5,87.946,84.7082,85.762,100.6491,78.3579,103.7171,105.9183
656,84.2694,91.5503,64.6286,100.9978,78.5825,111.1711,103.4817
656.25,87.8508,91.5659,78.5328,100.2937,76.4945,113.5956,102.2225
656.5,86.6453,93.8771,73.8284,99.1037,74.3473,114.4732,100.9121
656.75,85.4549,92.9556,69.1,97.941,71.3846,114.186,99.6631
657,80.5515,78.0078,62.4927,96.9831,68.3882,112.4547,98.6574
657.25,83.4242,88.4225,61.1265,96.1012,64.6968,110.531,98.0766
657.51,82.18295,83.2875,59.9813,47.57295,60.56925,107.37495,98.047
657.75,81.6719,81.5337,60.1888,95.1459,59.9378,106.3808,98.1462
658,79.6175,72.3883,78.942,95.2033,58.6861,104.607,98.5178
658.25,79.6258,75.4376,65.8757,94.9585,57.5204,102.7871,98.9783
658.75,79.0073,72.557,74.3289,93.2348,60.3214,99.0869,100.1197
659,84.247,70.0577,96.7195,92.301,63.8993,97.3296,100.8333
659.25,80.5692,71.9512,83.7185,91.4218,68.7077,95.9841,101.6364
659.5,81.6346,71.4773,88.4721,90.6016,73.832,95.1455,102.457
659.75,82.9065,70.7823,93.1466,89.8409,80.0978,94.6013,103.0816
660,90.1323,72.2934,92.8977,89.1284,85.2359,94.4193,103.2029
660.25,85.8468,69.8143,98.2156,88.5224,87.0058,94.1127,102.6059
660.5,87.5324,69.6346,97.8519,87.9801,88.7005,93.6531,101.2073
660.75,88.8869,70.872,95.7659,87.9283,90.2064,93.212,99.0587
661,89.6212,78.4471,85.2059,88.0885,92.2664,92.7934,96.4429
661.25,90.7262,73.7019,89.6811,88.8194,95.5097,92.7912,93.8944
661.5,91.1063,75.1087,87.0903,89.72,98.8179,93.2988,91.9292
661.75,90.5215,76.7625,84.7084,91.133,102.245,94.109,90.8223
662,88.2529,84.1018,89.1446,92.6411,105.6616,95.2892,90.5014
662.25,88.6228,80.796,85.9476,95.9766,109.0616,96.7995,90.6095
662.5,87.5924,83.2263,87.6101,99.4796,110.8088,98.7128,90.7736
662.75,87.7327,83.777,88.7774,106.0223,110.2852,101.2202,90.7988
663,96.0929,79.8733,90.0504,112.6593,109.1473,104.4517,90.653
663.25,89.718,83.3677,89.4462,120.2064,107.2744,107.9758,90.5303
663.5,91.4887,82.5088,89.6952,127.3482,104.2869,111.8559,90.6264
663.75,93.717,81.2161,89.884,131.8647,100.1366,115.1705,90.979
664,107.3169,77.3448,92.2115,135.5247,99.0936,117.7975,91.4816
664.25,98.764,78.5369,89.9168,135.89,100.8786,119.9524,91.9475
664.5,101.53,77.2011,89.8448,135.1784,104.0127,121.5341,92.2351
664.75,104.4059,77.1991,90.9819,131.6819,108.217,123.4165,92.4045
665,117.993,74.0062,94.7095,127.8919,111.757,125.6634,92.6743
665.25,110.2279,76.524,93.7251,123.5605,114.8385,127.8696,93.2522
665.5,113.1389,75.5987,94.8796,119.5336,114.0237,130.0264,94.2703
665.75,115.6322,74.7959,95.5341,115.9206,110.8787,130.9118,95.7992
666,112.1964,71.7016,78.4515,112.6464,107.4052,130.2597,97.822
666.25,118.0089,73.7905,92.8598,109.7156,103.7624,128.3138,100.3245
666.5,117.2837,73.6344,88.8123,107.2304,101.8386,124.8057,103.2202
666.75,114.9874,72.707,84.0831,105.0824,100.6729,121.0891,106.2534
667,98.6289,73.9952,63.8373,102.98,100.2409,117.1209,109.1696
667.25,108.8191,71.1142,72.8826,100.9032,100.083,113.7562,111.7232
667.5,105.2578,70.5681,68.3356,100.064,99.3421,111.1183,113.5935
667.75,101.91,72.1775,64.7971,99.7198,98.4193,108.8899,114.54
668,87.7734,82.549,75.2319,99.755,96.7013,107.1541,114.4962
668.25,95.897,76.632,64.5444,99.8929,94.7797,105.0632,113.4211
668.5,93.3361,79.3461,67.2581,100.2301,92.2455,102.5457,111.2996
668.75,90.5844,80.9965,70.9525,100.5998,89.5862,99.4844,108.2843
669,82.8784,90.429,80.5937,101.1775,89.8135,95.7708,104.6828
669.25,86.0056,85.5196,77.977,101.7666,90.4936,92.2899,100.9503
669.5,84.5601,88.6175,80.3361,101.5537,91.1109,89.0879,97.6836
669.75,83.6386,89.6152,80.5604,101.3688,91.7212,86.6984,95.4488
670,78.9393,95.5866,77.4298,101.5176,94.1941,85.2806,94.6008
670.25,81.8961,93.2994,79.8637,101.664,96.8017,85.001,95.2224
670.5,80.8457,96.3453,79.1255,101.7961,96.6304,86.0807,96.9987
670.75,79.8796,96.1026,78.3698,101.8951,96.3634,88.48,99.2596
671,76.8023,91.0884,69.4345,101.8781,95.5461,92.4532,101.2426
671.25,78.2253,94.6951,76.2976,101.8244,94.6069,96.5051,102.3455
671.5,77.58,93.7732,74.2298,101.6828,90.272,100.6508,102.27
671.75,77.1575,92.4467,71.6846,101.185,86.0722,103.4354,101.1445
672,78.0599,83.5913,65.6172,100.0741,83.6983,104.6011,99.4585
672.25,77.4116,89.5599,67.2532,98.929,81.5157,104.7551,97.7538
672.5,78.3119,88.0185,66.4657,97.7402,80.9997,103.7074,96.4212
672.75,78.32,85.8289,65.7891,97.0934,80.8445,102.8723,95.6523
673,76.7799,78.1819,63.3655,96.9619,82.9603,102.2892,95.3875
673.25,77.7383,81.2841,65.3127,97.2208,85.0143,102.2109,95.377
673.5,77.3981,78.9719,64.7643,97.7564,86.7689,102.7304,95.374
673.75,77.085,78.5122,64.112,98.3116,88.2487,103.2881,95.2505
674,75.8241,77.6422,60.4991,98.877,88.6649,103.8907,95.1027
674.25,76.0506,77.9515,62.6034,99.2123,89.0062,104.3044,95.2367
674.5,75.1953,77.7277,61.8346,99.4626,89.1095,104.4949,95.9613
674.75,75.3589,77.6792,61.1662,98.8778,89.5233,104.8295,97.3939
675,74.7942,76.1806,56.6656,98.088,90.762,105.3341,99.3874
675.25,75.4433,77.1599,59.5267,97.1751,91.7213,106.1902,101.5851
675.5,74.8131,76.6494,58.5352,96.2446,92.0517,107.4604,103.587
675.75,74.7241,76.4068,57.4747,96.3449,92.3397,108.8828,105.1327
676,74.7506,74.0803,55.7529,96.5044,92.5461,110.484,106.0966
676.25,75.2163,75.8428,56.2524,96.7882,92.3646,112.2886,106.4263
676.5,75.7415,75.4985,55.8825,96.976,91.5388,114.3319,106.1803
676.75,75.3758,74.7995,55.5465,96.2288,91.5702,116.2326,105.5342
677,82.2021,72.1324,57.6883,95.3521,92.8364,117.9659,104.7227
677.25,75.835,73.856,56.1562,93.8245,93.7467,118.4123,104.1068
677.5,77.4156,73.6589,56.5972,92.267,94.2111,117.3511,104.1474
677.75,79.7062,72.9101,57.0568,90.6139,94.3549,115.122,105.1517
678,89.6478,67.9254,58.6289,89.5301,94.1485,111.5264,107.0099
678.25,84.7756,71.1064,58.3201,89.7084,93.0965,108.2322,109.1673
678.5,87.3715,70.0679,58.9527,90.6614,91.2386,105.2902,110.8088
678.75,88.6924,68.9975,59.1121,92.8599,89.3245,103.2677,111.1932
679,89.3849,67.7407,54.5345,95.02,87.3635,102.318,109.9473
679.25,88.9068,67.8048,57.9318,97.1344,86.1211,101.5386,107.1698
679.5,87.6814,67.7282,57.0901,98.6936,85.3986,100.9575,103.4193
679.75,88.2745,67.7327,55.8692,99.7576,85.0248,100.2282,99.5503
680,96.3781,66.9865,49.7939,100.2231,84.8699,99.3266,96.3188
680.25,92.7285,67.2617,52.8859,100.2916,85.8193,98.6861,94.1221
680.5,96.7049,66.7622,51.299,99.461,87.3675,98.349,93.0033
680.75,97.0534,66.8623,50.3392,98.1951,87.2956,98.5363,92.6856
681,90.1662,66.113,54.2448,96.3489,86.47,99.3319,92.6623
681.25,95.0626,66.8579,50.2777,94.3055,87.6412,100.5355,92.4498
681.5,93.5671,66.7198,51.2244,93.3766,89.6022,102.2118,91.7896
681.75,91.8918,66.4193,52.7151,92.6943,90.1918,103.7541,90.691
682,84.5602,69.8112,57.9588,93.5804,90.3259,105.1413,89.4232
682.25,88.421,66.4888,55.7973,94.6575,91.9748,106.0808,88.3651
682.5,86.6704,66.8877,56.6679,96.5355,94.0391,106.5029,87.7937
682.75,85.5305,68.3328,57.3733,98.4455,95.9879,106.6668,87.7887
683,82.0346,65.8368,61.125,100.4136,97.9111,106.5328,88.2202
683.25,83.8798,69.4589,58.56,102.3745,99.1331,106.6822,88.8487
683.5,83.2796,69.052,59.2654,104.2762,100.2341,107.1583,89.5176
683.75,82.6598,67.4609,60.0803,106.024,99.1225,107.9364,90.22
684,80.622,65.0671,73.5277,107.0787,97.7291,109.0621,91.0407
684.25,81.6017,64.9017,62.7408,107.6533,95.0332,110.3609,92.0812
684.5,81.2215,63.9843,64.9379,106.8203,92.2259,111.8586,93.3704
684.75,80.9121,64.5086,68.8155,105.7154,88.85,113.1412,94.7771
685,77.5869,61.0188,97.0375,104.0507,85.4474,114.1769,96.0145
685.25,80.3398,64.5201,79.9861,102.5977,84.6997,114.5939,96.789
685.5,80.0597,63.9491,86.7577,101.463,83.946,114.3019,96.9387
685.75,78.9374,62.4927,92.2546,100.3341,81.6899,113.7123,96.513
686,76.6495,60.0825,95.0301,99.2118,79.5834,112.7821,95.7368
686.25,76.5083,59.7942,98.6956,97.8638,79.9961,111.911,94.8857
686.5,75.5029,58.574,99.0944,96.3271,80.362,111.1074,94.1803
686.75,75.8893,59.3127,97.2415,95.05,80.252,109.7332,93.6963
687,78.2723,65.3138,87.0951,93.9339,80.1989,107.7078,93.331
687.25,77.6978,61.4559,92.5024,94.0581,80.5518,105.0272,92.8806
687.5,78.8232,62.8377,90.4509,94.7402,80.9464,101.5996,92.1714
687.75,78.7124,64.0766,88.5996,96.6633,81.5655,98.4246,91.1401
688,75.1021,68.0332,80.34,98.9734,82.2863,95.5371,89.8692
688.25,77.3104,66.5391,85.6442,100.5958,83.4419,93.4873,88.5972
688.5,76.21,67.7643,84.2849,102.0822,84.4206,92.3896,87.6316
688.75,75.5923,67.9031,82.703,101.3165,84.7828,91.9447,87.2325
689,79.2533,62.9898,70.894,100.3212,84.8273,92.2407,87.5275
689.25,76.0098,66.774,77.8871,98.9728,83.9503,92.7339,88.4905
689.5,77.2852,65.5062,75.296,97.6926,82.6736,93.4505,89.9931
689.75,78.303,64.248,72.9872,97.7721,80.4175,94.1913,91.8373
690,76.1622,68.222,70.1499,97.8771,78.6571,94.9594,93.767
690.25,79.0533,64.2534,69.4837,98.1602,77.9348,95.8038,95.4993
690.5,78.5531,65.523,68.3137,98.3275,77.4505,96.7345,96.7653
690.75,77.4376,66.8734,69.1226,98.0252,77.3956,97.7229,97.4108
691,73.3689,73.2126,73.8282,97.6566,77.2333,98.7766,97.4955
691.5,72.8304,70.926,72.7042,96.8674,77.0183,100.859,96.9559
691.75,72.8737,72.0716,73.6251,97.2122,77.7405,102.149,96.8134
692,77.7295,72.5552,64.3909,98.1252,79.5954,103.7243,96.8958
692.25,74.5288,73.5114,73.0802,99.8377,82.7973,105.3087,97.1315
692.37,75.19405,73.6574,72.0074,100.60425,84.01815,106.1061,97.263
692.5,75.8593,73.8034,70.9346,101.3708,85.239,106.9035,97.3945
692.75,76.8392,73.1819,67.8679,102.7155,86.8899,108.1609,97.5485
693,80.176,67.1251,56.6239,103.6727,86.0344,109.0396,97.4595
693.25,78.3367,71.3851,60.795,104.3261,82.8979,110.03,97.0965
693.5,78.8719,70.2109,58.3742,105.305,79.6406,111.1457,96.5998
693.75,79.5108,68.6759,56.3366,106.4723,76.2874,112.9264,96.2002
694,82.638,60.8182,63.0776,107.5822,73.0296,115.4518,96.1487
694.25,81.017,64.3775,57.4628,108.6682,69.838,118.135,96.6676
694.5,81.9023,61.6646,59.6309,109.428,69.2097,120.9945,97.8576
694.75,82.3279,61.2367,61.5163,110.0949,70.1279,123.2061,99.6507
695,84.4344,60.3815,64.4235,110.1556,69.349,124.6944,101.8364
695.25,83.1562,60.9488,63.7024,110.1298,67.6843,125.6424,104.113
695.5,83.7263,61.0706,63.7971,109.3063,68.1546,125.9879,106.1272
695.75,84.1043,60.7303,64.0875,108.5201,69.5819,126.6037,107.5096
696.02,84.625,29.81615,68.31305,108.6541,72.01745,128.1996,107.5796
696.25,84.6283,59.6323,65.8001,108.7595,72.8515,128.8788,107.2195
696.5,84.7883,58.8925,67.2746,109.8878,75.9232,130.7286,105.3845
696.67,84.76,58.7276,68.2295,54.9439,77.68405,131.50885,104.07615
697,82.4056,54.9183,70.4699,111.7822,79.8804,133.5284,99.9169
697.25,83.2589,58.1487,71.9205,112.3717,79.4987,134.3528,97.3981
697.5,81.5883,58.0203,72.2398,112.512,78.227,134.7174,95.59
697.75,81.7704,56.4788,71.7889,112.5404,76.7654,135.227,94.5742
698,89.4658,49.7116,64.0186,112.4355,74.2451,135.8971,94.1642
698.25,83.8855,52.7067,68.7313,112.4888,71.5489,136.7785,94.0385
698.5,85.571,50.5499,66.9737,112.6697,70.8623,137.8937,93.9111
698.75,87.4901,50.15,65.2236,112.8106,70.4221,139.1296,93.6337
699,84.4945,45.0858,62.4257,112.9298,72.4008,140.4989,93.1794
699.25,89.4431,48.1131,62.9606,112.3658,74.5779,141.6469,92.5739
699.5,88.9379,46.5438,62.5212,111.5704,75.7768,142.5511,91.8619
699.75,86.9004,45.8025,62.2911,109.3169,76.9324,142.377,91.125
700,81.834,45.8884,63.3132,106.7934,76.5815,141.0153,90.4663
700.25,82.7022,45.0242,62.6415,104.2264,76.1748,138.3657,89.9495
700.5,81.0566,44.982,62.9271,101.6929,74.0837,134.2995,89.5664
700.75,81.2288,45.4315,63.1359,100.0917,71.9968,129.984,89.3051
701,83.681,46.9627,60.5415,98.5169,69.9781,125.3948,89.2622
701.25,82.423,46.5275,62.9732,97.112,68.1615,120.9962,89.6264
701.5,83.0082,47.1365,62.533,95.7494,68.361,116.807,90.5349
701.75,83.3709,47.0529,61.5551,94.5268,68.7178,112.4574,91.9588
702,86.0352,43.956,56.6332,93.3294,70.1795,107.9322,93.6403
702.25,83.9911,46.7265,59.4065,92.1834,71.5901,103.4461,95.119
702.5,84.3012,46.444,58.3736,91.2369,72.7285,99.0028,95.9611
702.75,85.1099,45.1913,57.4937,90.5603,74.0649,95.4589,96.0269
703.25,87.565,43.0712,55.7872,89.2161,77.7681,91.5966,94.8389
703.5,89.2355,42.2164,55.1603,88.6213,77.0768,91.6712,94.2483
703.75,90.3011,41.9417,54.6081,88.0733,76.0171,92.7367,93.8418
704,92.9605,41.6123,47.105,88.1405,73.8985,94.8821,93.5631
704.25,92.2737,41.5568,52.6858,88.4521,71.7158,97.5369,93.3459
704.5,93.3491,41.4494,50.9122,89.4806,69.3771,100.7459,93.1584
704.75,93.2856,41.533,49.0844,90.6745,67.2351,103.7359,93.0141
705,86.7373,41.9146,43.4099,92.9688,65.5018,106.4879,92.997
705.25,91.7399,41.6173,45.4787,95.3706,65.2472,108.5069,93.2634
705.5,90.3144,41.6297,44.3087,97.3791,67.6408,109.7306,94.0283
705.75,88.563,41.7648,43.6841,99.2184,69.4471,110.5309,95.4863
706,81.4207,43.7379,44.2086,99.5825,70.3413,110.8725,97.6563
706.25,85.0993,42.2985,43.4308,99.8506,70.5162,111.2743,100.3046
706.5,83.5037,42.6906,43.5342,99.7343,69.7184,111.7414,102.993
706.75,82.406,43.2095,43.8387,99.4861,68.151,112.2335,105.2341
707,86.6813,47.1472,47.3546,98.9254,65.6748,112.7526,106.6864
707.25,81.9589,44.4055,44.9638,98.5299,63.706,112.8678,107.336
707.5,82.8392,45.0957,45.7573,98.3889,62.2616,112.5473,107.5643
707.75,84.6556,46.1132,46.6406,98.4467,61.4025,111.5325,107.9782
708,87.2182,50.1222,47.1823,98.7111,61.0723,109.7697,109.047
708.25,87.6883,48.4129,47.8794,99.1937,61.357,107.8036,110.8068
708.5,88.4685,49.6116,47.9507,99.8299,62.1273,105.6188,112.8829
708.75,87.9835,49.8979,47.7717,100.5817,62.4111,103.8487,114.7706
709,87.6227,46.9074,44.2056,101.3871,62.3596,102.5245,116.0808
709.25,87.3136,49.5287,46.501,101.3382,64.175,101.3107,116.6422
709.5,87.5987,48.9036,45.5808,101.0498,67.1086,100.2156,116.538
709.75,87.6377,47.8736,44.7239,100.2899,67.8556,98.8396,116.0666
710,82.7395,47.4471,48.2434,99.4644,67.4704,97.1629,115.5629
710.25,86.7497,46.7372,44.0044,99.5454,67.578,95.5242,115.1616
710.5,85.6893,46.6126,44.4323,99.7137,67.9047,93.9265,114.7596
710.75,84.2551,47.041,45.8553,100.7093,66.7966,92.5571,114.1928
711,87.3331,46.8711,59.9696,101.6068,65.1459,91.4319,113.417
711.25,83.1238,47.5898,51.3809,102.0197,65.0822,90.1713,112.5853
711.5,83.9191,47.6876,54.8706,102.2757,65.5224,88.766,112.0122
711.75,85.5375,47.2697,57.5141,102.0972,66.4994,87.2407,111.9977
712,92.4135,46.0414,60.9393,102.0889,67.6171,85.5875,112.6161
712.25,88.8116,46.6884,60.8161,102.3802,67.7066,84.3448,113.6662
712.5,90.2221,46.4982,61.4282,103.0606,67.5792,83.5391,114.8026
712.75,91.3481,46.2254,61.0911,104.1997,67.455,83.6275,115.7833
713,103.6814,48.1035,61.0569,104.7654,67.3312,84.6662,116.6283
713.25,94.663,46.8051,61.1018,104.8728,66.1729,86.2887,117.4959
713.5,97.1639,47.5286,61.2239,104.2054,64.8902,88.5311,118.413
713.75,100.3502,47.8329,61.312,103.1256,64.6742,90.4125,119.1713
714,101.7184,47.3953,59.083,102.2399,64.5435,91.9113,119.4423
714.25,103.5533,48.0309,60.6656,101.4189,65.185,92.7228,119.004
714.5,102.698,47.9399,60.0871,101.8383,65.8591,92.8068,117.927
714.75,102.1736,47.6657,59.4967,102.4827,65.3724,93.124,116.5329
715,96.0955,46.4966,59.6974,104.1217,64.8965,93.6876,115.1369
715.25,100.7417,47.1626,58.808,105.8058,65.1372,95.2543,113.9204
715.5,99.6563,46.9319,58.9875,107.1362,65.2743,97.8803,112.9706
715.75,97.9411,46.7207,59.2684,108.2696,63.7748,100.7718,112.3402
716,88.7241,43.0011,68.3167,108.1622,62.2817,103.9434,112.1258
716.25,94.1254,46.1522,60.8043,107.9558,60.8509,106.3917,112.4232
716.5,92.1297,45.7079,62.4038,107.4253,59.5965,108.0785,113.1792
716.75,90.3997,44.3536,65.168,106.9863,59.5622,109.0676,114.1576
717,92.1843,42.586,84.3359,106.7324,59.7201,109.3231,115.033
717.25,88.8388,41.6638,72.6289,106.6208,60.8895,109.3079,115.5198
717.5,89.3189,40.5645,76.9926,106.6995,62.5025,109.0083,115.4882
717.75,90.6638,41.5419,80.9485,106.4875,65.9692,108.2535,114.9539
718,96.4031,48.8508,88.5735,106.012,68.6585,107.0213,113.948
718.25,93.0516,44.1995,86.1828,104.897,68.6929,105.1662,112.4873
718.5,93.7869,45.8039,87.469,103.3923,68.7898,102.6587,110.6297
718.75,95.0426,47.3319,88.048,101.9151,69.0649,99.9203,108.4447
719,105.1396,52.3213,91.564,100.4488,68.872,96.9403,105.9829
719.25,98.8346,50.2957,89.0654,99.3754,67.5514,94.2145,103.307
719.5,101.4806,51.6206,90.059,98.3912,66.297,91.754,100.4967
719.75,103.384,51.9795,91.1879,98.5643,65.1793,89.5847,97.6592
720,96.5536,51.4053,86.4442,98.852,63.6318,87.7189,94.982
720.25,103.8437,52.5285,91.6769,99.4702,61.3206,86.0997,92.7335
720.75,99.3196,52.0328,88.632,101.0432,59.9618,83.8819,90.3585
721,84.1864,50.0937,77.8143,101.9218,59.8459,83.5534,90.2711
721.25,93.7459,50.6415,84.1572,102.6275,59.5329,83.763,90.6597
721.5,90.9299,49.9769,81.762,103.0246,60.5939,84.5317,91.2709
721.75,87.6076,50.0519,79.6989,102.6999,63.2662,85.5372,91.9394
